,rank,prev_rank,name,league,off,def,spi
393,394,385,BK Hacken,Swedish Allsvenskan,1.13,1.71,32.98
394,395,378,Arizona United,United Soccer League,1.24,1.87,32.92
395,396,383,San Jose Earthquakes,Major League Soccer,1.17,1.78,32.89
396,397,343,Paris FC,French Ligue 2,0.96,1.5,32.87
397,398,386,Sarmiento,Argentina Primera Division,0.9,1.42,32.8
398,399,367,FC Arsenal Tula,Russian Premier Liga,1.07,1.65,32.79
399,400,406,Colon Santa Fe,Argentina Primera Division,0.89,1.41,32.66
400,401,400,Real Oviedo,Spanish Segunda Division,0.88,1.41,32.65
401,402,402,Jahn Regensburg,German 2. Bundesliga,1.11,1.71,32.65
402,403,419,FC Lugano,Swiss Raiffeisen Super League,1.04,1.63,32.36
403,404,393,Aberdeen,Scottish Premiership,0.9,1.45,32.3
404,405,403,Real Zaragoza,Spanish Segunda Division,0.86,1.4,32.2
405,406,425,Dynamo Dresden,German 2. Bundesliga,1.02,1.62,32.15
406,407,390,SV Ried,Austrian T-Mobile Bundesliga,1.11,1.74,32.01
407,408,415,Arsenal Sarandi,Argentina Primera Division,0.9,1.46,31.96
408,409,392,Patronato,Argentina Primera Division,0.93,1.5,31.92
409,410,401,Vancouver Whitecaps,Major League Soccer,1.05,1.67,31.86
410,411,387,Lillestrom,Norwegian Tippeligaen,1.1,1.74,31.83
411,412,413,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
412,413,389,Peterborough United,English League Championship,0.98,1.59,31.6
413,414,404,Kashiwa Reysol,Japanese J League,0.99,1.62,31.44
414,415,391,Haugesund,Norwegian Tippeligaen,1.22,1.93,31.41
415,416,424,Las Palmas,Spanish Segunda Division,0.88,1.47,31.26
416,417,416,Grenoble,French Ligue 2,0.91,1.52,31.23
417,418,410,Yeni Malatyaspor,Turkish Turkcell Super Lig,1.0,1.64,31.19
418,419,414,Antalyaspor,Turkish Turkcell Super Lig,0.95,1.58,31.16
419,420,418,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
420,421,423,OFI Crete,Greek Super League,0.93,1.57,30.83
421,422,412,Crotone,Italy Serie B,1.04,1.71,30.83
422,423,444,Odd BK,Norwegian Tippeligaen,1.23,1.98,30.78
423,424,396,AC Ajaccio,French Ligue 2,0.75,1.32,30.76
424,425,422,SD Ponferradina,Spanish Segunda Division,0.88,1.51,30.69
425,426,436,Platense,Argentina Primera Division,0.87,1.49,30.57
426,427,441,St Mirren,Scottish Premiership,0.92,1.58,30.45
427,428,380,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.98,1.66,30.34
428,429,431,Amiens,French Ligue 2,0.89,1.54,30.26
429,430,430,Reggina,Italy Serie B,0.87,1.52,30.22
430,431,428,Austin FC,Major League Soccer,1.07,1.79,30.16
431,432,437,Lausanne Sports,Swiss Raiffeisen Super League,1.17,1.93,30.15
432,433,421,Asteras Tripolis,Greek Super League,0.78,1.4,30.07
433,434,426,Cittadella,Italy Serie B,0.91,1.58,30.07
434,435,434,Guingamp,French Ligue 2,0.84,1.48,30.06
435,436,433,Inter Miami CF,Major League Soccer,0.97,1.67,29.97
436,437,438,Sydney FC,Australian A-League,0.95,1.65,29.89
437,438,457,Silkeborg,Danish SAS-Ligaen,0.96,1.67,29.8
438,439,420,Pau,French Ligue 2,0.89,1.57,29.76
439,440,448,Le Havre,French Ligue 2,0.77,1.4,29.76
440,441,439,Wellington Phoenix,Australian A-League,1.11,1.88,29.61
441,442,432,Málaga,Spanish Segunda Division,0.76,1.41,29.46
442,443,465,Grasshoppers Zürich,Swiss Raiffeisen Super League,0.96,1.68,29.45
443,444,417,Livingston,Scottish Premiership,0.9,1.61,29.25
444,445,461,Mamelodi Sundowns,South African ABSA Premier League,0.75,1.39,29.18
445,446,443,Ascoli,Italy Serie B,0.89,1.61,29.0
446,447,475,Caen,French Ligue 2,0.86,1.58,28.79
447,448,463,Gamba Osaka,Japanese J League,0.82,1.54,28.59
448,449,456,Ternana,Italy Serie B,0.98,1.76,28.57
449,450,442,RFC Seraing,Belgian Jupiler League,0.91,1.67,28.47
450,451,447,Perugia,Italy Serie B,0.9,1.66,28.37
451,452,445,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.88,1.64,28.33
452,453,451,Dundee,Scottish Premiership,0.87,1.62,28.25
453,454,455,Viborg,Danish SAS-Ligaen,1.0,1.83,28.1
454,455,450,Sonderjyske,Danish SAS-Ligaen,0.88,1.65,28.06
455,456,460,Fuenlabrada,Spanish Segunda Division,0.76,1.49,27.97
456,457,440,Consadole Sapporo,Japanese J League,0.87,1.65,27.95
457,458,458,FC Cartagena,Spanish Segunda Division,0.82,1.57,27.89
458,459,462,Hansa Rostock,German 2. Bundesliga,0.92,1.72,27.83
459,460,459,Louisville City FC,United Soccer League,0.91,1.71,27.72
460,461,467,Panetolikos,Greek Super League,0.85,1.63,27.66
461,462,452,FC Cincinnati,Major League Soccer,0.99,1.84,27.56
462,463,480,Oxford United,English League One,0.99,1.84,27.5
463,464,472,UD Ibiza,Spanish Segunda Division,0.81,1.58,27.47
464,465,464,Giannina,Greek Super League,0.83,1.62,27.42
465,466,449,Atromitos,Greek Super League,0.83,1.62,27.36
466,467,453,Real Sociedad II,Spanish Segunda Division,0.79,1.57,27.33
467,468,454,Aldosivi,Argentina Primera Division,0.88,1.7,27.26
468,469,469,Milton Keynes Dons,English League One,1.02,1.9,27.11
469,470,470,SV Sandhausen,German 2. Bundesliga,0.97,1.85,26.99
470,471,446,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.06,1.98,26.98
471,472,466,Mirandes,Spanish Segunda Division,0.83,1.65,26.79
472,473,471,Tampa Bay Rowdies,United Soccer League,0.8,1.64,26.44
473,474,474,Ross County,Scottish Premiership,0.99,1.92,26.32
474,475,479,Giresunspor,Turkish Turkcell Super Lig,0.74,1.58,25.78
475,476,515,Ipswich Town,English League One,0.89,1.82,25.54
476,477,486,FC Ingolstadt 04,German 2. Bundesliga,0.88,1.81,25.51
477,478,485,Lugo,Spanish Segunda Division,0.77,1.64,25.48
478,479,482,Shonan Bellmare,Japanese J League,0.73,1.58,25.46
479,480,484,Varbergs BoIS FC,Swedish Allsvenskan,0.81,1.72,25.29
480,481,481,AD Alcorcon,Spanish Segunda Division,0.68,1.51,25.25
481,482,473,Caykur Rizespor,Turkish Turkcell Super Lig,0.99,2.0,25.12
482,483,523,Mjallby,Swedish Allsvenskan,0.7,1.57,25.05
483,484,478,Shimizu S-Pulse,Japanese J League,0.86,1.82,24.8
484,485,505,SK Brann,Norwegian Tippeligaen,1.0,2.03,24.74
485,486,493,Erzgebirge Aue,German 2. Bundesliga,0.91,1.91,24.72
486,487,525,Niort,French Ligue 2,0.73,1.64,24.55
487,488,507,Stabaek,Norwegian Tippeligaen,0.98,2.01,24.54
488,489,487,Burgos,Spanish Segunda Division,0.75,1.67,24.52
489,490,489,Lamia,Greek Super League,0.63,1.48,24.52
490,491,490,Rodez,French Ligue 2,0.71,1.6,24.48
491,492,468,IFK Goteborg,Swedish Allsvenskan,0.85,1.83,24.48
492,493,492,Como,Italy Serie B,0.8,1.75,24.46
493,494,500,Valenciennes,French Ligue 2,0.85,1.83,24.41
494,495,491,Ionikos FC,Greek Super League,0.72,1.63,24.36
495,496,488,Amorebieta,Spanish Segunda Division,0.78,1.73,24.27
496,497,483,Volos NFC,Greek Super League,0.83,1.83,23.96
497,498,503,SuperSport United,South African ABSA Premier League,0.65,1.57,23.69
498,499,498,Western Sydney FC,Australian A-League,1.14,2.32,23.68
499,500,519,Kalmar FF,Swedish Allsvenskan,0.7,1.65,23.51
500,501,512,Rotherham United,English League One,0.79,1.8,23.47
501,502,522,Bolton,English League One,0.88,1.95,23.42
502,503,501,AS Nancy Lorraine,French Ligue 2,0.79,1.81,23.41
503,504,496,San Antonio FC,United Soccer League,0.87,1.94,23.23
504,505,509,US Quevilly,French Ligue 2,0.74,1.75,23.18
505,506,510,Wigan,English League One,0.83,1.88,23.12
506,507,504,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
507,508,495,Lincoln City,English League One,0.79,1.83,23.09
508,509,476,Sarpsborg,Norwegian Tippeligaen,0.78,1.82,22.97
509,510,506,Brisbane Roar,Australian A-League,0.77,1.8,22.96
510,511,499,Vicenza,Italy Serie B,0.75,1.78,22.86
511,512,508,Perth Glory,Australian A-League,0.94,2.08,22.82
512,513,520,Tromso,Norwegian Tippeligaen,0.87,1.97,22.82
513,514,530,Bastia,French Ligue 2,0.69,1.69,22.69
514,515,494,Orlando Pirates,South African ABSA Premier League,0.68,1.68,22.54
515,516,502,Kaizer Chiefs,South African ABSA Premier League,0.62,1.58,22.52
516,517,518,Cosenza,Italy Serie B,0.7,1.74,22.2
517,518,517,Alessandria,Italy Serie B,0.83,1.95,22.19
518,519,516,Wycombe Wanderers,English League One,0.75,1.83,22.17
519,520,511,Pordenone Calcio,Italy Serie B,0.71,1.76,22.15
520,521,526,Colorado Springs Switchbacks FC,United Soccer League,0.96,2.18,22.0
521,522,513,Apollon Smyrni,Greek Super League,0.79,1.9,21.95
522,523,477,Vejle,Danish SAS-Ligaen,0.87,2.03,21.92
523,524,514,El Paso Locomotive FC,United Soccer League,0.7,1.78,21.77
524,525,497,Sandefjord,Norwegian Tippeligaen,0.84,2.01,21.67
525,526,521,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
526,527,524,Adelaide United,Australian A-League,0.92,2.15,21.41
527,528,533,Fleetwood Town,English League One,0.79,1.96,21.2
528,529,538,Miami FC,United Soccer League,0.85,2.07,20.96
529,530,527,Henan Jianye,Chinese Super League,0.81,2.01,20.91
530,531,529,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
531,532,540,Dunkerque,French Ligue 2,0.6,1.69,20.45
532,533,528,Pittsburgh Riverhounds,United Soccer League,0.71,1.89,20.43
533,534,534,Mjondalen,Norwegian Tippeligaen,0.69,1.88,20.01
534,535,535,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
535,536,537,IK Sirius,Swedish Allsvenskan,0.76,2.0,19.89
536,537,536,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
537,538,532,Vegalta Sendai,Japanese J League,0.62,1.79,19.52
538,539,539,Central Coast Mariners,Australian A-League,0.75,2.03,19.39
539,540,550,Gillingham,English League One,0.67,1.9,19.27
540,541,531,Charlton Athletic,English League One,0.72,2.0,19.18
541,542,542,Portsmouth,English League One,0.62,1.82,19.16
542,543,541,Charlotte Independence,United Soccer League,0.71,1.98,19.08
543,544,548,Tokushima Vortis,Japanese J League,0.58,1.76,19.04
544,545,544,Orange County SC,United Soccer League,0.73,2.05,18.71
545,546,545,Oita Trinita,Japanese J League,0.56,1.75,18.69
546,547,543,Birmingham Legion FC,United Soccer League,0.71,2.02,18.64
547,548,547,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
548,549,546,New Mexico United,United Soccer League,0.66,1.94,18.44
549,550,551,Burton Albion,English League One,0.65,1.96,18.04
550,551,554,Plymouth Argyle,English League One,0.66,2.01,17.67
551,552,556,San Diego Loyal SC,United Soccer League,0.7,2.08,17.66
552,553,553,Chongqing Lifan,Chinese Super League,0.65,2.0,17.48
553,554,562,Morecambe,English League One,0.7,2.1,17.39
554,555,549,Sacramento Republic FC,United Soccer League,0.58,1.89,17.39
555,556,564,Yokohama FC,Japanese J League,0.68,2.07,17.36
556,557,555,Macarthur FC,Australian A-League,0.65,2.02,17.31
557,558,563,Degerfors IF,Swedish Allsvenskan,0.72,2.15,17.3
558,559,557,Newcastle Jets,Australian A-League,0.65,2.03,17.18
559,560,558,Tianjin Quanujian,Chinese Super League,0.72,2.17,17.13
560,561,559,Bloem Celtic,South African ABSA Premier League,0.6,1.95,17.0
561,562,560,Shenzhen FC,Chinese Super League,0.75,2.25,16.73
562,563,561,Halmstads BK,Swedish Allsvenskan,0.39,1.64,16.09
563,564,552,AFC Wimbledon,English League One,0.67,2.18,15.87
564,565,565,Maritzburg Utd,South African ABSA Premier League,0.39,1.65,15.82
565,566,566,Melbourne Victory,Australian A-League,0.82,2.45,15.79
566,567,570,Rio Grande Valley FC Toros,United Soccer League,0.57,2.05,15.35
567,568,567,Black Aces,South African ABSA Premier League,0.46,1.86,15.13
568,569,581,LA Galaxy II,United Soccer League,0.73,2.37,15.0
569,570,568,Austin Bold FC,United Soccer League,0.52,2.02,14.53
570,571,582,Stellenbosch FC,South African ABSA Premier League,0.44,1.86,14.47
571,572,572,Golden Arrows,South African ABSA Premier League,0.45,1.9,14.39
572,573,575,Western United,Australian A-League,0.69,2.37,14.28
573,574,577,Salford City,English League Two,0.44,1.89,14.27
574,575,576,Orebro SK,Swedish Allsvenskan,0.57,2.17,14.12
575,576,571,Accrington Stanley,English League One,0.64,2.3,14.1
576,577,574,Tulsa Roughnecks,United Soccer League,0.54,2.12,13.97
577,578,583,Shrewsbury Town,English League One,0.46,1.97,13.81
578,579,578,Exeter City,English League Two,0.45,1.97,13.51
579,580,586,Crewe Alexandra,English League One,0.46,2.0,13.47
580,581,579,Forest Green Rovers,English League Two,0.54,2.18,13.33
581,582,580,Östersunds FK,Swedish Allsvenskan,0.52,2.17,12.93
582,583,584,Cambridge United,English League One,0.5,2.18,12.65
583,584,587,Colchester United,English League Two,0.39,1.96,12.49
584,585,585,Leyton Orient,English League Two,0.47,2.12,12.47
585,586,569,Cheltenham Town,English League One,0.5,2.19,12.46
586,587,573,Doncaster Rovers,English League One,0.47,2.16,12.18
587,588,589,Guizhou Renhe,Chinese Super League,0.51,2.26,11.96
588,589,590,Memphis 901 FC,United Soccer League,0.46,2.2,11.59
589,590,588,Indy Eleven,United Soccer League,0.42,2.13,11.57
590,591,598,Northampton Town,English League Two,0.38,2.04,11.46
591,592,592,Sekhukhune United,South African ABSA Premier League,0.34,1.95,11.45
592,593,604,Charleston Battery,United Soccer League,0.5,2.32,11.32
593,594,593,Mansfield Town,English League Two,0.45,2.23,11.19
594,595,603,Hartford Athletic,United Soccer League,0.52,2.38,11.17
595,596,599,Bristol Rovers,English League Two,0.44,2.21,11.16
596,597,600,Atlanta United 2,United Soccer League,0.58,2.52,11.09
597,598,601,AmaZulu,South African ABSA Premier League,0.22,1.71,10.95
598,599,591,Rochdale,English League Two,0.42,2.19,10.94
599,600,595,Chippa United,South African ABSA Premier League,0.22,1.72,10.87
600,601,594,Baroka FC,South African ABSA Premier League,0.2,1.69,10.73
601,602,596,Moroka Swallows,South African ABSA Premier League,0.27,1.89,10.48
602,603,602,TS Galaxy,South African ABSA Premier League,0.32,2.03,10.36
603,604,597,Swindon Town,English League Two,0.34,2.08,10.33
604,605,608,Oklahoma City Energy FC,United Soccer League,0.32,2.07,10.04
605,606,606,Port Vale,English League Two,0.28,2.02,9.73
606,607,610,Oakland Roots,United Soccer League,0.33,2.13,9.66
607,608,605,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.25,1.95,9.62
608,609,607,Tranmere Rovers,English League Two,0.2,1.83,9.47
609,610,609,Tacoma Defiance,United Soccer League,0.35,2.28,8.96
610,611,613,Barrow,English League Two,0.34,2.27,8.92
611,612,612,New York Red Bulls II,United Soccer League,0.51,2.68,8.88
612,613,611,Harrogate Town,English League Two,0.37,2.36,8.79
613,614,616,Crawley Town,English League Two,0.37,2.36,8.71
614,615,615,Swope Park Rangers,United Soccer League,0.32,2.29,8.4
615,616,618,Las Vegas Lights FC,United Soccer League,0.47,2.72,7.98
616,617,614,Loudoun United FC,United Soccer League,0.51,2.82,7.92
617,618,617,Newport County,English League Two,0.23,2.15,7.67
618,619,625,Sutton United,English League Two,0.23,2.25,7.21
619,620,622,Stevenage,English League Two,0.2,2.17,7.08
620,621,620,Bradford City,English League Two,0.21,2.23,6.91
621,622,624,Oldham Athletic,English League Two,0.34,2.58,6.91
622,623,621,Real Monarchs SLC,United Soccer League,0.25,2.36,6.85
623,624,623,Walsall,English League Two,0.2,2.25,6.61
624,625,619,Carlisle United,English League Two,0.23,2.36,6.4
625,626,626,Hartlepool,English League Two,0.2,2.39,5.85
626,627,627,Scunthorpe,English League Two,0.2,2.53,5.19
