player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Daryl Janmaat,nl NED,DF,Watford,29,1989,18.0,17.0,1520.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,0.7,0.02,0.04,0.06,0.02,0.06,11.0,1.0,9.1,0.65,0.06,0.0,0.0,20.9,0.0,0.04,-0.4,-0.4,563.0,786.0,71.6,10489.0,4558.0,256.0,285.0,89.8,215.0,291.0,73.9,84.0,183.0,45.9,1.3,11.0,47.0,22.0,11.0,67.0,657.0,129.0,8.0,2.0,123.0,22.0,57.0,0.0,0.0,0.0,0.0,370.0,169.0,247.0,86.0,525.0,42.0,121.0,6.0,0.0,16.0,29.0,18.0,23.0,1.36,19.0,0.0,4.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,34.0,16.0,24.0,8.0,2.0,15.0,36.0,41.7,21.0,281.0,68.0,24.2,138.0,101.0,42.0,38.0,4.0,0.0,34.0,34.0,68.0,67.0,0.0,975.0,87.0,337.0,437.0,248.0,20.0,850.0,12.0,17.0,70.6,13.0,4.0,540.0,2253.0,1320.0,64.0,28.0,4.0,10.0,11.0,531.0,483.0,91.0,27.0,0.0,19.0,1.0,1.0,0.0,0.0,0.0,176.0,16.0,14.0,53.3,2018
Vincent Janssen,nl NED,FW,Tottenham,24,1994,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.76,0.0,0.76,0.76,0.76,3.0,2.0,66.7,6.92,4.62,0.0,0.0,12.7,0.0,0.11,-0.3,-0.3,7.0,10.0,70.0,68.0,0.0,7.0,8.0,87.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,28.6,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,6.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,29.0,5.0,0.0,0.0,0.0,1.0,2.0,25.0,13.0,52.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,50.0,2018
Carl Jenkinson,eng ENG,DF,Arsenal,26,1992,3.0,2.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,92.0,78.3,1165.0,303.0,31.0,36.0,86.1,38.0,40.0,95.0,2.0,8.0,25.0,0.0,0.0,2.0,1.0,0.0,4.0,77.0,15.0,0.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,58.0,25.0,9.0,10.0,63.0,3.0,15.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,100.0,0.0,23.0,6.0,26.1,10.0,10.0,3.0,3.0,2.0,0.0,1.0,2.0,7.0,2.0,0.0,107.0,6.0,28.0,45.0,39.0,4.0,93.0,0.0,1.0,0.0,0.0,0.0,72.0,212.0,80.0,5.0,2.0,0.0,2.0,1.0,79.0,67.0,84.8,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,50.0,2018
Gabriel Jesus,br BRA,FW,Manchester City,21,1997,29.0,8.0,1036.0,7.0,3.0,6.0,1.0,1.0,1.0,0.0,0.61,0.26,0.87,0.52,0.78,9.8,9.0,1.8,0.85,0.16,1.01,0.78,0.94,43.0,22.0,51.2,3.74,1.91,0.14,0.27,11.1,0.0,0.22,-2.8,-3.0,300.0,366.0,82.0,3964.0,543.0,190.0,224.0,84.8,85.0,97.0,87.6,11.0,16.0,68.8,1.2,22.0,14.0,7.0,0.0,23.0,352.0,14.0,1.0,2.0,95.0,1.0,7.0,0.0,0.0,0.0,0.0,292.0,47.0,27.0,52.0,285.0,13.0,0.0,7.0,1.0,7.0,9.0,14.0,48.0,4.17,32.0,0.0,8.0,6.0,2.0,0.0,6.0,0.52,5.0,0.0,0.0,1.0,0.0,0.0,9.0,6.0,5.0,4.0,0.0,0.0,4.0,0.0,4.0,180.0,53.0,29.4,19.0,80.0,81.0,13.0,3.0,0.0,10.0,5.0,14.0,3.0,0.0,540.0,5.0,36.0,212.0,325.0,103.0,526.0,22.0,41.0,53.7,24.0,2.0,389.0,1889.0,983.0,58.0,19.0,15.0,35.0,26.0,668.0,433.0,64.8,173.0,0.0,11.0,18.0,15.0,0.0,0.0,0.0,53.0,17.0,39.0,30.4,2018
Raúl Jiménez,mx MEX,FW,Wolves,27,1991,38.0,36.0,3111.0,13.0,7.0,11.0,2.0,2.0,4.0,0.0,0.38,0.2,0.58,0.32,0.52,13.8,12.3,6.5,0.4,0.19,0.59,0.36,0.54,112.0,31.0,27.7,3.24,0.9,0.1,0.35,14.2,0.0,0.11,-0.8,-1.3,806.0,1102.0,73.1,12812.0,2278.0,451.0,553.0,81.6,245.0,335.0,73.1,81.0,130.0,62.3,0.5,40.0,46.0,32.0,5.0,68.0,1052.0,50.0,3.0,3.0,316.0,28.0,41.0,0.0,0.0,0.0,0.0,698.0,216.0,188.0,73.0,892.0,60.0,5.0,27.0,3.0,15.0,50.0,52.0,82.0,2.37,64.0,0.0,8.0,6.0,1.0,3.0,12.0,0.35,10.0,0.0,0.0,1.0,1.0,0.0,34.0,21.0,5.0,18.0,11.0,7.0,25.0,28.0,18.0,561.0,140.0,25.0,57.0,267.0,237.0,29.0,3.0,0.0,26.0,31.0,65.0,39.0,0.0,1591.0,44.0,171.0,818.0,692.0,190.0,1541.0,36.0,67.0,53.7,39.0,0.0,1110.0,5100.0,2562.0,140.0,40.0,39.0,87.0,84.0,1887.0,1161.0,61.5,326.0,0.0,49.0,44.0,33.0,1.0,0.0,0.0,205.0,70.0,91.0,43.5,2018
Stefan Johansen,no NOR,MF,Fulham,27,1991,12.0,4.0,417.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,1.0,0.0,0.0,0.22,0.0,0.0,0.0,29.0,1.0,0.04,0.0,0.0,197.0,256.0,77.0,3543.0,1231.0,95.0,110.0,86.4,73.0,92.0,79.3,23.0,42.0,54.8,0.0,1.0,19.0,2.0,0.0,29.0,243.0,13.0,9.0,0.0,43.0,8.0,3.0,2.0,1.0,1.0,0.0,179.0,28.0,49.0,195.0,50.0,8.0,1.0,1.0,2.0,4.0,10.0,5.0,4.0,0.86,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,4.0,6.0,0.0,2.0,6.0,33.3,4.0,102.0,25.0,24.5,26.0,65.0,11.0,4.0,0.0,0.0,4.0,3.0,13.0,8.0,0.0,294.0,13.0,65.0,181.0,64.0,4.0,281.0,3.0,4.0,75.0,3.0,0.0,183.0,764.0,365.0,16.0,7.0,0.0,9.0,3.0,226.0,198.0,87.6,10.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,51.0,2.0,4.0,33.3,2018
Ben Johnson,eng ENG,DF,West Ham,18,2000,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,86.4,239.0,115.0,13.0,13.0,100.0,6.0,6.0,100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,4.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,5.3,17.0,1.0,1.0,3.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,32.0,3.0,17.0,12.0,4.0,0.0,24.0,0.0,2.0,0.0,1.0,0.0,16.0,58.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2018
Tyreke Johnson,eng ENG,FW,Southampton,19,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018
Phil Jones,eng ENG,DF,Manchester Utd,26,1992,18.0,15.0,1263.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,0.5,0.04,0.04,0.08,0.04,0.08,5.0,2.0,40.0,0.36,0.14,0.0,0.0,15.8,0.0,0.11,-0.6,-0.6,688.0,743.0,92.6,14112.0,3913.0,224.0,238.0,94.1,343.0,365.0,94.0,118.0,133.0,88.7,0.5,3.0,28.0,3.0,0.0,32.0,726.0,17.0,14.0,0.0,85.0,12.0,1.0,0.0,0.0,0.0,0.0,611.0,58.0,74.0,67.0,600.0,43.0,3.0,4.0,1.0,9.0,4.0,4.0,5.0,0.36,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,18.0,8.0,0.0,8.0,9.0,88.9,1.0,125.0,59.0,47.2,77.0,47.0,1.0,28.0,9.0,0.0,19.0,30.0,56.0,75.0,1.0,895.0,112.0,515.0,405.0,27.0,6.0,880.0,3.0,4.0,75.0,4.0,0.0,561.0,2839.0,1439.0,37.0,6.0,0.0,4.0,1.0,566.0,558.0,98.6,4.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,149.0,44.0,18.0,71.0,2018
Jorginho,it ITA,MF,Chelsea,26,1991,37.0,37.0,3156.0,2.0,0.0,1.0,1.0,1.0,8.0,0.0,0.06,0.0,0.06,0.03,0.03,1.5,0.7,3.1,0.04,0.09,0.13,0.02,0.11,18.0,6.0,33.3,0.51,0.17,0.06,0.17,24.9,0.0,0.04,0.5,0.3,2702.0,3020.0,89.5,45290.0,13395.0,1358.0,1447.0,93.8,1070.0,1193.0,89.7,232.0,306.0,75.8,-3.1,29.0,353.0,45.0,1.0,293.0,2976.0,44.0,42.0,12.0,428.0,47.0,4.0,0.0,0.0,0.0,0.0,2359.0,337.0,324.0,197.0,2744.0,57.0,2.0,10.0,12.0,30.0,83.0,30.0,63.0,1.8,59.0,0.0,1.0,0.0,1.0,2.0,5.0,0.14,5.0,0.0,0.0,0.0,0.0,0.0,79.0,56.0,27.0,40.0,12.0,31.0,94.0,33.0,63.0,664.0,221.0,33.3,205.0,353.0,106.0,50.0,7.0,0.0,43.0,61.0,140.0,33.0,0.0,3337.0,113.0,736.0,2108.0,689.0,6.0,3296.0,20.0,27.0,74.1,21.0,1.0,2463.0,8598.0,4663.0,155.0,60.0,0.0,19.0,38.0,2717.0,2614.0,96.2,62.0,0.0,36.0,30.0,0.0,0.0,0.0,0.0,400.0,11.0,25.0,30.6,2018
Joselu,es ESP,FW,Newcastle Utd,28,1990,16.0,5.0,596.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.3,0.0,0.3,0.3,0.3,1.8,1.8,0.1,0.27,0.01,0.28,0.27,0.28,17.0,5.0,29.4,2.57,0.76,0.12,0.4,13.6,0.0,0.11,0.2,0.2,131.0,206.0,63.6,1839.0,338.0,87.0,125.0,69.6,25.0,39.0,64.1,12.0,21.0,57.1,-0.1,2.0,9.0,2.0,0.0,11.0,200.0,6.0,0.0,1.0,82.0,3.0,5.0,0.0,0.0,0.0,0.0,95.0,68.0,43.0,27.0,95.0,24.0,2.0,12.0,0.0,4.0,8.0,11.0,6.0,0.91,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,5.0,4.0,3.0,5.0,12.0,41.7,7.0,104.0,20.0,19.2,17.0,36.0,51.0,8.0,0.0,0.0,8.0,2.0,14.0,12.0,0.0,298.0,12.0,34.0,155.0,112.0,30.0,292.0,4.0,9.0,44.4,4.0,0.0,127.0,318.0,76.0,4.0,0.0,1.0,17.0,17.0,345.0,217.0,62.9,36.0,0.0,7.0,6.0,4.0,0.0,0.0,0.0,37.0,47.0,38.0,55.3,2018
Diogo Jota,pt POR,"FW,MF",Wolves,21,1996,33.0,29.0,2355.0,9.0,5.0,9.0,0.0,0.0,11.0,0.0,0.34,0.19,0.54,0.34,0.54,8.3,8.3,3.8,0.32,0.15,0.46,0.32,0.46,58.0,23.0,39.7,2.22,0.88,0.16,0.39,13.8,0.0,0.14,0.7,0.7,584.0,781.0,74.8,9474.0,2054.0,309.0,376.0,82.2,204.0,271.0,75.3,51.0,78.0,65.4,1.2,28.0,52.0,21.0,5.0,70.0,750.0,31.0,0.0,3.0,215.0,17.0,43.0,0.0,0.0,0.0,0.0,566.0,131.0,84.0,261.0,468.0,20.0,5.0,9.0,5.0,25.0,40.0,33.0,80.0,3.06,47.0,0.0,10.0,8.0,13.0,2.0,11.0,0.42,5.0,0.0,1.0,3.0,2.0,0.0,35.0,20.0,13.0,15.0,7.0,11.0,47.0,23.4,36.0,502.0,135.0,26.9,109.0,255.0,138.0,20.0,2.0,0.0,18.0,12.0,47.0,10.0,0.0,1181.0,12.0,125.0,604.0,585.0,145.0,1150.0,61.0,122.0,50.0,68.0,3.0,957.0,5398.0,3665.0,189.0,64.0,39.0,73.0,63.0,1316.0,872.0,66.3,196.0,0.0,45.0,62.0,6.0,0.0,0.0,0.0,164.0,29.0,61.0,32.2,2018
Mathias Jørgensen,dk DEN,DF,Huddersfield,28,1990,24.0,24.0,2147.0,3.0,1.0,3.0,0.0,0.0,6.0,0.0,0.13,0.04,0.17,0.13,0.17,1.6,1.6,0.4,0.07,0.02,0.08,0.07,0.08,8.0,4.0,50.0,0.34,0.17,0.38,0.75,12.3,0.0,0.2,1.4,1.4,943.0,1135.0,83.1,19309.0,8170.0,304.0,347.0,87.6,464.0,512.0,90.6,154.0,237.0,65.0,0.6,8.0,78.0,4.0,0.0,96.0,1079.0,56.0,42.0,0.0,137.0,18.0,2.0,0.0,0.0,0.0,0.0,825.0,105.0,205.0,71.0,944.0,75.0,14.0,2.0,1.0,25.0,20.0,21.0,15.0,0.63,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,43.0,19.0,28.0,14.0,1.0,20.0,47.0,42.6,27.0,272.0,91.0,33.5,165.0,94.0,13.0,35.0,15.0,0.0,20.0,76.0,119.0,124.0,2.0,1418.0,113.0,714.0,730.0,63.0,23.0,1366.0,1.0,2.0,50.0,2.0,1.0,774.0,3972.0,2263.0,62.0,9.0,0.0,6.0,8.0,817.0,790.0,96.7,8.0,0.0,35.0,13.0,0.0,0.0,1.0,0.0,264.0,51.0,59.0,46.4,2018
Christian Kabasele,be BEL,DF,Watford,27,1991,21.0,19.0,1586.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.04,0.0,0.05,0.04,0.05,6.0,1.0,16.7,0.34,0.06,0.0,0.0,7.2,0.0,0.12,-0.7,-0.7,411.0,541.0,76.0,9341.0,3124.0,109.0,136.0,80.1,212.0,249.0,85.1,85.0,146.0,58.2,-0.1,1.0,18.0,1.0,0.0,24.0,532.0,9.0,9.0,0.0,82.0,22.0,1.0,0.0,0.0,0.0,0.0,336.0,55.0,150.0,42.0,431.0,40.0,0.0,2.0,4.0,14.0,21.0,6.0,3.0,0.17,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,22.0,7.0,1.0,9.0,23.0,39.1,14.0,188.0,78.0,41.5,127.0,57.0,4.0,37.0,19.0,0.0,18.0,39.0,69.0,114.0,0.0,756.0,122.0,445.0,324.0,23.0,14.0,749.0,1.0,1.0,100.0,1.0,0.0,373.0,1822.0,727.0,13.0,0.0,0.0,3.0,0.0,405.0,381.0,94.1,5.0,1.0,20.0,16.0,0.0,0.0,1.0,0.0,127.0,66.0,45.0,59.5,2018
Elias Kachunga,cd COD,"FW,MF",Huddersfield,26,1992,20.0,13.0,1182.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.08,0.02,0.1,0.08,0.1,14.0,3.0,21.4,1.07,0.23,0.0,0.0,13.6,0.0,0.07,-1.0,-1.0,225.0,314.0,71.7,3227.0,691.0,128.0,160.0,80.0,77.0,106.0,72.6,10.0,19.0,52.6,-0.3,4.0,15.0,5.0,5.0,16.0,304.0,10.0,1.0,0.0,77.0,3.0,14.0,0.0,0.0,0.0,0.0,204.0,56.0,54.0,30.0,233.0,25.0,5.0,4.0,1.0,9.0,10.0,16.0,11.0,0.84,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,11.0,12.0,3.0,10.0,27.0,37.0,17.0,279.0,61.0,21.9,73.0,133.0,73.0,14.0,0.0,0.0,14.0,8.0,34.0,15.0,0.0,465.0,11.0,79.0,221.0,196.0,30.0,457.0,19.0,37.0,51.4,20.0,0.0,327.0,1658.0,746.0,43.0,14.0,4.0,22.0,21.0,513.0,311.0,60.6,62.0,0.0,30.0,23.0,9.0,0.0,1.0,0.0,73.0,23.0,28.0,45.1,2018
Aboubakar Kamara,mr MTN,"FW,MF",Fulham,23,1995,13.0,5.0,693.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.39,0.0,0.39,0.26,0.26,3.7,2.2,0.7,0.48,0.09,0.57,0.28,0.37,19.0,8.0,42.1,2.47,1.04,0.11,0.25,19.0,0.0,0.11,-0.7,-0.2,176.0,250.0,70.4,2679.0,541.0,101.0,127.0,79.5,59.0,75.0,78.7,13.0,33.0,39.4,-0.7,10.0,9.0,2.0,1.0,14.0,242.0,8.0,1.0,0.0,40.0,6.0,14.0,0.0,0.0,0.0,0.0,181.0,37.0,32.0,39.0,185.0,9.0,5.0,3.0,1.0,5.0,20.0,18.0,22.0,2.86,19.0,0.0,1.0,1.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0,10.0,6.0,1.0,9.0,0.0,3.0,9.0,33.3,6.0,151.0,38.0,25.2,35.0,75.0,41.0,12.0,0.0,0.0,12.0,6.0,16.0,6.0,0.0,365.0,8.0,41.0,132.0,222.0,36.0,357.0,16.0,32.0,50.0,20.0,0.0,273.0,1337.0,738.0,43.0,13.0,9.0,26.0,13.0,390.0,261.0,66.9,75.0,0.0,23.0,5.0,7.0,1.0,0.0,0.0,54.0,13.0,20.0,39.4,2018
Harry Kane,eng ENG,FW,Tottenham,25,1993,28.0,27.0,2424.0,17.0,4.0,13.0,4.0,4.0,5.0,0.0,0.63,0.15,0.78,0.48,0.63,13.9,10.9,4.0,0.52,0.15,0.67,0.41,0.55,97.0,42.0,43.3,3.6,1.56,0.13,0.31,16.2,4.0,0.11,3.1,2.1,424.0,580.0,73.1,8327.0,2100.0,180.0,228.0,78.9,146.0,189.0,77.2,80.0,121.0,66.1,0.0,30.0,59.0,18.0,4.0,69.0,550.0,30.0,8.0,1.0,136.0,39.0,22.0,0.0,0.0,0.0,0.0,373.0,96.0,111.0,69.0,442.0,22.0,13.0,4.0,1.0,12.0,28.0,23.0,83.0,3.08,55.0,1.0,10.0,7.0,9.0,1.0,12.0,0.45,7.0,0.0,1.0,2.0,2.0,0.0,14.0,8.0,2.0,9.0,3.0,3.0,12.0,25.0,9.0,248.0,63.0,25.4,21.0,95.0,132.0,18.0,7.0,0.0,11.0,8.0,22.0,14.0,0.0,960.0,18.0,52.0,460.0,518.0,160.0,930.0,44.0,75.0,58.7,48.0,3.0,729.0,3603.0,1774.0,108.0,30.0,25.0,87.0,61.0,1357.0,751.0,55.3,210.0,0.0,32.0,64.0,10.0,1.0,0.0,0.0,105.0,53.0,76.0,41.1,2018
N'Golo Kanté,fr FRA,MF,Chelsea,27,1991,36.0,36.0,3092.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,0.12,0.12,0.23,0.12,0.23,2.4,2.4,4.2,0.07,0.12,0.19,0.07,0.19,30.0,6.0,20.0,0.87,0.17,0.13,0.67,17.4,0.0,0.08,1.6,1.6,1795.0,2041.0,87.9,28411.0,6144.0,953.0,1049.0,90.8,666.0,741.0,89.9,127.0,157.0,80.9,-0.2,46.0,139.0,40.0,4.0,132.0,2026.0,15.0,8.0,4.0,347.0,22.0,24.0,0.0,0.0,0.0,0.0,1677.0,205.0,159.0,247.0,1716.0,48.0,6.0,10.0,9.0,21.0,64.0,41.0,85.0,2.47,80.0,1.0,1.0,1.0,1.0,1.0,5.0,0.15,5.0,0.0,0.0,0.0,0.0,0.0,81.0,62.0,27.0,41.0,13.0,26.0,66.0,39.4,40.0,782.0,260.0,33.2,209.0,383.0,190.0,66.0,6.0,0.0,60.0,58.0,139.0,31.0,0.0,2441.0,48.0,402.0,1309.0,925.0,84.0,2427.0,37.0,63.0,58.7,40.0,2.0,1793.0,8082.0,4503.0,200.0,85.0,9.0,49.0,60.0,2066.0,1796.0,86.9,170.0,0.0,40.0,26.0,6.0,0.0,0.0,0.0,343.0,25.0,42.0,37.3,2018
Beram Kayal,il ISR,MF,Brighton,30,1988,18.0,9.0,940.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19,0.7,0.7,0.8,0.06,0.08,0.14,0.06,0.14,5.0,2.0,40.0,0.48,0.19,0.2,0.5,20.9,0.0,0.13,0.3,0.3,202.0,293.0,68.9,3516.0,1062.0,92.0,112.0,82.1,91.0,126.0,72.2,16.0,46.0,34.8,0.2,5.0,19.0,3.0,1.0,25.0,280.0,13.0,3.0,1.0,62.0,7.0,5.0,2.0,1.0,1.0,0.0,185.0,36.0,72.0,25.0,231.0,24.0,0.0,2.0,2.0,20.0,13.0,6.0,8.0,0.77,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,18.0,16.0,1.0,9.0,34.0,26.5,25.0,316.0,94.0,29.7,153.0,129.0,34.0,20.0,9.0,0.0,11.0,9.0,44.0,20.0,0.0,411.0,37.0,147.0,220.0,74.0,12.0,398.0,11.0,15.0,73.3,12.0,0.0,244.0,1321.0,766.0,23.0,9.0,1.0,11.0,13.0,256.0,207.0,80.9,11.0,0.0,23.0,10.0,0.0,0.0,1.0,0.0,92.0,13.0,25.0,34.2,2018
