player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,season
Dele Alli,eng ENG,MF,Everton,25,1996,11.0,1.0,338.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.02,0.09,0.11,0.02,0.11,3.0,0.0,0.0,0.8,0.0,0.0,0.0,19.3,0.0,0.03,-0.1,-0.1,114.0,152.0,75.0,1873.0,511.0,51.0,67.0,76.1,44.0,52.0,84.6,11.0,18.0,61.1,-0.3,7.0,10.0,4.0,1.0,12.0,140.0,12.0,2.0,1.0,34.0,1.0,4.0,1.0,0.0,0.0,0.0,110.0,24.0,18.0,5.0,132.0,4.0,4.0,1.0,3.0,3.0,9.0,5.0,10.0,2.66,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,6.0,6.0,3.0,5.0,12.0,41.7,7.0,127.0,34.0,26.8,35.0,62.0,30.0,9.0,2.0,0.0,7.0,10.0,25.0,7.0,0.0,232.0,15.0,47.0,124.0,76.0,17.0,221.0,4.0,10.0,40.0,4.0,1.0,142.0,659.0,352.0,13.0,6.0,1.0,11.0,14.0,172.0,135.0,78.5,22.0,0.0,11.0,7.0,2.0,0.0,0.0,0.0,39.0,8.0,11.0,42.1,2021
Dele Alli,eng ENG,"MF,FW",Tottenham,25,1996,10.0,8.0,657.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.14,0.0,0.14,0.0,0.0,1.5,0.7,0.8,0.2,0.11,0.31,0.1,0.21,4.0,2.0,50.0,0.55,0.27,0.0,0.0,18.2,0.0,0.18,-0.5,-0.7,167.0,214.0,78.0,2687.0,651.0,94.0,108.0,87.0,56.0,69.0,81.2,14.0,27.0,51.9,-0.8,2.0,13.0,5.0,0.0,19.0,202.0,12.0,6.0,0.0,42.0,2.0,3.0,0.0,0.0,0.0,0.0,149.0,33.0,32.0,10.0,180.0,12.0,3.0,3.0,1.0,2.0,11.0,7.0,8.0,1.1,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.0,19.0,7.0,11.0,6.0,2.0,5.0,17.0,29.4,12.0,209.0,55.0,26.3,81.0,92.0,36.0,25.0,5.0,0.0,20.0,17.0,36.0,12.0,0.0,331.0,23.0,87.0,172.0,97.0,20.0,321.0,5.0,18.0,27.8,7.0,2.0,213.0,908.0,446.0,17.0,6.0,0.0,12.0,18.0,262.0,199.0,76.0,31.0,0.0,13.0,15.0,2.0,1.0,0.0,0.0,46.0,11.0,13.0,45.8,2021
Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,27,1994,30.0,19.0,1716.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,2.1,2.1,0.7,0.11,0.03,0.14,0.11,0.14,32.0,7.0,21.9,1.68,0.37,0.03,0.14,18.7,0.0,0.06,-1.1,-1.1,406.0,505.0,80.4,6222.0,1461.0,224.0,254.0,88.2,139.0,169.0,82.2,28.0,46.0,60.9,-0.7,16.0,22.0,9.0,2.0,38.0,496.0,9.0,2.0,1.0,86.0,5.0,22.0,1.0,1.0,0.0,0.0,403.0,47.0,55.0,457.0,21.0,15.0,5.0,3.0,2.0,7.0,14.0,20.0,45.0,2.36,31.0,0.0,3.0,8.0,2.0,1.0,5.0,0.26,4.0,0.0,1.0,0.0,0.0,0.0,57.0,33.0,27.0,22.0,8.0,13.0,47.0,27.7,34.0,432.0,109.0,25.2,127.0,166.0,139.0,22.0,1.0,1.0,21.0,25.0,82.0,12.0,0.0,742.0,22.0,147.0,308.0,344.0,56.0,735.0,18.0,37.0,48.6,24.0,2.0,524.0,3263.0,1485.0,77.0,18.0,11.0,29.0,33.0,661.0,476.0,72.0,62.0,0.0,20.0,27.0,9.0,0.0,0.0,0.0,122.0,5.0,18.0,21.7,2021
Marcos Alonso,es ESP,DF,Chelsea,30,1990,28.0,25.0,2167.0,4.0,4.0,4.0,0.0,0.0,8.0,0.0,0.17,0.17,0.33,0.17,0.33,3.3,3.3,4.6,0.14,0.19,0.33,0.14,0.33,43.0,10.0,23.3,1.79,0.42,0.09,0.4,18.9,9.0,0.08,0.7,0.7,1132.0,1456.0,77.7,19695.0,6764.0,556.0,629.0,88.4,448.0,532.0,84.2,108.0,235.0,46.0,-0.6,44.0,68.0,33.0,15.0,107.0,1162.0,294.0,26.0,1.0,234.0,50.0,64.0,65.0,34.0,23.0,2.0,867.0,292.0,297.0,1060.0,110.0,38.0,203.0,3.0,3.0,25.0,48.0,42.0,89.0,3.7,61.0,15.0,4.0,5.0,2.0,2.0,9.0,0.37,7.0,1.0,0.0,1.0,0.0,0.0,45.0,28.0,21.0,13.0,11.0,14.0,32.0,43.8,18.0,300.0,85.0,28.3,121.0,101.0,78.0,39.0,6.0,0.0,33.0,66.0,111.0,55.0,0.0,1787.0,75.0,450.0,648.0,776.0,77.0,1491.0,19.0,39.0,48.7,20.0,2.0,1047.0,4917.0,2570.0,123.0,29.0,11.0,27.0,32.0,1182.0,1037.0,87.7,110.0,0.0,33.0,34.0,3.0,0.0,1.0,0.0,216.0,59.0,26.0,69.4,2021
Steven Alzate,co COL,MF,Brighton,22,1998,9.0,5.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,1.0,1.0,100.0,0.22,0.22,0.0,0.0,18.4,0.0,0.07,-0.1,-0.1,207.0,234.0,88.5,3619.0,900.0,92.0,102.0,90.2,85.0,90.0,94.4,24.0,32.0,75.0,-0.2,3.0,17.0,3.0,1.0,17.0,231.0,3.0,2.0,0.0,33.0,4.0,2.0,0.0,0.0,0.0,0.0,178.0,24.0,32.0,15.0,199.0,12.0,1.0,0.0,0.0,2.0,6.0,3.0,7.0,1.56,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,5.0,1.0,3.0,5.0,60.0,2.0,79.0,20.0,25.3,30.0,37.0,12.0,5.0,1.0,0.0,4.0,14.0,23.0,10.0,0.0,287.0,16.0,81.0,168.0,56.0,4.0,285.0,5.0,6.0,83.3,5.0,1.0,185.0,759.0,403.0,20.0,8.0,1.0,5.0,4.0,188.0,175.0,93.1,7.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,61.0,7.0,12.0,36.8,2021
Daniel Amartey,gh GHA,DF,Leicester City,26,1994,28.0,23.0,2123.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.01,0.01,0.0,0.01,2.0,1.0,50.0,0.08,0.04,0.0,0.0,32.1,0.0,0.02,0.0,0.0,1353.0,1475.0,91.7,27707.0,7913.0,405.0,428.0,94.6,751.0,788.0,95.3,186.0,230.0,80.9,-0.2,3.0,55.0,0.0,0.0,59.0,1447.0,28.0,21.0,0.0,137.0,23.0,0.0,0.0,0.0,0.0,0.0,1274.0,80.0,121.0,132.0,1259.0,55.0,6.0,3.0,2.0,9.0,22.0,18.0,17.0,0.72,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,15.0,9.0,1.0,16.0,32.0,50.0,16.0,172.0,54.0,31.4,97.0,67.0,8.0,48.0,24.0,1.0,24.0,30.0,55.0,110.0,2.0,1702.0,269.0,912.0,821.0,61.0,6.0,1677.0,6.0,8.0,75.0,6.0,0.0,1176.0,5166.0,2940.0,60.0,19.0,0.0,4.0,2.0,1263.0,1236.0,97.9,1.0,0.0,17.0,9.0,1.0,0.0,0.0,0.0,211.0,45.0,38.0,54.2,2021
Joachim Andersen,dk DEN,DF,Crystal Palace,25,1996,34.0,32.0,2916.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,0.6,0.6,2.0,0.02,0.06,0.08,0.02,0.08,8.0,3.0,37.5,0.25,0.09,0.0,0.0,14.0,1.0,0.07,-0.6,-0.6,1813.0,2197.0,82.5,47245.0,14431.0,326.0,367.0,88.8,962.0,1034.0,93.0,518.0,779.0,66.5,1.0,20.0,159.0,12.0,3.0,93.0,2115.0,82.0,74.0,2.0,186.0,110.0,14.0,1.0,0.0,0.0,1.0,1454.0,157.0,586.0,183.0,1839.0,111.0,4.0,7.0,5.0,55.0,52.0,14.0,33.0,1.02,29.0,1.0,0.0,1.0,0.0,2.0,5.0,0.15,4.0,0.0,0.0,1.0,0.0,0.0,36.0,23.0,26.0,10.0,0.0,14.0,28.0,50.0,14.0,157.0,58.0,36.9,95.0,55.0,7.0,41.0,21.0,0.0,20.0,60.0,96.0,156.0,2.0,2508.0,490.0,1555.0,1010.0,85.0,33.0,2427.0,6.0,8.0,75.0,6.0,0.0,1582.0,8962.0,4315.0,64.0,5.0,2.0,2.0,8.0,1808.0,1788.0,98.9,2.0,0.0,19.0,8.0,1.0,0.0,0.0,1.0,287.0,84.0,43.0,66.1,2021
Michail Antonio,jm JAM,FW,West Ham,31,1990,36.0,34.0,2971.0,10.0,8.0,10.0,0.0,1.0,8.0,1.0,0.3,0.24,0.55,0.3,0.55,11.1,10.8,6.6,0.34,0.2,0.54,0.33,0.53,83.0,27.0,32.5,2.51,0.82,0.12,0.37,14.3,0.0,0.13,-1.1,-0.8,466.0,708.0,65.8,7552.0,1461.0,256.0,333.0,76.9,145.0,213.0,68.1,45.0,84.0,53.6,1.4,46.0,26.0,32.0,13.0,43.0,671.0,37.0,3.0,7.0,220.0,22.0,54.0,1.0,0.0,0.0,0.0,405.0,157.0,146.0,105.0,493.0,28.0,15.0,8.0,6.0,19.0,34.0,55.0,102.0,3.09,65.0,0.0,13.0,10.0,8.0,6.0,17.0,0.51,9.0,0.0,1.0,4.0,2.0,1.0,28.0,23.0,7.0,9.0,12.0,6.0,20.0,30.0,14.0,460.0,133.0,28.9,34.0,166.0,260.0,26.0,1.0,0.0,25.0,14.0,42.0,17.0,0.0,1190.0,20.0,74.0,479.0,718.0,176.0,1152.0,45.0,94.0,47.9,49.0,4.0,867.0,4398.0,2550.0,133.0,40.0,31.0,131.0,88.0,1673.0,898.0,53.7,264.0,1.0,51.0,63.0,13.0,0.0,0.0,0.0,138.0,81.0,145.0,35.8,2021
Cameron Archer,eng ENG,"MF,FW",Aston Villa,20,2001,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1.0,0.0,0.0,3.33,0.0,0.0,0.0,13.0,0.0,0.02,0.0,0.0,5.0,5.0,100.0,91.0,28.0,1.0,1.0,100.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,1.0,2.0,9.0,3.0,12.0,1.0,2.0,50.0,1.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,66.7,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3,2021
Alphonse Areola,fr FRA,GK,West Ham,28,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41.0,48.8,768.0,546.0,0.0,0.0,0.0,9.0,9.0,100.0,11.0,32.0,34.4,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,29.0,2.0,35.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,40.0,42.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,12.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2021
Adam Armstrong,eng ENG,FW,Southampton,24,1997,23.0,17.0,1413.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.13,0.13,0.25,0.13,0.25,4.3,4.3,1.7,0.27,0.11,0.38,0.27,0.38,47.0,14.0,29.8,2.99,0.89,0.04,0.14,17.0,0.0,0.09,-2.3,-2.3,223.0,315.0,70.8,3764.0,609.0,106.0,136.0,77.9,96.0,127.0,75.6,16.0,32.0,50.0,0.3,12.0,14.0,13.0,0.0,26.0,284.0,31.0,0.0,1.0,65.0,9.0,22.0,0.0,0.0,0.0,0.0,215.0,56.0,44.0,64.0,219.0,18.0,2.0,4.0,1.0,3.0,14.0,13.0,29.0,1.85,17.0,0.0,4.0,4.0,4.0,0.0,3.0,0.19,2.0,0.0,0.0,0.0,1.0,0.0,10.0,7.0,3.0,3.0,4.0,0.0,6.0,0.0,6.0,239.0,64.0,26.8,21.0,89.0,129.0,10.0,1.0,0.0,9.0,9.0,19.0,6.0,0.0,489.0,8.0,40.0,200.0,289.0,82.0,458.0,19.0,38.0,50.0,20.0,1.0,340.0,1933.0,1062.0,64.0,19.0,18.0,34.0,25.0,651.0,348.0,53.5,109.0,0.0,15.0,9.0,2.0,1.0,0.0,0.0,57.0,14.0,38.0,26.9,2021
Stuart Armstrong,sct SCO,MF,Southampton,29,1992,25.0,15.0,1473.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.12,0.0,0.12,0.12,0.12,2.8,2.8,1.4,0.17,0.08,0.25,0.17,0.25,38.0,9.0,23.7,2.32,0.55,0.05,0.22,19.8,0.0,0.07,-0.8,-0.8,583.0,734.0,79.4,9335.0,2293.0,304.0,366.0,83.1,218.0,254.0,85.8,43.0,69.0,62.3,-1.4,25.0,39.0,24.0,5.0,68.0,702.0,32.0,2.0,1.0,124.0,9.0,32.0,2.0,0.0,1.0,0.0,564.0,95.0,75.0,125.0,577.0,16.0,7.0,5.0,3.0,10.0,38.0,23.0,51.0,3.12,40.0,2.0,2.0,2.0,4.0,1.0,2.0,0.12,1.0,0.0,0.0,0.0,1.0,0.0,26.0,15.0,14.0,5.0,7.0,7.0,29.0,24.1,22.0,266.0,85.0,32.0,76.0,120.0,70.0,17.0,1.0,0.0,16.0,14.0,40.0,15.0,0.0,938.0,25.0,132.0,442.0,452.0,56.0,907.0,26.0,57.0,45.6,28.0,3.0,717.0,4564.0,2337.0,122.0,47.0,13.0,26.0,25.0,767.0,672.0,87.6,78.0,0.0,11.0,24.0,1.0,1.0,0.0,0.0,147.0,5.0,22.0,18.5,2021
Kepa Arrizabalaga,es ESP,GK,Chelsea,26,1994,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,139.0,82.7,2763.0,1294.0,28.0,28.0,100.0,59.0,59.0,100.0,27.0,51.0,52.9,0.0,0.0,1.0,0.0,0.0,0.0,110.0,29.0,8.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,95.0,7.0,37.0,13.0,96.0,0.0,0.0,28.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,130.0,149.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,85.0,253.0,117.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2021
Harrison Ashby,sct SCO,DF,West Ham,19,2001,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,142.0,18.0,2.0,2.0,100.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,1.0,3.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,5.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021
Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,32,1989,14.0,12.0,1037.0,4.0,1.0,4.0,0.0,2.0,3.0,0.0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,0.5,0.07,0.57,0.36,0.43,33.0,16.0,48.5,2.86,1.39,0.12,0.25,14.2,0.0,0.13,-1.8,-0.1,145.0,205.0,70.7,2016.0,383.0,94.0,117.0,80.3,40.0,62.0,64.5,8.0,14.0,57.1,0.2,9.0,4.0,10.0,1.0,13.0,198.0,7.0,0.0,1.0,62.0,3.0,9.0,0.0,0.0,0.0,0.0,120.0,47.0,38.0,27.0,151.0,8.0,1.0,1.0,1.0,2.0,8.0,11.0,23.0,2.0,14.0,0.0,1.0,5.0,3.0,0.0,3.0,0.26,2.0,0.0,0.0,1.0,0.0,0.0,12.0,7.0,5.0,5.0,2.0,2.0,6.0,33.3,4.0,201.0,53.0,26.4,23.0,78.0,100.0,19.0,3.0,0.0,16.0,1.0,13.0,3.0,0.0,322.0,5.0,34.0,141.0,167.0,55.0,313.0,2.0,6.0,33.3,3.0,0.0,169.0,1024.0,600.0,29.0,11.0,9.0,20.0,5.0,443.0,225.0,50.8,56.0,0.0,18.0,12.0,10.0,0.0,0.0,0.0,38.0,28.0,32.0,46.7,2021
Jordan Ayew,gh GHA,FW,Crystal Palace,29,1991,31.0,23.0,2019.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.13,0.13,0.27,0.13,0.27,3.7,3.7,2.3,0.17,0.1,0.27,0.17,0.27,35.0,8.0,22.9,1.56,0.36,0.09,0.38,16.4,1.0,0.11,-0.7,-0.7,570.0,745.0,76.5,8666.0,1732.0,326.0,368.0,88.6,197.0,245.0,80.4,33.0,79.0,41.8,0.7,21.0,29.0,15.0,5.0,48.0,732.0,13.0,2.0,1.0,136.0,15.0,50.0,1.0,0.0,0.0,0.0,533.0,108.0,104.0,37.0,638.0,28.0,10.0,7.0,2.0,13.0,27.0,42.0,47.0,2.1,31.0,1.0,1.0,3.0,8.0,3.0,6.0,0.27,4.0,0.0,0.0,0.0,1.0,1.0,52.0,34.0,19.0,22.0,11.0,11.0,22.0,50.0,11.0,515.0,146.0,28.3,121.0,227.0,167.0,37.0,4.0,0.0,33.0,28.0,80.0,9.0,0.0,1134.0,17.0,164.0,596.0,488.0,83.0,1122.0,38.0,72.0,52.8,41.0,6.0,871.0,5294.0,3073.0,146.0,50.0,24.0,69.0,81.0,1077.0,810.0,75.2,97.0,0.0,42.0,70.0,1.0,1.0,0.0,0.0,156.0,31.0,62.0,33.3,2021
Luke Ayling,eng ENG,DF,Leeds United,29,1991,26.0,26.0,2272.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,0.08,0.08,0.16,0.08,0.16,1.6,1.6,0.8,0.06,0.03,0.1,0.06,0.1,19.0,3.0,15.8,0.75,0.12,0.11,0.67,12.8,0.0,0.09,0.4,0.4,1218.0,1558.0,78.2,25686.0,10984.0,440.0,500.0,88.0,554.0,648.0,85.5,214.0,366.0,58.5,1.2,8.0,99.0,11.0,4.0,125.0,1384.0,174.0,36.0,2.0,209.0,48.0,25.0,0.0,0.0,0.0,0.0,939.0,247.0,372.0,137.0,1184.0,64.0,137.0,6.0,9.0,29.0,70.0,26.0,22.0,0.87,16.0,0.0,0.0,6.0,0.0,0.0,3.0,0.12,0.0,0.0,0.0,3.0,0.0,0.0,79.0,45.0,50.0,24.0,5.0,49.0,101.0,48.5,52.0,392.0,137.0,34.9,215.0,137.0,40.0,49.0,28.0,0.0,21.0,54.0,133.0,68.0,1.0,1861.0,233.0,955.0,770.0,271.0,36.0,1696.0,25.0,41.0,61.0,27.0,6.0,1114.0,6509.0,3840.0,105.0,30.0,3.0,24.0,20.0,1198.0,1134.0,94.7,32.0,0.0,28.0,24.0,2.0,0.0,1.0,0.0,263.0,49.0,51.0,49.0,2021
César Azpilicueta,es ESP,DF,Chelsea,31,1989,27.0,24.0,2070.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.04,0.09,0.13,0.04,0.13,1.2,1.2,2.1,0.05,0.09,0.14,0.05,0.14,13.0,4.0,30.8,0.57,0.17,0.08,0.25,13.6,0.0,0.09,-0.2,-0.2,1442.0,1713.0,84.2,24337.0,9312.0,707.0,779.0,90.8,628.0,709.0,88.6,95.0,176.0,54.0,-0.1,18.0,107.0,20.0,3.0,124.0,1560.0,153.0,27.0,0.0,158.0,12.0,37.0,0.0,0.0,0.0,0.0,1242.0,217.0,254.0,126.0,1354.0,79.0,126.0,3.0,7.0,19.0,56.0,39.0,44.0,1.91,41.0,0.0,2.0,1.0,0.0,0.0,8.0,0.35,6.0,0.0,1.0,1.0,0.0,0.0,54.0,31.0,22.0,27.0,5.0,21.0,43.0,48.8,22.0,356.0,104.0,29.2,143.0,158.0,55.0,62.0,11.0,0.0,51.0,37.0,91.0,71.0,1.0,1958.0,120.0,605.0,946.0,502.0,52.0,1808.0,15.0,20.0,75.0,15.0,1.0,1240.0,5111.0,2994.0,156.0,38.0,8.0,15.0,8.0,1464.0,1388.0,94.8,54.0,0.0,29.0,8.0,2.0,0.0,1.0,0.0,169.0,52.0,34.0,60.5,2021
Daniel Bachmann,at AUT,GK,Watford,27,1994,12.0,12.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,357.0,59.1,8151.0,5656.0,21.0,21.0,100.0,79.0,82.0,96.3,111.0,254.0,43.7,0.0,0.0,9.0,0.0,0.0,0.0,234.0,123.0,36.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,115.0,16.0,226.0,20.0,261.0,0.0,0.0,44.0,2.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.0,338.0,392.0,3.0,0.0,0.0,272.0,1.0,1.0,100.0,1.0,0.0,170.0,926.0,587.0,0.0,0.0,0.0,0.0,0.0,146.0,145.0,99.3,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,0.0,2021
