player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Chris Basham,25.0,Sheffield Utd,Off Target,20,Right Foot,Half volley,0,0,0,0,2019-08-31,Chelsea,Sheffield Utd
Ross Barkley,32.0,Chelsea,Blocked,25,Right Foot,Free kick,Christian Pulisic,Fouled,Christian Pulisic,Dribble,2019-08-31,Chelsea,Sheffield Utd
Mateo Kovačić,37.0,Chelsea,Off Target,12,Right Foot,0,Tammy Abraham,Pass (Live),Christian Pulisic,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Callum Robinson,39.0,Sheffield Utd,Off Target,8,Head,Diving header,Chris Basham,Pass (Live),John Lundstram,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Tammy Abraham,43.0,Chelsea,Goal,13,Right Foot,Half volley,0,0,0,0,2019-08-31,Chelsea,Sheffield Utd
Mason Mount,44.0,Chelsea,Blocked,20,Right Foot,0,Jorginho,Pass (Live),Fikayo Tomori,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Callum Robinson,46.0,Sheffield Utd,Goal,9,Right Foot,0,Enda Stevens,Pass (Live),Enda Stevens,Dribble,2019-08-31,Chelsea,Sheffield Utd
Tammy Abraham,55.0,Chelsea,Saved,7,Right Foot,Volley,César Azpilicueta,Pass (Live),César Azpilicueta,Dribble,2019-08-31,Chelsea,Sheffield Utd
Callum Robinson,56.0,Sheffield Utd,Off Target,21,Left Foot,0,Oliver McBurnie,Pass (Live),John Lundstram,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Ross Barkley,57.0,Chelsea,Saved,23,Left Foot,0,Tammy Abraham,Pass (Live),Jorginho,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Oliver Norwood,70.0,Sheffield Utd,Saved,33,Right Foot,0,Luke Freeman,Pass (Live),0,0,2019-08-31,Chelsea,Sheffield Utd
Enda Stevens,81.0,Sheffield Utd,Blocked,26,Left Foot,0,Lys Mousset,Pass (Live),Lys Mousset,Dribble,2019-08-31,Chelsea,Sheffield Utd
Kurt Zouma,83.0,Chelsea,Off Target,8,Head,0,Mason Mount,Pass (Dead),0,0,2019-08-31,Chelsea,Sheffield Utd
Mason Mount,87.0,Chelsea,Off Target,24,Right Foot,Volley,Billy Gilmour,Fouled,Willian,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Callum Robinson,88.0,Sheffield Utd,Blocked,11,Left Foot,0,Ben Osborn,Pass (Live),Lys Mousset,Pass (Live),2019-08-31,Chelsea,Sheffield Utd
Manuel Lanzini,12.0,West Ham,Blocked,13,Right Foot,0,Andriy Yarmolenko,Dribble,Manuel Lanzini,Pass (Live),2019-08-31,West Ham,Norwich City
Felipe Anderson,16.0,West Ham,Blocked,10,Right Foot,0,Andriy Yarmolenko,Pass (Live),Sébastien Haller,Pass (Live),2019-08-31,West Ham,Norwich City
Sébastien Haller,17.0,West Ham,Wayward,7,Head,0,Manuel Lanzini,Pass (Dead),Felipe Anderson,Shot,2019-08-31,West Ham,Norwich City
Sébastien Haller,24.0,West Ham,Goal,7,Right Foot,0,Arthur Masuaku,Pass (Live),Felipe Anderson,Pass (Live),2019-08-31,West Ham,Norwich City
Todd Cantwell,27.0,Norwich City,Off Target,19,Right Foot,0,0,0,0,0,2019-08-31,West Ham,Norwich City
Todd Cantwell,31.0,Norwich City,Off Target,2,Head,Open goal,Max Aarons,Pass (Live),Max Aarons,Dribble,2019-08-31,West Ham,Norwich City
Marco Stiepermann,33.0,Norwich City,Saved,23,Left Foot,0,Moritz Leitner,Pass (Live),Tom Trybull,Pass (Live),2019-08-31,West Ham,Norwich City
Sébastien Haller,54.0,West Ham,Blocked,16,Right Foot,0,Felipe Anderson,Pass (Live),Manuel Lanzini,Pass (Live),2019-08-31,West Ham,Norwich City
Andriy Yarmolenko,55.0,West Ham,Woodwork,11,Left Foot,Volley,Mark Noble,Pass (Live),Mark Noble,Dribble,2019-08-31,West Ham,Norwich City
Andriy Yarmolenko,56.0,West Ham,Goal,11,Left Foot,Volley,Andriy Yarmolenko,Pass (Live),Andriy Yarmolenko,Dribble,2019-08-31,West Ham,Norwich City
Marco Stiepermann,60.0,Norwich City,Blocked,11,Right Foot,0,Marco Stiepermann,Dribble,Emi Buendía,Pass (Live),2019-08-31,West Ham,Norwich City
Teemu Pukki,66.0,Norwich City,Saved,22,Right Foot,0,Teemu Pukki,Dribble,0,0,2019-08-31,West Ham,Norwich City
Issa Diop,69.0,West Ham,Blocked,5,Head,0,Manuel Lanzini,Pass (Dead),Andriy Yarmolenko,Pass (Live),2019-08-31,West Ham,Norwich City
Andriy Yarmolenko,69.0,West Ham,Off Target,11,Left Foot,Volley,Issa Diop,Shot,0,0,2019-08-31,West Ham,Norwich City
Max Aarons,76.0,Norwich City,Blocked,15,Right Foot,0,Jamal Lewis,Pass (Live),Jamal Lewis,Dribble,2019-08-31,West Ham,Norwich City
Manuel Lanzini,79.0,West Ham,Saved,8,Head,0,Arthur Masuaku,Pass (Live),Felipe Anderson,Pass (Live),2019-08-31,West Ham,Norwich City
Manuel Lanzini,79.0,West Ham,Off Target,21,Right Foot,Half volley,Manuel Lanzini,Shot,0,0,2019-08-31,West Ham,Norwich City
Felipe Anderson,80.0,West Ham,Saved,24,Right Foot,0,Robert Snodgrass,Pass (Live),Felipe Anderson,Pass (Live),2019-08-31,West Ham,Norwich City
Sébastien Haller,80.0,West Ham,Saved,7,Right Foot,0,Felipe Anderson,Shot,0,0,2019-08-31,West Ham,Norwich City
Felipe Anderson,81.0,West Ham,Off Target,31,Right Foot,0,Manuel Lanzini,Pass (Live),Declan Rice,Pass (Live),2019-08-31,West Ham,Norwich City
Robert Snodgrass,84.0,West Ham,Saved,14,Left Foot,0,Felipe Anderson,Pass (Live),Mark Noble,Pass (Live),2019-08-31,West Ham,Norwich City
Manuel Lanzini,86.0,West Ham,Blocked,17,Right Foot,0,Manuel Lanzini,Dribble,Felipe Anderson,Pass (Live),2019-08-31,West Ham,Norwich City
Issa Diop,86.0,West Ham,Saved,9,Head,0,Ryan Fredericks,Pass (Live),Robert Snodgrass,Pass (Live),2019-08-31,West Ham,Norwich City
Declan Rice,89.0,West Ham,Off Target,28,Right Foot,0,Manuel Lanzini,Pass (Live),Pablo Fornals,Pass (Live),2019-08-31,West Ham,Norwich City
Teemu Pukki,90.0,Norwich City,Saved,12,Head,0,Kenny McLean,Pass (Live),Emi Buendía,Pass (Live),2019-08-31,West Ham,Norwich City
Josip Drmić,90.2,Norwich City,Woodwork,6,Right Foot,Volley,Kenny McLean,Pass (Live),Jamal Lewis,Pass (Live),2019-08-31,West Ham,Norwich City
Wesley Moraes,1.0,Aston Villa,Saved,20,Right Foot,0,Jota,Pass (Live),0,0,2019-08-31,Crystal Palace,Aston Villa
Douglas Luiz,6.0,Aston Villa,Off Target,26,Right Foot,Free kick,Trézéguet,Fouled,Trézéguet,Dribble,2019-08-31,Crystal Palace,Aston Villa
Jeffrey Schlupp,12.0,Crystal Palace,Blocked,20,Left Foot,0,James McArthur,Pass (Live),Patrick van Aanholt,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
James McArthur,22.0,Crystal Palace,Off Target,10,Left Foot,0,Jeffrey Schlupp,Pass (Live),0,0,2019-08-31,Crystal Palace,Aston Villa
Cheikhou Kouyaté,25.0,Crystal Palace,Off Target,10,Head,0,Luka Milivojević,Pass (Dead),Jeffrey Schlupp,Fouled,2019-08-31,Crystal Palace,Aston Villa
Jeffrey Schlupp,27.0,Crystal Palace,Saved,27,Left Foot,"Deflected, Half volley",0,0,0,0,2019-08-31,Crystal Palace,Aston Villa
Trézéguet,38.0,Aston Villa,Blocked,26,Right Foot,0,Jota,Pass (Live),Frederic Guilbert,Pass (Dead),2019-08-31,Crystal Palace,Aston Villa
Patrick van Aanholt,39.0,Crystal Palace,Off Target,14,Left Foot,Half volley,0,0,0,0,2019-08-31,Crystal Palace,Aston Villa
Luka Milivojević,41.0,Crystal Palace,Saved,26,Right Foot,Free kick,Jeffrey Schlupp,Fouled,Luka Milivojević,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Cheikhou Kouyaté,42.0,Crystal Palace,Saved,6,Head,0,Luka Milivojević,Pass (Dead),0,0,2019-08-31,Crystal Palace,Aston Villa
Trézéguet,47.0,Aston Villa,Off Target,27,Right Foot,Free kick,Jota,Fouled,Jack Grealish,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Trézéguet,48.0,Aston Villa,Saved,14,Head,0,John McGinn,Pass (Live),John McGinn,Dribble,2019-08-31,Crystal Palace,Aston Villa
Cheikhou Kouyaté,48.0,Crystal Palace,Off Target,7,Head,0,Joel Ward,Pass (Live),Wilfried Zaha,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Cheikhou Kouyaté,51.0,Crystal Palace,Off Target,14,Right Foot,0,Jordan Ayew,Pass (Live),Jordan Ayew,Dribble,2019-08-31,Crystal Palace,Aston Villa
Jeffrey Schlupp,57.0,Crystal Palace,Blocked,25,Left Foot,0,0,0,0,0,2019-08-31,Crystal Palace,Aston Villa
Luka Milivojević,58.0,Crystal Palace,Saved,26,Right Foot,0,Cheikhou Kouyaté,Pass (Live),0,0,2019-08-31,Crystal Palace,Aston Villa
Jack Grealish,63.0,Aston Villa,Blocked,26,Left Foot,0,Keinan Davis,Pass (Live),Wesley Moraes,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Patrick van Aanholt,65.0,Crystal Palace,Blocked,17,Left Foot,Half volley,0,0,0,0,2019-08-31,Crystal Palace,Aston Villa
Jordan Ayew,67.0,Crystal Palace,Blocked,23,Right Foot,0,0,0,0,0,2019-08-31,Crystal Palace,Aston Villa
Wilfried Zaha,67.0,Crystal Palace,Blocked,14,Right Foot,0,Wilfried Zaha,Dribble,Luka Milivojević,Pass (Dead),2019-08-31,Crystal Palace,Aston Villa
James McArthur,67.0,Crystal Palace,Off Target,7,Left Foot,Overhead kick,Wilfried Zaha,Shot,0,0,2019-08-31,Crystal Palace,Aston Villa
Wesley Moraes,68.0,Aston Villa,Blocked,10,Head,0,Frederic Guilbert,Pass (Live),Douglas Luiz,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Wilfried Zaha,69.0,Crystal Palace,Blocked,16,Right Foot,0,Wilfried Zaha,Dribble,James McArthur,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Jordan Ayew,70.0,Crystal Palace,Off Target,26,Right Foot,0,Jordan Ayew,Dribble,Patrick van Aanholt,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Jack Grealish,72.0,Aston Villa,Blocked,22,Left Foot,0,Conor Hourihane,Pass (Dead),Jack Grealish,Fouled,2019-08-31,Crystal Palace,Aston Villa
Jordan Ayew,73.0,Crystal Palace,Goal,11,Right Foot,0,Jordan Ayew,Dribble,Jeffrey Schlupp,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Frederic Guilbert,78.0,Aston Villa,Blocked,31,Left Foot,0,Conor Hourihane,Pass (Live),Jack Grealish,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Frederic Guilbert,82.0,Aston Villa,Off Target,37,Right Foot,0,John McGinn,Pass (Live),Jack Grealish,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Gary Cahill,86.0,Crystal Palace,Blocked,6,Head,0,Luka Milivojević,Pass (Dead),0,0,2019-08-31,Crystal Palace,Aston Villa
Cheikhou Kouyaté,87.0,Crystal Palace,Wayward,7,Head,0,Luka Milivojević,Pass (Dead),Gary Cahill,Shot,2019-08-31,Crystal Palace,Aston Villa
Christian Benteke,90.5,Crystal Palace,Off Target,21,Right Foot,0,Andros Townsend,Pass (Live),Wilfried Zaha,Pass (Live),2019-08-31,Crystal Palace,Aston Villa
Ryan Fraser,3.0,Bournemouth,Blocked,22,Right Foot,0,Harry Wilson,Pass (Live),Harry Wilson,Fouled,2019-08-31,Leicester City,Bournemouth
Ryan Fraser,11.0,Bournemouth,Blocked,20,Right Foot,0,Callum Wilson,Pass (Live),0,0,2019-08-31,Leicester City,Bournemouth
Jamie Vardy,12.0,Leicester City,Goal,29,Right Foot,Lob,Ben Chilwell,Pass (Live),0,0,2019-08-31,Leicester City,Bournemouth
Callum Wilson,15.0,Bournemouth,Goal,8,Left Foot,0,Ryan Fraser,Pass (Live),Harry Wilson,Pass (Live),2019-08-31,Leicester City,Bournemouth
Marc Albrighton,20.0,Leicester City,Off Target,23,Right Foot,0,Harvey Barnes,Fouled,Harvey Barnes,Pass (Live),2019-08-31,Leicester City,Bournemouth
Philip Billing,20.0,Bournemouth,Off Target,24,Right Foot,0,Philip Billing,Dribble,Joshua King,Pass (Live),2019-08-31,Leicester City,Bournemouth
James Maddison,22.0,Leicester City,Off Target,7,Head,0,Marc Albrighton,Pass (Live),Youri Tielemans,Pass (Live),2019-08-31,Leicester City,Bournemouth
Jamie Vardy,26.0,Leicester City,Saved,25,Right Foot,0,Ricardo Pereira,Pass (Live),Youri Tielemans,Pass (Live),2019-08-31,Leicester City,Bournemouth
Jefferson Lerma,26.0,Bournemouth,Off Target,28,Right Foot,0,Joshua King,Pass (Live),Callum Wilson,Pass (Live),2019-08-31,Leicester City,Bournemouth
Youri Tielemans,31.0,Leicester City,Blocked,30,Right Foot,0,Marc Albrighton,Pass (Live),James Maddison,Pass (Dead),2019-08-31,Leicester City,Bournemouth
Çağlar Söyüncü,31.0,Leicester City,Off Target,25,Left Foot,0,Wilfred Ndidi,Pass (Live),Marc Albrighton,Pass (Live),2019-08-31,Leicester City,Bournemouth
Youri Tielemans,41.0,Leicester City,Goal,5,Left Foot,Open goal,Jamie Vardy,Pass (Live),James Maddison,Pass (Live),2019-08-31,Leicester City,Bournemouth
Harry Wilson,45.2,Bournemouth,Blocked,13,Left Foot,Half volley,Ryan Fraser,Pass (Dead),0,0,2019-08-31,Leicester City,Bournemouth
James Maddison,49.0,Leicester City,Off Target,28,Right Foot,0,Youri Tielemans,Pass (Live),Ben Chilwell,Pass (Dead),2019-08-31,Leicester City,Bournemouth
Adam Smith,61.0,Bournemouth,Blocked,12,Left Foot,0,Callum Wilson,Pass (Live),Harry Wilson,Pass (Live),2019-08-31,Leicester City,Bournemouth
Harvey Barnes,65.0,Leicester City,Saved,22,Right Foot,0,James Maddison,Pass (Live),Demarai Gray,Pass (Live),2019-08-31,Leicester City,Bournemouth
Philip Billing,68.0,Bournemouth,Wayward,7,Head,0,Ryan Fraser,Pass (Dead),Callum Wilson,Pass (Live),2019-08-31,Leicester City,Bournemouth
Jamie Vardy,73.0,Leicester City,Goal,10,Left Foot,0,Youri Tielemans,Pass (Live),James Maddison,Tackle,2019-08-31,Leicester City,Bournemouth
Dominic Solanke,80.0,Bournemouth,Saved,25,Right Foot,0,Ryan Fraser,Pass (Live),Dominic Solanke,Pass (Live),2019-08-31,Leicester City,Bournemouth
James Maddison,81.0,Leicester City,Blocked,13,Right Foot,0,Demarai Gray,Pass (Live),0,0,2019-08-31,Leicester City,Bournemouth
Youri Tielemans,89.0,Leicester City,Off Target,34,Right Foot,0,Wilfred Ndidi,Pass (Live),Youri Tielemans,Pass (Live),2019-08-31,Leicester City,Bournemouth
Demarai Gray,90.5,Leicester City,Blocked,12,Right Foot,0,Ben Chilwell,Pass (Live),Hamza Choudhury,Pass (Live),2019-08-31,Leicester City,Bournemouth
Tom Cleverley,2.0,Watford,Blocked,29,Right Foot,0,Roberto Pereyra,Pass (Live),0,0,2019-08-31,Newcastle Utd,Watford
Will Hughes,2.0,Watford,Goal,9,Right Foot,0,Tom Cleverley,Shot,0,0,2019-08-31,Newcastle Utd,Watford
Isaac Hayden,9.0,Newcastle Utd,Blocked,14,Head,0,Sean Longstaff,Pass (Live),Christian Atsu,Pass (Live),2019-08-31,Newcastle Utd,Watford
Kiko Femenía,9.0,Watford,Off Target,21,Right Foot,0,0,0,0,0,2019-08-31,Newcastle Utd,Watford
Andre Gray,15.0,Watford,Blocked,9,Right Foot,Half volley,Roberto Pereyra,Pass (Live),Will Hughes,Pass (Live),2019-08-31,Newcastle Utd,Watford
Jetro Willems,26.0,Newcastle Utd,Blocked,21,Left Foot,Volley,Christian Atsu,Pass (Dead),Paul Dummett,Fouled,2019-08-31,Newcastle Utd,Watford
Joelinton,36.0,Newcastle Utd,Blocked,14,Right Foot,Volley,Jamaal Lascelles,Pass (Live),0,0,2019-08-31,Newcastle Utd,Watford
Joelinton,36.0,Newcastle Utd,Blocked,15,Right Foot,Half volley,Joelinton,Shot,0,0,2019-08-31,Newcastle Utd,Watford
Abdoulaye Doucouré,40.0,Watford,Blocked,10,Right Foot,Volley,Kiko Femenía,Pass (Dead),Will Hughes,Pass (Live),2019-08-31,Newcastle Utd,Watford
Craig Dawson,40.0,Watford,Blocked,5,Right Foot,Half volley,Abdoulaye Doucouré,Shot,0,0,2019-08-31,Newcastle Utd,Watford
Fabian Schär,41.0,Newcastle Utd,Goal,10,Left Foot,Half volley,0,0,0,0,2019-08-31,Newcastle Utd,Watford
Christian Atsu,47.0,Newcastle Utd,Saved,23,Left Foot,0,Miguel Almirón,Pass (Live),Sean Longstaff,Pass (Live),2019-08-31,Newcastle Utd,Watford
Sean Longstaff,49.0,Newcastle Utd,Off Target,33,Right Foot,Free kick,Miguel Almirón,Fouled,Sean Longstaff,Pass (Live),2019-08-31,Newcastle Utd,Watford
Fabian Schär,55.0,Newcastle Utd,Off Target,9,Head,0,Sean Longstaff,Pass (Dead),Miguel Almirón,Fouled,2019-08-31,Newcastle Utd,Watford
Miguel Almirón,57.0,Newcastle Utd,Blocked,11,Left Foot,0,Christian Atsu,Pass (Live),Jamaal Lascelles,Pass (Live),2019-08-31,Newcastle Utd,Watford
Isaac Hayden,59.0,Newcastle Utd,Saved,28,Right Foot,0,Sean Longstaff,Pass (Live),Joelinton,Pass (Live),2019-08-31,Newcastle Utd,Watford
Sean Longstaff,63.0,Newcastle Utd,Saved,27,Right Foot,0,Christian Atsu,Pass (Live),Christian Atsu,Dribble,2019-08-31,Newcastle Utd,Watford
Tom Cleverley,64.0,Watford,Off Target,17,Left Foot,Half volley,Will Hughes,Pass (Live),0,0,2019-08-31,Newcastle Utd,Watford
Sean Longstaff,64.0,Newcastle Utd,Blocked,31,Left Foot,0,0,0,0,0,2019-08-31,Newcastle Utd,Watford
Isaac Success,79.0,Watford,Saved,11,Head,0,Tom Cleverley,Pass (Live),Nathaniel Chalobah,Pass (Live),2019-08-31,Newcastle Utd,Watford
Craig Dawson,79.0,Watford,Blocked,10,Head,0,Tom Cleverley,Pass (Dead),Isaac Success,Shot,2019-08-31,Newcastle Utd,Watford
Nathaniel Chalobah,79.0,Watford,Wayward,11,Left Foot,Half volley,Craig Dawson,Shot,0,0,2019-08-31,Newcastle Utd,Watford
Tom Cleverley,85.0,Watford,Blocked,24,Right Foot,0,Gerard Deulofeu,Tackle,0,0,2019-08-31,Newcastle Utd,Watford
Roberto Pereyra,86.0,Watford,Saved,21,Right Foot,0,Isaac Success,Pass (Live),Craig Cathcart,Pass (Live),2019-08-31,Newcastle Utd,Watford
Daryl Janmaat,87.0,Watford,Blocked,32,Right Foot,0,Roberto Pereyra,Pass (Live),Gerard Deulofeu,Pass (Live),2019-08-31,Newcastle Utd,Watford
Yoshinori Mutō,87.0,Newcastle Utd,Off Target,8,Right Foot,0,Joelinton,Pass (Live),0,0,2019-08-31,Newcastle Utd,Watford
Kevin De Bruyne,2.0,Manchester City,Goal,9,Right Foot,0,David Silva,Pass (Live),Oleksandr Zinchenko,Pass (Live),2019-08-31,Manchester City,Brighton
Sergio Agüero,14.0,Manchester City,Off Target,17,Right Foot,0,Riyad Mahrez,Pass (Live),0,0,2019-08-31,Manchester City,Brighton
Riyad Mahrez,17.0,Manchester City,Saved,18,Left Foot,0,Riyad Mahrez,Dribble,Riyad Mahrez,Fouled,2019-08-31,Manchester City,Brighton
Oleksandr Zinchenko,20.0,Manchester City,Blocked,21,Left Foot,0,Riyad Mahrez,Pass (Dead),0,0,2019-08-31,Manchester City,Brighton
Kevin De Bruyne,21.0,Manchester City,Off Target,25,Right Foot,0,David Silva,Pass (Live),Oleksandr Zinchenko,Pass (Live),2019-08-31,Manchester City,Brighton
David Silva,30.0,Manchester City,Off Target,5,Left Foot,0,Raheem Sterling,Pass (Live),Raheem Sterling,Dribble,2019-08-31,Manchester City,Brighton
Solly March,38.0,Brighton,Wayward,17,Left Foot,Volley,0,0,0,0,2019-08-31,Manchester City,Brighton
Leandro Trossard,40.0,Brighton,Blocked,18,Left Foot,0,Solly March,Pass (Live),Davy Pröpper,Pass (Live),2019-08-31,Manchester City,Brighton
Sergio Agüero,42.0,Manchester City,Goal,11,Right Foot,0,Kevin De Bruyne,Pass (Live),Riyad Mahrez,Pass (Live),2019-08-31,Manchester City,Brighton
Riyad Mahrez,44.0,Manchester City,Saved,12,Right Foot,0,Sergio Agüero,Pass (Live),David Silva,Pass (Live),2019-08-31,Manchester City,Brighton
Leandro Trossard,45.0,Brighton,Saved,9,Left Foot,0,Neal Maupay,Pass (Live),Bernardo,Pass (Live),2019-08-31,Manchester City,Brighton
Leandro Trossard,50.0,Brighton,Blocked,12,Left Foot,0,Neal Maupay,Pass (Live),0,0,2019-08-31,Manchester City,Brighton
Kevin De Bruyne,51.0,Manchester City,Off Target,24,Left Foot,0,Riyad Mahrez,Pass (Live),David Silva,Pass (Live),2019-08-31,Manchester City,Brighton
Sergio Agüero,55.0,Manchester City,Goal,18,Right Foot,0,David Silva,Pass (Live),Oleksandr Zinchenko,Pass (Live),2019-08-31,Manchester City,Brighton
Neal Maupay,60.0,Brighton,Wayward,4,Head,0,Martín Montoya,Pass (Live),Solly March,Pass (Live),2019-08-31,Manchester City,Brighton
Leandro Trossard,61.0,Brighton,Saved,31,Right Foot,0,Davy Pröpper,Pass (Live),Bernardo,Pass (Live),2019-08-31,Manchester City,Brighton
Sergio Agüero,63.0,Manchester City,Blocked,11,Right Foot,Half volley,Riyad Mahrez,Pass (Dead),0,0,2019-08-31,Manchester City,Brighton
Kevin De Bruyne,66.0,Manchester City,Off Target,13,Right Foot,Volley,Riyad Mahrez,Pass (Live),Kyle Walker,Pass (Live),2019-08-31,Manchester City,Brighton
Sergio Agüero,69.0,Manchester City,Off Target,10,Left Foot,Volley,Kevin De Bruyne,Pass (Live),David Silva,Pass (Live),2019-08-31,Manchester City,Brighton
İlkay Gündoğan,72.0,Manchester City,Off Target,24,Right Foot,Free kick,Sergio Agüero,Fouled,David Silva,Pass (Live),2019-08-31,Manchester City,Brighton
Bernardo Silva,79.0,Manchester City,Goal,9,Left Foot,0,Sergio Agüero,Pass (Live),Riyad Mahrez,Pass (Live),2019-08-31,Manchester City,Brighton
Davy Pröpper,88.0,Brighton,Blocked,25,Right Foot,Volley,0,0,0,0,2019-08-31,Manchester City,Brighton
Fabinho,1.0,Liverpool,Off Target,30,Right Foot,Half volley,0,0,0,0,2019-08-31,Burnley,Liverpool
Chris Wood,2.0,Burnley,Saved,14,Left Foot,0,Chris Wood,Dribble,Matthew Lowton,Pass (Live),2019-08-31,Burnley,Liverpool
Mohamed Salah,5.0,Liverpool,Saved to Post,19,Left Foot,0,Sadio Mané,Pass (Live),Sadio Mané,Dribble,2019-08-31,Burnley,Liverpool
Dwight McNeil,19.0,Burnley,Blocked,30,Left Foot,0,0,0,0,0,2019-08-31,Burnley,Liverpool
Roberto Firmino,23.0,Liverpool,Blocked,23,Left Foot,0,Roberto Firmino,Dribble,0,0,2019-08-31,Burnley,Liverpool
Sadio Mané,24.0,Liverpool,Blocked,17,Right Foot,0,Trent Alexander-Arnold,Pass (Live),Jordan Henderson,Pass (Live),2019-08-31,Burnley,Liverpool
Roberto Firmino,25.0,Liverpool,Wayward,11,Head,0,Mohamed Salah,Pass (Dead),Sadio Mané,Shot,2019-08-31,Burnley,Liverpool
Georginio Wijnaldum,36.0,Liverpool,Saved,24,Right Foot,Half volley,Roberto Firmino,Pass (Live),0,0,2019-08-31,Burnley,Liverpool
Sadio Mané,37.0,Liverpool,Goal,15,Right Foot,0,Roberto Firmino,Pass (Live),0,0,2019-08-31,Burnley,Liverpool
Ashley Barnes,43.0,Burnley,Off Target,17,Right Foot,0,Chris Wood,Pass (Live),Ashley Barnes,Pass (Live),2019-08-31,Burnley,Liverpool
Ashley Barnes,45.0,Burnley,Off Target,23,Right Foot,0,Jack Cork,Pass (Live),Dwight McNeil,Pass (Live),2019-08-31,Burnley,Liverpool
Roberto Firmino,58.0,Liverpool,Blocked,9,Left Foot,0,Roberto Firmino,Tackle,0,0,2019-08-31,Burnley,Liverpool
Mohamed Salah,60.0,Liverpool,Blocked,16,Left Foot,0,Trent Alexander-Arnold,Pass (Live),Andrew Robertson,Pass (Live),2019-08-31,Burnley,Liverpool
Mohamed Salah,61.0,Liverpool,Saved,20,Right Foot,0,Mohamed Salah,Dribble,Fabinho,Pass (Live),2019-08-31,Burnley,Liverpool
Roberto Firmino,64.0,Liverpool,Blocked,11,Right Foot,Overhead kick,Jordan Henderson,Pass (Live),Sadio Mané,Pass (Live),2019-08-31,Burnley,Liverpool
Virgil van Dijk,71.0,Liverpool,Off Target,41,Right Foot,0,Trent Alexander-Arnold,Pass (Live),Alex Oxlade-Chamberlain,Pass (Live),2019-08-31,Burnley,Liverpool
James Tarkowski,73.0,Burnley,Off Target,9,Head,0,Dwight McNeil,Pass (Dead),Ashley Barnes,Fouled,2019-08-31,Burnley,Liverpool
Alex Oxlade-Chamberlain,79.0,Liverpool,Saved,22,Right Foot,0,Mohamed Salah,Pass (Live),Andrew Robertson,Pass (Live),2019-08-31,Burnley,Liverpool
Dwight McNeil,79.0,Burnley,Off Target,33,Left Foot,0,Jack Cork,Pass (Live),Aaron Lennon,Pass (Live),2019-08-31,Burnley,Liverpool
Roberto Firmino,80.0,Liverpool,Goal,21,Right Foot,0,Mohamed Salah,Dribble,Mohamed Salah,Dribble,2019-08-31,Burnley,Liverpool
Jay Rodriguez,89.0,Burnley,Saved,10,Right Foot,0,Jay Rodriguez,Dribble,Jay Rodriguez,Dribble,2019-08-31,Burnley,Liverpool
Xherdan Shaqiri,90.3,Liverpool,Blocked,29,Left Foot,0,Georginio Wijnaldum,Pass (Live),Trent Alexander-Arnold,Pass (Live),2019-08-31,Burnley,Liverpool
Gylfi Sigurðsson,4.0,Everton,Off Target,8,Head,0,Alex Iwobi,Pass (Live),Lucas Digne,Pass (Live),2019-09-01,Everton,Wolves
Richarlison,5.0,Everton,Goal,16,Left Foot,"Deflected, Half volley",Moise Kean,Interception,0,0,2019-09-01,Everton,Wolves
Romain Saïss,9.0,Wolves,Goal,5,Left Foot,0,0,0,0,0,2019-09-01,Everton,Wolves
Alex Iwobi,12.0,Everton,Goal,7,Head,0,Gylfi Sigurðsson,Pass (Live),Richarlison,Pass (Live),2019-09-01,Everton,Wolves
Patrick Cutrone,14.0,Wolves,Saved,8,Right Foot,Half volley,Raúl Jiménez,Pass (Live),Rúben Neves,Pass (Live),2019-09-01,Everton,Wolves
Gylfi Sigurðsson,15.0,Everton,Blocked,14,Right Foot,Volley,André Gomes,Pass (Live),Alex Iwobi,Pass (Live),2019-09-01,Everton,Wolves
Séamus Coleman,15.0,Everton,Blocked,10,Left Foot,0,Séamus Coleman,Dribble,Gylfi Sigurðsson,Shot,2019-09-01,Everton,Wolves
Patrick Cutrone,16.0,Wolves,Off Target,23,Right Foot,0,Conor Coady,Pass (Live),Willy Boly,Pass (Live),2019-09-01,Everton,Wolves
Romain Saïss,23.0,Wolves,Saved,6,Head,0,Rúben Vinagre,Pass (Live),0,0,2019-09-01,Everton,Wolves
