Player,Nation,Age,Min,SoTA,GA,Shot Stopping Saves,Shot Stopping Save%,Shot Stopping PSxG,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,home,date,squad_h,squad_a
Tim Krul,nl NED,33-231,90.0,5,1,4,80.0,1.0,9,28,32.1,27,1,74.1,51.2,10,80.0,59.8,11,0,0.0,0,12.0,1.0,2021-11-20,Norwich City,Southampton
Alex McCarthy,eng ENG,31-352,90.0,4,2,2,50.0,1.1,1,6,16.7,20,7,15.0,26.3,4,75.0,46.8,7,1,14.3,0,14.3,0.0,2021-11-20,Norwich City,Southampton
Karl Darlow,eng ENG,31-043,90.0,3,3,1,0.0,0.9,8,17,47.1,19,1,57.9,50.7,6,100.0,70.0,9,1,11.1,0,10.5,1.0,2021-11-20,Newcastle Utd,Brentford
Álvaro Fernández,es ESP,23-221,90.0,7,3,4,57.1,2.3,13,30,43.3,36,6,72.2,49.1,8,50.0,36.5,13,1,7.7,2,17.2,0.0,2021-11-20,Newcastle Utd,Brentford
Ben Foster,eng ENG,38-231,90.0,3,1,2,66.7,1.3,12,35,34.3,32,0,90.6,61.5,6,100.0,70.7,3,0,0.0,0,14.3,1.0,2021-11-20,Watford,Manchester Utd
David de Gea,es ESP,31-013,90.0,7,4,3,42.9,3.1,2,11,18.2,16,2,31.3,33.7,11,54.5,48.0,8,0,0.0,0,12.5,0.0,2021-11-20,Watford,Manchester Utd
Alisson,br BRA,29-049,90.0,3,0,3,100.0,0.8,3,6,50.0,68,2,7.4,22.8,3,33.3,35.0,5,0,0.0,2,27.3,1.0,2021-11-20,Liverpool,Arsenal
Aaron Ramsdale,eng ENG,23-190,90.0,9,4,5,55.6,4.4,5,14,35.7,28,3,35.7,32.6,7,57.1,50.4,8,0,0.0,0,10.2,0.0,2021-11-20,Liverpool,Arsenal
Ederson,br BRA,28-096,90.0,1,0,1,100.0,0.0,1,1,100.0,22,7,4.5,21.0,0,,,5,1,20.0,1,24.3,1.0,2021-11-21,Manchester City,Everton
Jordan Pickford,eng ENG,27-259,90.0,7,3,4,57.1,2.3,4,29,13.8,24,2,70.8,50.7,13,92.3,64.7,10,0,0.0,1,15.7,0.0,2021-11-21,Manchester City,Everton
Hugo Lloris,fr FRA,34-330,90.0,7,1,6,85.7,1.0,4,8,50.0,18,4,33.3,32.4,7,28.6,19.7,6,0,0.0,0,12.8,1.0,2021-11-21,Tottenham,Leeds United
Illan Meslier,fr FRA,21-264,90.0,4,2,1,50.0,1.8,4,18,22.2,38,5,42.1,35.8,3,66.7,45.3,6,1,16.7,1,16.8,0.0,2021-11-21,Tottenham,Leeds United
Aaron Ramsdale,eng ENG,23-197,90.0,5,0,4,100.0,0.1,3,6,50.0,18,4,33.3,31.9,1,0.0,10.0,9,1,11.1,0,13.0,1.0,2021-11-27,Arsenal,Newcastle Utd
Martin Dúbravka,sk SVK,32-316,90.0,6,2,4,66.7,2.5,6,19,31.6,30,9,36.7,36.9,12,66.7,50.2,10,1,10.0,0,9.8,0.0,2021-11-27,Arsenal,Newcastle Utd
Vicente Guaita,es ESP,34-321,90.0,3,2,1,33.3,0.7,4,5,80.0,13,2,23.1,29.4,5,40.0,39.0,4,0,0.0,1,20.7,1.0,2021-11-27,Crystal Palace,Aston Villa
Emiliano Martínez,ar ARG,29-086,90.0,3,1,2,66.7,0.8,5,14,35.7,19,4,57.9,44.8,6,50.0,46.3,12,0,0.0,0,10.9,0.0,2021-11-27,Crystal Palace,Aston Villa
Tim Krul,nl NED,33-238,90.0,2,0,2,100.0,0.0,5,8,62.5,20,4,25.0,31.1,7,42.9,39.9,6,0,0.0,0,14.0,1.0,2021-11-27,Norwich City,Wolves
José Sá,pt POR,28-314,90.0,4,0,4,100.0,1.2,3,11,27.3,23,7,34.8,34.0,8,37.5,36.0,12,1,8.3,2,13.4,0.0,2021-11-27,Norwich City,Wolves
Alisson,br BRA,29-056,90.0,3,0,3,100.0,1.4,4,7,57.1,44,10,15.9,27.8,3,0.0,14.0,7,0,0.0,2,14.6,1.0,2021-11-27,Liverpool,Southampton
Alex McCarthy,eng ENG,31-359,90.0,6,4,2,33.3,2.4,9,29,31.0,23,1,69.6,52.4,13,100.0,72.7,7,0,0.0,0,10.4,0.0,2021-11-27,Liverpool,Southampton
Robert Sánchez,es ESP,24-009,90.0,4,0,4,100.0,1.2,1,10,10.0,31,2,25.8,36.3,9,22.2,26.9,8,1,12.5,0,9.5,1.0,2021-11-27,Brighton,Leeds United
Illan Meslier,fr FRA,21-270,90.0,4,0,3,100.0,1.1,3,28,10.7,31,4,54.8,43.6,12,91.7,65.0,12,0,0.0,0,10.8,0.0,2021-11-27,Brighton,Leeds United
Álvaro Fernández,es ESP,23-229,90.0,4,0,4,100.0,1.0,9,22,40.9,47,6,36.2,36.6,7,71.4,43.6,20,2,10.0,1,15.0,1.0,2021-11-28,Brentford,Everton
Jordan Pickford,eng ENG,27-266,90.0,3,1,3,100.0,1.1,8,14,57.1,21,2,61.9,46.0,2,50.0,40.5,9,3,33.3,2,27.8,0.0,2021-11-28,Brentford,Everton
Kasper Schmeichel,dk DEN,35-023,90.0,4,2,3,75.0,2.1,5,24,20.8,30,3,63.3,46.0,11,45.5,44.5,9,1,11.1,0,8.6,1.0,2021-11-28,Leicester City,Watford
Daniel Bachmann,at AUT,27-142,90.0,8,4,4,50.0,2.8,5,24,20.8,21,2,85.7,58.5,6,100.0,64.5,4,0,0.0,1,16.5,0.0,2021-11-28,Leicester City,Watford
Ederson,br BRA,28-103,90.0,4,1,3,75.0,0.3,4,7,57.1,38,6,15.8,26.6,2,50.0,45.5,9,1,11.1,0,10.0,1.0,2021-11-28,Manchester City,West Ham
Łukasz Fabiański,pl POL,36-224,90.0,8,2,6,75.0,3.6,9,23,39.1,22,0,86.4,52.4,9,44.4,34.6,7,0,0.0,0,6.0,0.0,2021-11-28,Manchester City,West Ham
Edouard Mendy,sn SEN,29-272,90.0,2,1,1,50.0,1.5,2,5,40.0,23,5,21.7,27.5,2,0.0,17.5,3,0,0.0,0,13.0,1.0,2021-11-28,Chelsea,Manchester Utd
David de Gea,es ESP,31-021,90.0,5,1,4,100.0,2.4,4,17,23.5,14,2,57.1,42.1,14,64.3,50.6,12,0,0.0,1,23.0,0.0,2021-11-28,Chelsea,Manchester Utd
Martin Dúbravka,sk SVK,32-319,90.0,6,1,5,83.3,1.9,8,25,32.0,25,4,52.0,45.7,13,92.3,64.2,11,0,0.0,0,7.4,1.0,2021-11-30,Newcastle Utd,Norwich City
Tim Krul,nl NED,33-241,90.0,0,1,0,,1.0,6,8,75.0,15,3,33.3,35.3,6,50.0,40.7,5,0,0.0,0,17.5,0.0,2021-11-30,Newcastle Utd,Norwich City
Illan Meslier,fr FRA,21-273,90.0,1,0,1,100.0,0.2,3,6,50.0,29,5,20.7,27.0,10,0.0,19.8,8,0,0.0,1,11.8,1.0,2021-11-30,Leeds United,Crystal Palace
Vicente Guaita,es ESP,34-324,90.0,2,1,2,100.0,0.9,6,17,35.3,28,5,42.9,32.3,9,55.6,39.6,6,0,0.0,1,16.8,0.0,2021-11-30,Leeds United,Crystal Palace
Łukasz Fabiański,pl POL,36-227,90.0,3,1,2,66.7,0.9,7,13,53.8,7,1,85.7,58.3,8,87.5,59.1,10,0,0.0,0,7.0,1.0,2021-12-01,West Ham,Brighton
Robert Sánchez,es ESP,24-013,90.0,5,1,4,80.0,1.7,3,7,42.9,41,9,12.2,26.8,7,28.6,28.0,11,0,0.0,1,14.2,0.0,2021-12-01,West Ham,Brighton
José Sá,pt POR,28-318,90.0,1,0,1,100.0,0.3,5,16,31.3,22,1,63.6,45.3,5,40.0,36.8,15,2,13.3,1,18.0,1.0,2021-12-01,Wolves,Burnley
Nick Pope,eng ENG,29-226,90.0,3,0,3,100.0,0.8,7,23,30.4,18,3,83.3,56.9,10,80.0,60.5,14,0,0.0,0,13.0,0.0,2021-12-01,Wolves,Burnley
Daniel Bachmann,at AUT,27-145,90.0,4,2,2,50.0,2.1,11,26,42.3,27,2,88.9,59.2,2,100.0,59.5,6,0,0.0,1,16.0,1.0,2021-12-01,Watford,Chelsea
Edouard Mendy,sn SEN,29-275,90.0,6,1,5,83.3,1.3,7,12,58.3,23,4,39.1,35.6,4,75.0,54.3,17,3,17.6,0,14.7,0.0,2021-12-01,Watford,Chelsea
Alex McCarthy,eng ENG,31-363,90.0,6,2,4,66.7,2.5,6,21,28.6,18,2,83.3,51.1,7,85.7,59.7,6,1,16.7,1,21.5,1.0,2021-12-01,Southampton,Leicester City
Kasper Schmeichel,dk DEN,35-026,90.0,7,2,5,71.4,1.8,12,25,48.0,43,3,46.5,41.1,6,83.3,55.3,9,0,0.0,0,9.8,0.0,2021-12-01,Southampton,Leicester City
Emiliano Martínez,ar ARG,29-090,90.0,7,2,5,71.4,0.9,7,14,50.0,26,6,34.6,30.5,8,62.5,44.6,9,0,0.0,0,8.4,1.0,2021-12-01,Aston Villa,Manchester City
Ederson,br BRA,28-106,90.0,3,1,2,66.7,0.6,6,9,66.7,16,0,43.8,40.1,4,50.0,37.0,10,0,0.0,1,16.0,0.0,2021-12-01,Aston Villa,Manchester City
Jordan Pickford,eng ENG,27-269,90.0,7,4,3,42.9,2.9,13,28,46.4,26,4,73.1,56.7,9,100.0,68.6,7,1,14.3,0,14.0,1.0,2021-12-01,Everton,Liverpool
Alisson,br BRA,29-060,90.0,1,1,0,0.0,0.0,1,5,20.0,35,5,11.4,25.7,6,16.7,30.5,6,1,16.7,0,15.3,0.0,2021-12-01,Everton,Liverpool
Hugo Lloris,fr FRA,34-341,90.0,2,0,2,100.0,0.3,4,11,36.4,20,4,45.0,38.4,5,40.0,39.0,15,2,13.3,1,13.7,1.0,2021-12-02,Tottenham,Brentford
Álvaro Fernández,es ESP,23-233,90.0,6,2,5,66.7,2.1,7,16,43.8,32,4,40.6,34.8,4,75.0,42.0,6,0,0.0,0,8.0,0.0,2021-12-02,Tottenham,Brentford
David de Gea,es ESP,31-025,90.0,7,2,5,71.4,2.8,4,10,40.0,14,2,42.9,40.8,7,57.1,45.1,8,0,0.0,0,14.0,1.0,2021-12-02,Manchester Utd,Arsenal
Aaron Ramsdale,eng ENG,23-202,90.0,9,3,7,77.8,2.3,5,17,29.4,33,7,39.4,33.9,4,100.0,62.5,8,0,0.0,1,12.5,0.0,2021-12-02,Manchester Utd,Arsenal
Łukasz Fabiański,pl POL,36-230,90.0,7,2,5,71.4,1.4,7,23,30.4,27,7,70.4,50.6,5,80.0,63.0,8,0,0.0,1,10.6,1.0,2021-12-04,West Ham,Chelsea
Edouard Mendy,sn SEN,29-278,90.0,3,3,1,33.3,1.3,4,10,40.0,22,5,27.3,30.9,8,50.0,37.0,7,1,14.3,0,6.4,0.0,2021-12-04,West Ham,Chelsea
Martin Dúbravka,sk SVK,32-323,90.0,1,0,1,100.0,0.1,13,27,48.1,21,0,66.7,48.3,13,100.0,66.6,6,0,0.0,1,15.5,1.0,2021-12-04,Newcastle Utd,Burnley
Nick Pope,eng ENG,29-229,90.0,4,1,3,75.0,0.6,12,25,48.0,21,1,90.5,59.2,6,100.0,67.0,7,0,0.0,3,22.3,0.0,2021-12-04,Newcastle Utd,Burnley
Alex McCarthy,eng ENG,32-001,90.0,4,1,3,75.0,1.2,1,6,16.7,12,6,41.7,41.6,4,25.0,23.5,7,0,0.0,0,6.3,1.0,2021-12-04,Southampton,Brighton
Robert Sánchez,es ESP,24-016,90.0,4,1,3,75.0,1.7,5,28,17.9,37,1,48.6,41.0,10,100.0,66.9,9,0,0.0,3,20.0,0.0,2021-12-04,Southampton,Brighton
José Sá,pt POR,28-321,90.0,4,1,3,75.0,2.6,4,21,19.0,26,5,61.5,50.7,8,62.5,52.6,15,1,6.7,2,14.7,1.0,2021-12-04,Wolves,Liverpool
Alisson,br BRA,29-063,90.0,1,0,1,100.0,0.5,2,5,40.0,22,7,18.2,26.9,2,50.0,36.0,4,1,25.0,3,19.9,0.0,2021-12-04,Wolves,Liverpool
Daniel Bachmann,at AUT,27-148,90.0,12,3,8,75.0,3.9,13,32,40.6,26,2,84.6,58.0,10,100.0,63.5,6,0,0.0,2,14.9,1.0,2021-12-04,Watford,Manchester City
Ederson,br BRA,28-109,90.0,4,1,3,75.0,0.6,4,7,57.1,29,6,20.7,25.3,6,16.7,24.5,6,0,0.0,2,21.3,0.0,2021-12-04,Watford,Manchester City
Illan Meslier,fr FRA,21-278,90.0,3,2,1,33.3,1.5,1,10,10.0,21,8,33.3,34.7,5,60.0,43.2,9,2,22.2,2,18.4,1.0,2021-12-05,Leeds United,Brentford
Álvaro Fernández,es ESP,23-236,90.0,6,2,4,66.7,2.2,6,16,37.5,29,2,44.8,36.7,5,60.0,43.2,20,0,0.0,1,12.6,0.0,2021-12-05,Leeds United,Brentford
David de Gea,es ESP,31-028,90.0,2,0,2,100.0,0.8,5,6,83.3,15,4,33.3,33.2,4,25.0,36.3,5,1,20.0,0,9.0,1.0,2021-12-05,Manchester Utd,Crystal Palace
Vicente Guaita,es ESP,34-329,90.0,3,1,2,66.7,1.1,8,14,57.1,22,6,40.9,35.3,9,55.6,41.3,10,3,30.0,0,13.8,0.0,2021-12-05,Manchester Utd,Crystal Palace
Hugo Lloris,fr FRA,34-344,90.0,1,0,1,100.0,0.3,4,7,57.1,19,3,21.1,31.7,9,33.3,26.9,11,1,9.1,3,19.1,1.0,2021-12-05,Tottenham,Norwich City
Tim Krul,nl NED,33-246,90.0,7,3,4,57.1,1.9,2,9,22.2,32,5,18.8,33.1,8,37.5,38.4,3,1,33.3,1,15.0,0.0,2021-12-05,Tottenham,Norwich City
Emiliano Martínez,ar ARG,29-094,90.0,4,1,3,75.0,1.8,5,20,25.0,25,5,60.0,46.6,9,55.6,45.2,5,0,0.0,0,11.3,1.0,2021-12-05,Aston Villa,Leicester City
Kasper Schmeichel,dk DEN,35-030,90.0,4,2,2,50.0,1.2,6,10,60.0,12,3,41.7,39.8,5,100.0,70.0,5,0,0.0,0,14.3,0.0,2021-12-05,Aston Villa,Leicester City
Jordan Pickford,eng ENG,27-274,90.0,3,1,2,66.7,0.6,11,24,45.8,30,3,60.0,50.4,7,85.7,69.1,10,0,0.0,0,16.8,1.0,2021-12-06,Everton,Arsenal
Aaron Ramsdale,eng ENG,23-206,90.0,4,2,2,50.0,0.4,6,14,42.9,34,8,32.4,35.9,7,42.9,41.6,7,2,28.6,0,14.3,0.0,2021-12-06,Everton,Arsenal
Tim Krul,nl NED,33-168,90.0,8,3,5,62.5,3.4,2,8,25.0,26,4,30.8,34.1,4,0.0,21.3,7,0,0.0,1,18.0,1.0,2021-09-18,Norwich City,Watford
Ben Foster,eng ENG,38-168,90.0,4,1,3,75.0,0.9,11,26,42.3,27,2,74.1,51.3,6,100.0,70.7,10,1,10.0,2,24.5,0.0,2021-09-18,Norwich City,Watford
Ben Foster,eng ENG,38-196,90.0,8,5,3,37.5,5.0,6,22,27.3,21,3,76.2,55.2,6,100.0,69.7,9,0,0.0,0,15.6,1.0,2021-10-16,Watford,Liverpool
Caoimhín Kelleher,ie IRL,22-327,90.0,2,0,1,100.0,0.3,5,7,71.4,38,3,15.8,24.9,5,20.0,20.6,3,0,0.0,1,14.6,0.0,2021-10-16,Watford,Liverpool
Illan Meslier,fr FRA,21-228,90.0,4,1,3,75.0,1.1,6,18,33.3,37,3,37.8,34.3,15,26.7,29.6,8,0,0.0,2,21.0,0.0,2021-10-16,Southampton,Leeds United
Robert Sánchez,es ESP,23-353,89.0,2,1,1,50.0,0.8,2,11,18.2,41,5,26.8,31.6,2,0.0,9.5,8,0,0.0,1,14.0,1.0,2021-11-06,Brighton,Newcastle Utd
David de Gea,es ESP,31-013,90.0,7,4,3,42.9,3.5,2,11,18.2,16,2,31.3,33.7,11,54.5,48.0,8,0,0.0,0,12.5,0.0,2021-11-20,Watford,Manchester Utd
Tim Krul,nl NED,33-231,90.0,5,1,4,80.0,1.0,9,28,32.1,27,1,74.1,51.3,10,80.0,59.7,11,0,0.0,0,12.0,1.0,2021-11-20,Norwich City,Southampton
Martin Dúbravka,sk SVK,32-316,90.0,6,2,4,66.7,2.5,6,19,31.6,31,9,35.5,36.3,12,66.7,50.2,10,1,10.0,0,9.8,0.0,2021-11-27,Arsenal,Newcastle Utd
Edouard Mendy,sn SEN,29-272,90.0,2,1,1,50.0,1.5,2,5,40.0,23,5,21.7,26.8,2,0.0,17.5,3,0,0.0,0,13.0,1.0,2021-11-28,Chelsea,Manchester Utd
Nick Pope,eng ENG,29-229,90.0,4,1,3,75.0,0.8,13,26,50.0,22,1,90.9,59.0,6,100.0,67.0,7,0,0.0,4,24.1,0.0,2021-12-04,Newcastle Utd,Burnley
Alex McCarthy,eng ENG,32-001,90.0,4,1,3,75.0,1.2,1,6,16.7,12,6,41.7,41.8,4,25.0,23.5,7,0,0.0,0,6.5,1.0,2021-12-04,Southampton,Brighton
Robert Sánchez,es ESP,24-016,90.0,4,1,3,75.0,1.0,5,28,17.9,37,1,48.6,41.0,10,100.0,66.8,9,0,0.0,3,20.0,0.0,2021-12-04,Southampton,Brighton
Alisson,br BRA,29-063,90.0,1,0,1,100.0,0.5,2,5,40.0,22,7,18.2,26.9,2,50.0,36.0,4,1,25.0,3,19.8,0.0,2021-12-04,Wolves,Liverpool
Daniel Bachmann,at AUT,27-148,90.0,12,3,8,75.0,3.4,14,32,43.8,26,2,84.6,57.3,10,100.0,63.4,6,0,0.0,2,14.9,1.0,2021-12-04,Watford,Manchester City
Ederson,br BRA,28-109,90.0,4,1,3,75.0,0.6,4,7,57.1,29,6,20.7,25.3,6,16.7,24.5,6,1,16.7,2,25.7,0.0,2021-12-04,Watford,Manchester City
Illan Meslier,fr FRA,21-278,90.0,3,2,1,33.3,1.5,1,10,10.0,21,8,33.3,34.5,5,60.0,43.2,8,1,12.5,3,18.8,1.0,2021-12-05,Leeds United,Brentford
Álvaro Fernández,es ESP,23-236,90.0,6,2,4,66.7,2.1,6,16,37.5,29,2,44.8,36.8,5,60.0,43.2,20,1,5.0,1,13.7,0.0,2021-12-05,Leeds United,Brentford
Hugo Lloris,fr FRA,34-344,90.0,1,0,1,100.0,0.3,5,7,71.4,19,3,21.1,31.8,9,33.3,27.0,11,1,9.1,3,18.9,1.0,2021-12-05,Tottenham,Norwich City
Tim Krul,nl NED,33-246,90.0,7,3,4,57.1,1.9,2,9,22.2,32,5,18.8,33.3,8,37.5,39.5,3,1,33.3,1,15.4,0.0,2021-12-05,Tottenham,Norwich City
Emiliano Martínez,ar ARG,29-094,90.0,4,1,3,75.0,1.9,5,20,25.0,25,5,60.0,46.6,9,55.6,45.2,5,0,0.0,0,11.3,1.0,2021-12-05,Aston Villa,Leicester City
Kasper Schmeichel,dk DEN,35-030,90.0,4,2,2,50.0,1.2,6,10,60.0,12,3,41.7,39.8,5,100.0,70.0,4,0,0.0,0,14.3,0.0,2021-12-05,Aston Villa,Leicester City
Álvaro Fernández,es ESP,23-241,90.0,2,1,1,50.0,0.8,1,16,6.3,32,5,46.9,37.6,4,25.0,24.5,7,1,14.3,0,16.7,1.0,2021-12-10,Brentford,Watford
Daniel Bachmann,at AUT,27-154,90.0,4,2,3,75.0,2.1,6,21,28.6,13,0,100.0,67.6,8,100.0,68.0,11,0,0.0,2,15.1,0.0,2021-12-10,Brentford,Watford
Ederson,br BRA,28-116,90.0,1,0,1,100.0,0.3,4,4,100.0,20,4,20.0,29.6,1,0.0,20.0,1,0,0.0,0,6.3,1.0,2021-12-11,Manchester City,Wolves
José Sá,pt POR,28-328,90.0,8,1,8,100.0,2.1,3,18,16.7,24,7,58.3,43.3,12,33.3,33.8,10,0,0.0,0,6.3,0.0,2021-12-11,Manchester City,Wolves
Alisson,br BRA,29-070,90.0,0,0,0,,0.0,2,7,28.6,21,1,28.6,31.6,3,33.3,20.7,7,0,0.0,2,17.3,1.0,2021-12-11,Liverpool,Aston Villa
Emiliano Martínez,ar ARG,29-100,90.0,4,1,3,100.0,1.4,7,28,25.0,33,6,60.6,45.8,10,80.0,55.7,10,0,0.0,0,11.2,0.0,2021-12-11,Liverpool,Aston Villa
Aaron Ramsdale,eng ENG,23-211,90.0,6,0,6,100.0,0.3,6,18,33.3,43,1,34.9,33.7,3,100.0,74.3,4,0,0.0,0,16.3,1.0,2021-12-11,Arsenal,Southampton
Willy Caballero,ar ARG,40-074,90.0,5,3,2,40.0,3.0,9,18,50.0,27,0,37.0,34.3,8,100.0,60.5,7,0,0.0,3,26.7,0.0,2021-12-11,Arsenal,Southampton
Edouard Mendy,sn SEN,29-285,90.0,4,2,3,75.0,1.1,4,6,66.7,30,7,20.0,29.2,2,0.0,10.5,5,0,0.0,1,12.2,1.0,2021-12-11,Chelsea,Leeds United
Illan Meslier,fr FRA,21-284,90.0,4,3,3,75.0,2.6,5,14,35.7,31,5,35.5,32.1,7,42.9,36.7,7,2,28.6,0,10.0,0.0,2021-12-11,Chelsea,Leeds United
Tim Krul,nl NED,33-252,90.0,4,1,3,100.0,1.6,8,20,40.0,32,5,56.3,44.4,6,33.3,29.5,3,0,0.0,0,8.6,1.0,2021-12-11,Norwich City,Manchester Utd
David de Gea,es ESP,31-034,90.0,5,0,5,100.0,2.0,5,9,55.6,18,7,33.3,30.3,6,50.0,41.0,11,1,9.1,0,15.3,0.0,2021-12-11,Norwich City,Manchester Utd
Nick Pope,eng ENG,29-237,90.0,3,0,3,100.0,0.3,12,26,46.2,19,5,78.9,55.3,12,91.7,59.5,11,2,18.2,0,17.2,1.0,2021-12-12,Burnley,West Ham
Łukasz Fabiański,pl POL,36-238,90.0,1,0,1,100.0,0.0,8,26,30.8,20,2,85.0,57.1,10,90.0,62.4,7,0,0.0,0,17.3,0.0,2021-12-12,Burnley,West Ham
Kasper Schmeichel,dk DEN,35-037,90.0,3,0,3,100.0,0.5,6,15,40.0,18,1,38.9,39.4,8,100.0,76.4,9,0,0.0,0,8.0,1.0,2021-12-12,Leicester City,Newcastle Utd
Martin Dúbravka,sk SVK,32-331,90.0,4,4,1,25.0,3.8,3,11,27.3,23,3,21.7,29.2,9,66.7,49.4,6,1,16.7,0,14.4,0.0,2021-12-12,Leicester City,Newcastle Utd
Vicente Guaita,es ESP,34-336,90.0,6,1,5,83.3,1.2,7,14,50.0,27,6,51.9,40.7,4,0.0,26.3,8,0,0.0,0,10.5,1.0,2021-12-12,Crystal Palace,Everton
Jordan Pickford,eng ENG,27-280,90.0,6,3,3,50.0,1.3,6,16,37.5,16,4,50.0,43.3,8,100.0,73.0,8,2,25.0,0,10.5,0.0,2021-12-12,Crystal Palace,Everton
Tim Krul,nl NED,33-255,90.0,6,2,4,66.7,1.7,4,6,66.7,23,6,26.1,33.7,3,0.0,18.3,9,0,0.0,0,11.7,1.0,2021-12-14,Norwich City,Aston Villa
Emiliano Martínez,ar ARG,29-103,90.0,3,0,3,100.0,0.1,8,14,57.1,18,5,55.6,42.2,6,66.7,47.2,8,0,0.0,1,13.0,0.0,2021-12-14,Norwich City,Aston Villa
Ederson,br BRA,28-119,90.0,3,0,3,100.0,0.0,2,2,100.0,36,6,5.6,25.0,4,0.0,16.8,4,0,0.0,1,20.0,1.0,2021-12-14,Manchester City,Leeds United
Illan Meslier,fr FRA,21-287,90.0,15,7,8,53.3,4.2,3,15,20.0,32,7,34.4,33.0,12,33.3,37.9,3,0,0.0,0,12.8,0.0,2021-12-14,Manchester City,Leeds United
Robert Sánchez,es ESP,24-027,90.0,5,1,4,80.0,0.8,4,13,30.8,31,2,35.5,39.9,3,66.7,50.0,5,2,40.0,3,26.8,1.0,2021-12-15,Brighton,Wolves
José Sá,pt POR,28-332,90.0,2,0,2,100.0,0.2,2,12,16.7,19,3,42.1,38.8,7,57.1,38.6,9,0,0.0,0,11.5,0.0,2021-12-15,Brighton,Wolves
Jack Butland,eng ENG,28-280,90.0,4,2,2,50.0,1.0,3,12,25.0,37,4,27.0,28.9,7,28.6,30.9,5,0,0.0,1,17.3,1.0,2021-12-15,Crystal Palace,Southampton
Willy Caballero,ar ARG,40-078,90.0,6,2,4,66.7,1.2,11,21,52.4,19,0,89.5,53.2,5,80.0,56.8,14,1,7.1,1,18.0,0.0,2021-12-15,Crystal Palace,Southampton
Aaron Ramsdale,eng ENG,23-215,90.0,1,0,1,100.0,0.5,4,11,36.4,20,3,25.0,32.1,7,85.7,65.3,10,1,10.0,0,14.5,1.0,2021-12-15,Arsenal,West Ham
Łukasz Fabiański,pl POL,36-241,90.0,7,2,4,71.4,3.5,10,20,50.0,27,3,63.0,48.9,5,60.0,48.8,7,0,0.0,0,10.0,0.0,2021-12-15,Arsenal,West Ham
Edouard Mendy,sn SEN,29-290,90.0,3,1,2,66.7,1.1,1,2,50.0,24,7,8.3,19.5,3,0.0,6.7,2,0,0.0,2,18.1,1.0,2021-12-16,Chelsea,Everton
Jordan Pickford,eng ENG,27-284,90.0,10,1,9,90.0,3.0,7,33,21.2,24,3,83.3,59.9,13,100.0,73.2,11,0,0.0,0,10.2,0.0,2021-12-16,Chelsea,Everton
Alisson,br BRA,29-075,90.0,2,1,1,50.0,0.6,4,8,50.0,28,4,25.0,33.2,4,25.0,36.3,5,1,20.0,1,22.0,1.0,2021-12-16,Liverpool,Newcastle Utd
Martin Dúbravka,sk SVK,32-335,90.0,8,3,5,62.5,2.7,10,36,27.8,27,1,81.5,56.9,14,100.0,68.9,8,0,0.0,1,12.6,0.0,2021-12-16,Liverpool,Newcastle Utd
Illan Meslier,fr FRA,21-291,90.0,12,4,8,66.7,2.5,5,13,38.5,33,6,36.4,34.0,5,20.0,23.2,1,0,0.0,2,24.0,1.0,2021-12-18,Leeds United,Arsenal
Aaron Ramsdale,eng ENG,23-218,90.0,1,1,1,100.0,1.0,7,22,31.8,32,6,43.8,39.8,8,100.0,68.3,6,1,16.7,1,16.5,0.0,2021-12-18,Leeds United,Arsenal
José Sá,pt POR,28-336,90.0,1,0,1,100.0,0.1,5,17,29.4,28,5,50.0,40.3,7,42.9,41.9,12,3,25.0,0,13.3,1.0,2021-12-19,Wolves,Chelsea
Edouard Mendy,sn SEN,29-293,90.0,1,0,1,100.0,0.4,1,2,50.0,17,2,11.8,23.9,1,0.0,15.0,8,0,0.0,1,19.5,0.0,2021-12-19,Wolves,Chelsea
Martin Dúbravka,sk SVK,32-338,90.0,7,4,3,42.9,3.5,13,18,72.2,29,6,34.5,33.3,8,100.0,66.0,5,1,20.0,0,11.4,1.0,2021-12-19,Newcastle Utd,Manchester City
Ederson,br BRA,28-124,90.0,1,0,1,100.0,0.3,7,10,70.0,27,4,29.6,34.0,7,28.6,32.1,10,3,30.0,1,15.8,0.0,2021-12-19,Newcastle Utd,Manchester City
Hugo Lloris,fr FRA,34-358,90.0,6,2,4,66.7,2.7,7,13,53.8,18,4,44.4,36.4,10,50.0,40.8,11,1,9.1,2,15.6,1.0,2021-12-19,Tottenham,Liverpool
Alisson,br BRA,29-078,90.0,5,2,3,60.0,3.0,5,12,41.7,35,8,28.6,32.3,4,50.0,40.8,4,1,25.0,2,15.6,0.0,2021-12-19,Tottenham,Liverpool
Łukasz Fabiański,pl POL,36-252,90.0,5,3,3,60.0,2.1,1,5,20.0,12,2,41.7,42.0,2,0.0,29.0,3,0,0.0,1,22.0,1.0,2021-12-26,West Ham,Southampton
Fraser Forster,eng ENG,33-284,90.0,4,2,2,50.0,1.6,11,28,39.3,30,2,60.0,43.4,17,58.8,44.4,15,0,0.0,0,8.3,0.0,2021-12-26,West Ham,Southampton
