Player,Nation,Age,Min,SoTA,GA,Shot Stopping Saves,Shot Stopping Save%,Shot Stopping PSxG,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper AvgDist,home,date,squad_h,squad_a
Łukasz Fabiański,pl POL,36-154,90.0,10,2,7,80.0,2.7,4,13,30.8,15,4,60.0,47.7,10,40.0,35.2,14,1,7.1,0,5.0,1.0,2021-09-19,West Ham,Manchester Utd
David de Gea,es ESP,30-316,90.0,3,1,2,66.7,1.4,2,2,100.0,15,6,13.3,28.3,7,0.0,24.6,10,1,10.0,0,8.8,0.0,2021-09-19,West Ham,Manchester Utd
Robert Sánchez,es ESP,23-305,90.0,3,1,2,66.7,1.0,7,16,43.8,21,3,47.6,41.4,8,75.0,59.6,10,1,10.0,0,13.0,1.0,2021-09-19,Brighton,Leicester City
Kasper Schmeichel,dk DEN,34-318,90.0,3,2,2,66.7,1.1,2,8,25.0,16,2,50.0,37.3,6,0.0,16.5,8,0,0.0,1,15.5,0.0,2021-09-19,Brighton,Leicester City
Hugo Lloris,fr FRA,34-267,90.0,9,3,6,66.7,3.3,3,10,30.0,20,2,45.0,38.0,6,16.7,22.2,9,0,0.0,0,6.0,1.0,2021-09-19,Tottenham,Chelsea
Kepa Arrizabalaga,es ESP,26-351,90.0,2,0,2,100.0,0.3,6,8,75.0,26,6,30.8,30.0,4,0.0,9.3,8,1,12.5,1,18.8,0.0,2021-09-19,Tottenham,Chelsea
Edouard Mendy,sn SEN,29-208,90.0,3,1,2,66.7,0.9,5,11,45.5,21,5,33.3,36.4,13,30.8,27.7,9,1,11.1,0,9.8,1.0,2021-09-25,Chelsea,Manchester City
Ederson,br BRA,28-039,90.0,0,0,0,,0.0,4,10,40.0,28,4,28.6,37.2,3,66.7,58.0,9,1,11.1,1,16.4,0.0,2021-09-25,Chelsea,Manchester City
David de Gea,es ESP,30-322,90.0,3,1,2,66.7,0.6,3,5,60.0,18,2,27.8,33.9,5,0.0,24.0,15,1,6.7,0,13.5,1.0,2021-09-25,Manchester Utd,Aston Villa
Emiliano Martínez,ar ARG,29-023,90.0,4,0,4,100.0,0.6,9,33,27.3,28,1,85.7,57.3,13,69.2,50.9,9,0,0.0,1,15.2,0.0,2021-09-25,Manchester Utd,Aston Villa
Illan Meslier,fr FRA,21-207,90.0,6,2,5,66.7,2.3,3,12,25.0,36,7,27.8,29.5,10,20.0,27.3,7,0,0.0,0,8.5,1.0,2021-09-25,Leeds United,West Ham
Łukasz Fabiański,pl POL,36-160,90.0,5,1,4,80.0,1.4,5,12,41.7,23,7,30.4,34.5,6,83.3,55.8,7,0,0.0,0,12.7,0.0,2021-09-25,Leeds United,West Ham
Kasper Schmeichel,dk DEN,34-324,90.0,3,2,2,33.3,0.4,7,15,46.7,29,8,37.9,36.7,7,57.1,34.6,5,0,0.0,2,18.0,1.0,2021-09-25,Leicester City,Burnley
Nick Pope,eng ENG,29-159,90.0,3,2,1,33.3,0.9,7,26,26.9,16,1,81.3,59.1,13,100.0,71.6,11,1,9.1,0,13.0,0.0,2021-09-25,Leicester City,Burnley
Ben Foster,eng ENG,38-175,90.0,6,1,5,83.3,1.2,8,15,53.3,14,4,42.9,34.3,13,69.2,49.7,7,1,14.3,2,18.0,1.0,2021-09-25,Watford,Newcastle Utd
Karl Darlow,eng ENG,30-352,90.0,5,1,4,80.0,0.5,11,22,50.0,18,1,77.8,53.2,9,88.9,64.2,7,0,0.0,0,16.3,0.0,2021-09-25,Watford,Newcastle Utd
Jordan Pickford,eng ENG,27-202,90.0,2,0,2,100.0,0.1,9,21,42.9,22,3,54.5,46.2,11,81.8,62.5,7,0,0.0,1,15.3,1.0,2021-09-25,Everton,Norwich City
Tim Krul,nl NED,33-175,90.0,3,2,2,66.7,2.0,2,8,25.0,26,8,26.9,38.5,5,20.0,29.4,7,0,0.0,0,4.5,0.0,2021-09-25,Everton,Norwich City
David Raya,es ESP,26-010,90.0,4,3,1,25.0,2.4,10,34,29.4,33,5,72.7,56.2,10,100.0,65.9,11,1,9.1,2,14.1,1.0,2021-09-25,Brentford,Liverpool
Alisson,br BRA,28-358,90.0,3,3,0,0.0,1.4,10,14,71.4,23,6,39.1,37.4,7,71.4,49.7,10,1,10.0,2,16.9,0.0,2021-09-25,Brentford,Liverpool
Alex McCarthy,eng ENG,31-297,90.0,3,1,2,66.7,1.1,3,7,42.9,22,3,27.3,30.7,3,33.3,27.7,1,1,100.0,0,12.0,1.0,2021-09-26,Southampton,Wolves
José Sá,pt POR,28-252,90.0,6,0,6,100.0,0.4,12,24,50.0,30,7,63.3,52.7,6,83.3,60.3,12,1,8.3,0,12.5,0.0,2021-09-26,Southampton,Wolves
Aaron Ramsdale,eng ENG,23-135,90.0,4,1,2,75.0,1.1,9,23,39.1,25,2,56.0,45.3,10,90.0,57.3,9,1,11.1,0,13.5,1.0,2021-09-26,Arsenal,Tottenham
Hugo Lloris,fr FRA,34-274,90.0,7,3,4,57.1,2.6,9,15,60.0,21,2,57.1,38.7,7,42.9,34.7,3,0,0.0,0,16.5,0.0,2021-09-26,Arsenal,Tottenham
Vicente Guaita,es ESP,34-260,90.0,4,1,3,75.0,1.6,4,11,36.4,21,5,42.9,40.3,5,40.0,36.6,6,1,16.7,0,11.8,1.0,2021-09-27,Crystal Palace,Brighton
Robert Sánchez,es ESP,23-313,90.0,2,1,2,100.0,1.1,15,28,53.6,60,7,43.3,37.6,6,33.3,32.2,6,0,0.0,2,15.3,0.0,2021-09-27,Crystal Palace,Brighton
David de Gea,es ESP,30-329,90.0,2,1,1,50.0,0.8,2,3,66.7,12,2,8.3,28.3,7,28.6,33.9,8,0,0.0,0,14.8,1.0,2021-10-02,Manchester Utd,Everton
Jordan Pickford,eng ENG,27-209,90.0,6,1,5,83.3,0.5,6,23,26.1,20,3,80.0,56.1,8,87.5,71.5,11,0,0.0,0,6.5,0.0,2021-10-02,Manchester Utd,Everton
Illan Meslier,fr FRA,21-214,90.0,1,0,1,100.0,0.2,3,5,60.0,29,4,17.2,25.6,6,0.0,17.7,5,0,0.0,2,19.0,1.0,2021-10-02,Leeds United,Watford
Ben Foster,eng ENG,38-182,90.0,3,1,2,66.7,0.9,9,20,45.0,25,6,44.0,42.8,12,75.0,52.3,13,2,15.4,0,16.9,0.0,2021-10-02,Leeds United,Watford
Nick Pope,eng ENG,29-166,90.0,2,0,2,100.0,0.7,4,12,33.3,25,12,32.0,37.6,5,80.0,56.0,11,1,9.1,3,18.9,1.0,2021-10-02,Burnley,Norwich City
Tim Krul,nl NED,33-182,90.0,4,0,4,100.0,1.1,10,29,34.5,36,5,55.6,42.5,12,75.0,61.8,25,1,4.0,1,16.0,0.0,2021-10-02,Burnley,Norwich City
Edouard Mendy,sn SEN,29-215,90.0,1,1,1,100.0,1.1,5,8,62.5,28,2,25.0,28.3,4,25.0,25.8,1,0,0.0,0,10.0,1.0,2021-10-02,Chelsea,Southampton
Alex McCarthy,eng ENG,31-303,90.0,9,3,6,66.7,2.9,8,25,32.0,25,1,68.0,48.3,9,88.9,66.9,7,1,14.3,0,5.0,0.0,2021-10-02,Chelsea,Southampton
José Sá,pt POR,28-258,90.0,2,1,1,50.0,0.7,6,15,40.0,18,4,61.1,43.7,4,100.0,67.5,10,0,0.0,0,12.1,1.0,2021-10-02,Wolves,Newcastle Utd
Karl Darlow,eng ENG,30-359,90.0,3,2,1,33.3,1.4,4,12,33.3,21,4,47.6,39.3,4,50.0,39.5,1,0,0.0,0,17.7,0.0,2021-10-02,Wolves,Newcastle Utd
Robert Sánchez,es ESP,23-318,90.0,2,0,2,100.0,0.1,10,19,52.6,35,1,34.3,39.6,7,100.0,68.1,5,1,20.0,1,15.3,1.0,2021-10-02,Brighton,Arsenal
Aaron Ramsdale,eng ENG,23-141,90.0,2,0,2,100.0,0.1,4,22,18.2,22,10,40.9,35.1,15,86.7,63.8,8,0,0.0,0,19.8,0.0,2021-10-02,Brighton,Arsenal
Łukasz Fabiański,pl POL,36-168,90.0,6,2,4,66.7,1.4,6,17,35.3,16,4,68.8,50.6,6,100.0,72.7,5,1,20.0,0,20.0,1.0,2021-10-03,West Ham,Brentford
David Raya,es ESP,26-018,90.0,5,1,4,80.0,1.0,5,26,19.2,24,5,62.5,48.4,15,73.3,52.9,10,1,10.0,0,15.8,0.0,2021-10-03,West Ham,Brentford
Vicente Guaita,es ESP,34-266,90.0,5,2,3,60.0,1.0,1,5,20.0,32,9,15.6,25.9,2,0.0,23.5,3,0,0.0,0,10.3,1.0,2021-10-03,Crystal Palace,Leicester City
Kasper Schmeichel,dk DEN,34-332,90.0,4,2,2,50.0,0.8,11,32,34.4,29,0,82.8,51.3,11,72.7,58.7,13,1,7.7,0,10.0,0.0,2021-10-03,Crystal Palace,Leicester City
Hugo Lloris,fr FRA,34-281,90.0,3,1,2,66.7,0.9,7,16,43.8,18,4,55.6,47.1,10,60.0,42.7,15,0,0.0,2,14.3,1.0,2021-10-03,Tottenham,Aston Villa
Emiliano Martínez,ar ARG,29-031,90.0,7,2,6,71.4,1.7,3,17,17.6,32,5,50.0,41.3,7,14.3,27.3,1,0,0.0,2,18.3,0.0,2021-10-03,Tottenham,Aston Villa
Alisson,br BRA,29-001,90.0,3,2,1,33.3,1.2,7,12,58.3,44,5,18.2,25.9,10,40.0,38.0,6,0,0.0,0,14.0,1.0,2021-10-03,Liverpool,Manchester City
Ederson,br BRA,28-047,90.0,3,2,1,33.3,1.3,5,12,41.7,34,12,35.3,34.1,2,0.0,17.5,7,1,14.3,2,14.6,0.0,2021-10-03,Liverpool,Manchester City
Ben Foster,eng ENG,38-196,90.0,8,5,3,37.5,5.0,6,22,27.3,21,3,76.2,55.1,6,100.0,69.7,9,0,0.0,0,15.6,1.0,2021-10-16,Watford,Liverpool
Caoimhín Kelleher,ie IRL,22-327,90.0,1,0,1,100.0,0.0,5,7,71.4,38,3,15.8,24.6,5,20.0,20.6,3,0,0.0,1,14.6,0.0,2021-10-16,Watford,Liverpool
Kasper Schmeichel,dk DEN,34-345,90.0,6,2,4,66.7,0.7,10,23,43.5,38,5,50.0,38.3,11,36.4,37.5,9,2,22.2,1,11.8,1.0,2021-10-16,Leicester City,Manchester Utd
David de Gea,es ESP,30-343,90.0,11,4,6,63.6,4.5,5,15,33.3,20,6,40.0,34.1,12,58.3,45.9,3,0,0.0,0,17.3,0.0,2021-10-16,Leicester City,Manchester Utd
Tim Krul,nl NED,33-196,90.0,3,0,2,100.0,0.2,9,19,47.4,21,5,57.1,47.0,9,77.8,51.0,11,1,9.1,0,11.1,1.0,2021-10-16,Norwich City,Brighton
Robert Sánchez,es ESP,23-332,90.0,2,0,2,100.0,0.0,5,12,41.7,32,6,15.6,29.1,7,100.0,69.7,8,0,0.0,3,22.5,0.0,2021-10-16,Norwich City,Brighton
Alex McCarthy,eng ENG,31-317,90.0,0,0,0,,0.0,4,9,44.4,23,4,21.7,28.9,4,100.0,70.8,5,1,20.0,1,22.4,1.0,2021-10-16,Southampton,Leeds United
Illan Meslier,fr FRA,21-228,90.0,4,1,3,75.0,0.7,6,18,33.3,37,3,37.8,34.3,15,26.7,29.6,8,0,0.0,2,21.0,0.0,2021-10-16,Southampton,Leeds United
Zack Steffen,us USA,26-197,90.0,2,0,2,100.0,0.3,4,9,44.4,31,6,22.6,26.0,7,28.6,25.3,7,0,0.0,2,17.5,1.0,2021-10-16,Manchester City,Burnley
Nick Pope,eng ENG,29-180,90.0,6,2,4,66.7,2.1,9,30,30.0,26,2,88.5,60.7,8,87.5,65.8,12,1,8.3,1,14.7,0.0,2021-10-16,Manchester City,Burnley
Emiliano Martínez,ar ARG,29-044,90.0,4,3,1,25.0,2.7,4,12,33.3,26,2,34.6,32.5,7,42.9,35.7,5,0,0.0,0,19.0,1.0,2021-10-16,Aston Villa,Wolves
José Sá,pt POR,28-272,90.0,5,2,3,60.0,1.7,2,14,14.3,21,9,33.3,37.1,13,53.8,45.5,12,1,8.3,1,15.3,0.0,2021-10-16,Aston Villa,Wolves
David Raya,es ESP,26-031,90.0,1,1,0,0.0,0.5,12,22,54.5,47,8,44.7,40.8,4,25.0,20.3,5,1,20.0,1,15.0,1.0,2021-10-16,Brentford,Chelsea
Edouard Mendy,sn SEN,29-229,90.0,5,0,4,100.0,1.7,2,12,16.7,24,4,45.8,38.0,1,100.0,67.0,18,0,0.0,0,10.8,0.0,2021-10-16,Brentford,Chelsea
Jordan Pickford,eng ENG,27-224,90.0,4,1,3,75.0,1.7,8,20,40.0,24,6,50.0,46.1,11,72.7,61.9,13,3,23.1,2,15.7,1.0,2021-10-17,Everton,West Ham
Łukasz Fabiański,pl POL,36-182,90.0,2,0,2,100.0,0.1,6,13,46.2,15,4,20.0,35.4,13,76.9,62.5,16,0,0.0,0,4.0,0.0,2021-10-17,Everton,West Ham
Karl Darlow,eng ENG,31-009,90.0,4,3,1,25.0,2.0,9,19,47.4,27,5,70.4,50.4,5,0.0,11.8,7,2,28.6,1,16.2,1.0,2021-10-17,Newcastle Utd,Tottenham
Hugo Lloris,fr FRA,34-295,90.0,1,2,0,-100.0,0.7,4,8,50.0,18,7,11.1,23.8,11,54.5,39.0,7,2,28.6,0,16.8,0.0,2021-10-17,Newcastle Utd,Tottenham
Aaron Ramsdale,eng ENG,23-157,90.0,6,2,4,66.7,1.6,8,14,57.1,24,5,54.2,42.1,3,33.3,36.0,4,1,25.0,1,16.8,1.0,2021-10-18,Arsenal,Crystal Palace
Vicente Guaita,es ESP,34-281,90.0,6,2,4,66.7,2.1,9,12,75.0,32,6,28.1,29.4,5,60.0,43.8,8,0,0.0,2,17.0,0.0,2021-10-18,Arsenal,Crystal Palace
Aaron Ramsdale,eng ENG,23-161,90.0,4,1,3,75.0,1.3,8,14,57.1,23,5,43.5,35.0,4,100.0,69.8,6,2,33.3,1,14.1,1.0,2021-10-22,Arsenal,Aston Villa
Emiliano Martínez,ar ARG,29-050,90.0,8,3,5,62.5,2.6,7,13,53.8,33,4,36.4,34.7,7,14.3,24.1,3,0,0.0,1,14.0,0.0,2021-10-22,Arsenal,Aston Villa
Edouard Mendy,sn SEN,29-236,90.0,1,0,1,100.0,0.1,2,4,50.0,19,2,15.8,25.1,6,16.7,16.5,2,1,50.0,0,15.0,1.0,2021-10-23,Chelsea,Norwich City
Tim Krul,nl NED,33-203,90.0,12,7,7,50.0,5.6,13,23,56.5,41,13,41.5,38.1,10,60.0,48.4,4,0,0.0,0,12.0,0.0,2021-10-23,Chelsea,Norwich City
Alex McCarthy,eng ENG,31-324,90.0,4,2,2,50.0,1.7,3,10,30.0,32,7,28.1,36.0,4,25.0,22.5,13,3,23.1,0,8.1,1.0,2021-10-23,Southampton,Burnley
Nick Pope,eng ENG,29-187,90.0,4,2,2,50.0,1.0,14,28,50.0,20,2,85.0,57.9,11,100.0,71.5,14,1,7.1,1,13.3,0.0,2021-10-23,Southampton,Burnley
Illan Meslier,fr FRA,21-235,90.0,4,1,3,75.0,0.9,2,5,40.0,22,5,22.7,27.3,4,0.0,18.0,2,0,0.0,4,26.8,1.0,2021-10-23,Leeds United,Wolves
José Sá,pt POR,28-279,90.0,3,1,3,100.0,1.0,5,18,27.8,18,8,50.0,48.6,13,69.2,50.9,10,0,0.0,1,12.3,0.0,2021-10-23,Leeds United,Wolves
Jordan Pickford,eng ENG,27-230,90.0,8,5,3,37.5,4.5,4,20,20.0,28,4,60.7,48.5,8,37.5,44.0,15,0,0.0,0,18.0,1.0,2021-10-23,Everton,Watford
Ben Foster,eng ENG,38-203,90.0,4,2,2,50.0,1.6,8,21,38.1,23,3,52.2,47.3,11,81.8,67.2,12,0,0.0,0,12.0,0.0,2021-10-23,Everton,Watford
Vicente Guaita,es ESP,34-286,90.0,1,1,0,0.0,0.4,1,3,33.3,14,5,14.3,24.4,3,33.3,28.3,2,0,0.0,1,16.0,1.0,2021-10-23,Crystal Palace,Newcastle Utd
Karl Darlow,eng ENG,31-015,90.0,4,1,3,75.0,1.2,14,31,45.2,20,1,100.0,63.7,12,91.7,68.2,15,1,6.7,1,16.6,0.0,2021-10-23,Crystal Palace,Newcastle Utd
Robert Sánchez,es ESP,23-339,90.0,13,4,9,69.2,4.0,8,18,44.4,72,10,23.6,30.2,3,33.3,34.0,3,1,33.3,2,19.1,1.0,2021-10-23,Brighton,Manchester City
Ederson,br BRA,28-067,90.0,4,1,4,100.0,1.1,6,12,50.0,29,6,27.6,32.2,8,50.0,41.8,9,2,22.2,2,18.6,0.0,2021-10-23,Brighton,Manchester City
Łukasz Fabiański,pl POL,36-189,90.0,4,0,4,100.0,0.2,8,15,53.3,28,12,46.4,37.9,3,66.7,46.3,8,2,25.0,0,11.1,1.0,2021-10-24,West Ham,Tottenham
Hugo Lloris,fr FRA,34-302,90.0,4,1,3,75.0,1.5,5,13,38.5,15,3,46.7,38.3,7,85.7,52.1,10,1,10.0,0,18.2,0.0,2021-10-24,West Ham,Tottenham
David Raya,es ESP,26-039,90.0,6,2,4,66.7,1.4,8,13,61.5,36,2,36.1,34.6,6,0.0,17.5,3,0,0.0,2,22.5,1.0,2021-10-24,Brentford,Leicester City
Kasper Schmeichel,dk DEN,34-353,90.0,5,1,4,80.0,1.1,6,26,23.1,31,4,64.5,48.5,12,50.0,45.3,12,1,8.3,0,10.8,0.0,2021-10-24,Brentford,Leicester City
David de Gea,es ESP,30-351,90.0,8,5,3,37.5,4.5,3,6,50.0,13,3,23.1,31.8,8,37.5,34.0,4,1,25.0,1,12.0,1.0,2021-10-24,Manchester Utd,Liverpool
Alisson,br BRA,29-022,90.0,3,0,3,100.0,0.4,6,11,54.5,23,3,34.8,35.7,7,42.9,38.3,9,1,11.1,2,16.8,0.0,2021-10-24,Manchester Utd,Liverpool
Kasper Schmeichel,dk DEN,34-359,90.0,5,2,3,60.0,1.9,4,10,40.0,36,6,25.0,33.8,6,16.7,30.3,5,1,20.0,0,15.0,1.0,2021-10-30,Leicester City,Arsenal
Aaron Ramsdale,eng ENG,23-169,90.0,8,0,6,100.0,1.5,7,30,23.3,39,6,64.1,48.3,7,71.4,54.6,9,0,0.0,1,14.7,0.0,2021-10-30,Leicester City,Arsenal
Ederson,br BRA,28-074,90.0,3,2,1,33.3,1.3,5,8,62.5,26,2,23.1,28.5,4,50.0,35.8,2,0,0.0,1,18.0,1.0,2021-10-30,Manchester City,Crystal Palace
Vicente Guaita,es ESP,34-293,90.0,3,0,3,100.0,0.3,12,33,36.4,36,7,55.6,42.1,14,92.9,63.6,12,1,8.3,0,12.3,0.0,2021-10-30,Manchester City,Crystal Palace
Nick Pope,eng ENG,29-194,90.0,4,1,3,75.0,1.1,9,23,39.1,28,4,71.4,52.3,3,100.0,72.7,13,4,30.8,2,21.4,1.0,2021-10-30,Burnley,Brentford
Álvaro Fernández,es ESP,23-200,90.0,5,3,2,40.0,3.4,3,15,20.0,38,8,31.6,31.4,8,37.5,33.9,8,0,0.0,2,13.8,0.0,2021-10-30,Burnley,Brentford
Karl Darlow,eng ENG,31-022,90.0,5,3,3,60.0,2.1,13,38,34.2,36,3,77.8,57.5,11,90.9,69.8,9,0,0.0,2,15.0,1.0,2021-10-30,Newcastle Utd,Chelsea
Edouard Mendy,sn SEN,29-243,90.0,1,0,1,100.0,0.0,0,0,,11,2,0.0,21.3,2,0.0,12.0,6,0,0.0,0,6.0,0.0,2021-10-30,Newcastle Utd,Chelsea
Alisson,br BRA,29-028,90.0,6,2,3,66.7,1.4,5,9,55.6,35,12,22.9,28.9,3,33.3,35.7,3,1,33.3,1,15.2,1.0,2021-10-30,Liverpool,Brighton
Robert Sánchez,es ESP,23-346,90.0,3,2,1,33.3,1.1,8,24,33.3,38,2,44.7,44.3,7,100.0,76.9,6,1,16.7,3,15.6,0.0,2021-10-30,Liverpool,Brighton
Ben Foster,eng ENG,38-210,90.0,1,1,0,0.0,0.6,17,31,54.8,30,2,73.3,55.5,9,100.0,78.0,11,0,0.0,3,22.4,1.0,2021-10-30,Watford,Southampton
Alex McCarthy,eng ENG,31-331,90.0,4,0,3,100.0,0.7,6,14,42.9,28,10,35.7,35.4,10,40.0,35.1,16,2,12.5,1,13.6,0.0,2021-10-30,Watford,Southampton
Hugo Lloris,fr FRA,34-308,90.0,4,3,1,25.0,2.1,1,5,20.0,19,2,26.3,27.2,4,0.0,26.8,4,0,0.0,1,21.7,1.0,2021-10-30,Tottenham,Manchester Utd
David de Gea,es ESP,30-357,90.0,0,0,0,,0.0,4,11,36.4,20,2,35.0,34.0,6,66.7,49.0,8,0,0.0,0,16.0,0.0,2021-10-30,Tottenham,Manchester Utd
Tim Krul,nl NED,33-211,90.0,5,2,3,60.0,0.4,7,25,28.0,44,6,52.3,45.1,3,66.7,49.3,3,0,0.0,0,12.9,1.0,2021-10-31,Norwich City,Leeds United
Illan Meslier,fr FRA,21-243,90.0,3,1,2,66.7,1.1,6,18,33.3,27,11,44.4,39.3,9,66.7,50.6,8,1,12.5,1,12.7,0.0,2021-10-31,Norwich City,Leeds United
Emiliano Martínez,ar ARG,29-059,90.0,8,4,4,50.0,2.5,10,17,58.8,25,3,56.0,45.1,7,42.9,45.3,6,0,0.0,1,14.8,1.0,2021-10-31,Aston Villa,West Ham
Łukasz Fabiański,pl POL,36-196,90.0,3,1,1,66.7,0.9,6,12,50.0,18,4,33.3,36.9,7,85.7,54.4,10,0,0.0,0,11.3,0.0,2021-10-31,Aston Villa,West Ham
José Sá,pt POR,28-288,90.0,5,1,4,80.0,1.4,3,14,21.4,30,9,40.0,41.2,5,40.0,37.8,7,1,14.3,0,11.8,1.0,2021-11-01,Wolves,Everton
Jordan Pickford,eng ENG,27-239,90.0,4,2,2,50.0,1.6,1,16,6.3,20,0,65.0,51.5,3,100.0,72.0,2,0,0.0,1,13.3,0.0,2021-11-01,Wolves,Everton
Alex McCarthy,eng ENG,31-337,90.0,3,0,3,100.0,0.1,7,25,28.0,34,1,55.9,39.4,9,66.7,52.0,13,0,0.0,0,12.3,1.0,2021-11-05,Southampton,Aston Villa
Emiliano Martínez,ar ARG,29-064,90.0,3,1,2,66.7,0.6,8,10,80.0,14,3,50.0,43.1,5,60.0,40.0,15,1,6.7,0,4.0,0.0,2021-11-05,Southampton,Aston Villa
David de Gea,es ESP,30-364,90.0,5,2,4,60.0,2.2,3,14,21.4,9,2,55.6,42.6,11,81.8,54.0,8,0,0.0,0,13.0,1.0,2021-11-06,Manchester Utd,Manchester City
Ederson,br BRA,28-081,90.0,1,0,1,100.0,0.0,2,3,66.7,20,0,15.0,24.7,4,0.0,23.0,4,0,0.0,0,,0.0,2021-11-06,Manchester Utd,Manchester City
Álvaro Fernández,es ESP,23-207,90.0,4,2,3,75.0,1.6,10,17,58.8,37,3,43.2,36.1,3,33.3,30.3,6,0,0.0,1,15.5,1.0,2021-11-06,Brentford,Norwich City
Tim Krul,nl NED,33-217,90.0,7,1,6,85.7,3.1,7,25,28.0,24,5,66.7,50.2,9,100.0,67.1,13,1,7.7,0,10.5,0.0,2021-11-06,Brentford,Norwich City
Vicente Guaita,es ESP,34-300,90.0,2,0,2,100.0,0.1,0,4,0.0,23,2,13.0,23.9,2,50.0,35.0,2,0,0.0,1,16.0,1.0,2021-11-06,Crystal Palace,Wolves
José Sá,pt POR,28-293,90.0,6,2,4,66.7,1.9,4,14,28.6,19,7,42.1,39.5,7,85.7,68.7,7,0,0.0,0,13.2,0.0,2021-11-06,Crystal Palace,Wolves
Edouard Mendy,sn SEN,29-250,90.0,2,1,1,50.0,1.2,2,4,50.0,22,2,18.2,26.2,6,0.0,15.8,5,1,20.0,1,33.0,1.0,2021-11-06,Chelsea,Burnley
Nick Pope,eng ENG,29-201,90.0,4,1,3,75.0,1.1,12,32,37.5,18,0,100.0,67.5,14,100.0,68.4,11,1,9.1,2,16.8,0.0,2021-11-06,Chelsea,Burnley
Robert Sánchez,es ESP,23-353,89.0,2,1,1,50.0,0.8,2,11,18.2,41,5,26.8,31.5,2,0.0,9.5,8,0,0.0,1,14.0,1.0,2021-11-06,Brighton,Newcastle Utd
Karl Darlow,eng ENG,31-029,90.0,4,1,4,100.0,1.1,4,10,40.0,26,9,26.9,34.0,6,50.0,49.2,7,3,42.9,0,15.5,0.0,2021-11-06,Brighton,Newcastle Utd
Illan Meslier,fr FRA,21-250,90.0,3,1,2,66.7,1.8,6,11,54.5,24,7,29.2,29.0,10,40.0,38.2,1,0,0.0,0,15.0,1.0,2021-11-07,Leeds United,Leicester City
Kasper Schmeichel,dk DEN,35-002,90.0,5,1,4,80.0,1.1,6,18,33.3,30,6,30.0,36.2,14,64.3,44.0,9,1,11.1,0,11.3,0.0,2021-11-07,Leeds United,Leicester City
Aaron Ramsdale,eng ENG,23-177,90.0,1,0,1,100.0,0.0,8,13,61.5,31,4,38.7,35.4,5,20.0,28.4,10,2,20.0,0,15.4,1.0,2021-11-07,Arsenal,Watford
Ben Foster,eng ENG,38-218,90.0,5,1,4,80.0,1.7,8,27,29.6,35,2,62.9,52.7,5,100.0,70.6,8,0,0.0,1,13.7,0.0,2021-11-07,Arsenal,Watford
Jordan Pickford,eng ENG,27-245,90.0,0,0,0,,0.0,4,12,33.3,23,5,43.5,41.4,3,66.7,56.3,8,1,12.5,1,15.0,1.0,2021-11-07,Everton,Tottenham
Hugo Lloris,fr FRA,34-316,90.0,2,0,2,100.0,0.1,4,6,66.7,21,6,19.0,26.9,9,22.2,28.9,5,0,0.0,1,14.8,0.0,2021-11-07,Everton,Tottenham
Łukasz Fabiański,pl POL,36-203,90.0,5,2,3,60.0,1.6,8,22,36.4,17,3,70.6,47.8,10,100.0,64.2,14,0,0.0,0,11.2,1.0,2021-11-07,West Ham,Liverpool
Alisson,br BRA,29-036,90.0,3,3,1,0.0,0.6,1,2,50.0,23,5,8.7,25.9,3,0.0,21.3,8,1,12.5,1,16.8,0.0,2021-11-07,West Ham,Liverpool
Kasper Schmeichel,dk DEN,35-015,90.0,7,3,4,57.1,2.9,9,20,45.0,33,7,42.4,42.5,7,85.7,50.3,4,0,0.0,1,14.1,1.0,2021-11-20,Leicester City,Chelsea
Edouard Mendy,sn SEN,29-264,90.0,3,0,3,100.0,0.2,7,11,63.6,28,4,32.1,30.9,4,50.0,38.0,3,0,0.0,0,12.0,0.0,2021-11-20,Leicester City,Chelsea
Emiliano Martínez,ar ARG,29-079,90.0,2,0,2,100.0,0.2,1,9,11.1,16,1,43.8,38.6,5,40.0,37.6,9,0,0.0,0,11.0,1.0,2021-11-20,Aston Villa,Brighton
Jason Steele,eng ENG,31-094,90.0,5,2,3,60.0,1.2,3,7,42.9,32,2,12.5,26.2,6,50.0,43.8,11,1,9.1,0,13.0,0.0,2021-11-20,Aston Villa,Brighton
Nick Pope,eng ENG,29-215,90.0,8,3,4,62.5,2.5,7,15,46.7,14,2,78.6,50.1,5,80.0,51.8,9,0,0.0,1,19.5,1.0,2021-11-20,Burnley,Crystal Palace
Vicente Guaita,es ESP,34-314,90.0,9,3,6,66.7,2.4,6,13,46.2,29,8,37.9,34.7,8,25.0,22.4,11,1,9.1,1,19.2,0.0,2021-11-20,Burnley,Crystal Palace
José Sá,pt POR,28-307,90.0,2,0,2,100.0,0.3,5,11,45.5,20,7,30.0,38.3,7,71.4,52.6,10,2,20.0,0,15.6,1.0,2021-11-20,Wolves,West Ham
Łukasz Fabiański,pl POL,36-216,90.0,5,1,4,80.0,1.4,3,8,37.5,16,5,12.5,24.8,11,54.5,56.5,9,0,0.0,0,10.0,0.0,2021-11-20,Wolves,West Ham
