player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Kelechi Iheanacho,19.0,Leicester City,Goal,19,Left Foot,0,Jamie Vardy,Pass (Live),James Maddison,Pass (Live),2018-09-22,Leicester City,Huddersfield
Jamie Vardy,25.0,Leicester City,Off Target,11,Right Foot,Volley,James Maddison,Pass (Dead),James Maddison,Fouled,2018-09-22,Leicester City,Huddersfield
Rajiv van La Parra,27.0,Huddersfield,Off Target,48,Right Foot,0,Jonas Lössl,Pass (Live),Terence Kongolo,Pass (Live),2018-09-22,Leicester City,Huddersfield
Laurent Depoitre,30.0,Huddersfield,Off Target,14,Head,0,Erik Durm,Pass (Live),Elias Kachunga,Pass (Live),2018-09-22,Leicester City,Huddersfield
Jamie Vardy,32.0,Leicester City,Saved,26,Left Foot,0,Kelechi Iheanacho,Pass (Live),James Maddison,Pass (Live),2018-09-22,Leicester City,Huddersfield
Elias Kachunga,34.0,Huddersfield,Wayward,13,Left Foot,Half volley,Philip Billing,Pass (Live),0,0,2018-09-22,Leicester City,Huddersfield
Harry Maguire,37.0,Leicester City,Saved,13,Head,0,James Maddison,Pass (Live),Rachid Ghezzal,Pass (Dead),2018-09-22,Leicester City,Huddersfield
James Maddison,48.0,Leicester City,Off Target,25,Right Foot,Free kick,Kelechi Iheanacho,Fouled,Jamie Vardy,Pass (Live),2018-09-22,Leicester City,Huddersfield
Chris Löwe,49.0,Huddersfield,Blocked,19,Right Foot,Half volley,0,0,0,0,2018-09-22,Leicester City,Huddersfield
Jamie Vardy,56.0,Leicester City,Saved,11,Left Foot,0,Ben Chilwell,Pass (Live),Ben Chilwell,Interception,2018-09-22,Leicester City,Huddersfield
Kelechi Iheanacho,58.0,Leicester City,Off Target,14,Left Foot,Half volley,Ben Chilwell,Pass (Live),James Maddison,Pass (Live),2018-09-22,Leicester City,Huddersfield
Laurent Depoitre,62.0,Huddersfield,Off Target,13,Right Foot,0,Rajiv van La Parra,Pass (Live),Rajiv van La Parra,Fouled,2018-09-22,Leicester City,Huddersfield
Wilfred Ndidi,65.0,Leicester City,Blocked,28,Right Foot,0,Demarai Gray,Pass (Live),Daniel Amartey,Pass (Live),2018-09-22,Leicester City,Huddersfield
James Maddison,66.0,Leicester City,Goal,27,Right Foot,Free kick,Nampalys Mendy,Fouled,0,0,2018-09-22,Leicester City,Huddersfield
Demarai Gray,69.0,Leicester City,Off Target,26,Left Foot,0,Kelechi Iheanacho,Pass (Live),Wilfred Ndidi,Pass (Live),2018-09-22,Leicester City,Huddersfield
Demarai Gray,73.0,Leicester City,Saved,12,Left Foot,0,Kelechi Iheanacho,Pass (Live),Jamie Vardy,Pass (Live),2018-09-22,Leicester City,Huddersfield
Jamie Vardy,75.0,Leicester City,Goal,14,Right Foot,Lob,Kelechi Iheanacho,Pass (Live),0,0,2018-09-22,Leicester City,Huddersfield
Laurent Depoitre,84.0,Huddersfield,Saved,5,Head,0,Christopher Schindler,Pass (Live),Philip Billing,Pass (Dead),2018-09-22,Leicester City,Huddersfield
Alex Pritchard,87.0,Huddersfield,Blocked,11,Head,0,Rajiv van La Parra,Pass (Live),Philip Billing,Tackle,2018-09-22,Leicester City,Huddersfield
Jamie Vardy,88.0,Leicester City,Wayward,9,Head,0,Ben Chilwell,Pass (Live),Shinji Okazaki,Pass (Live),2018-09-22,Leicester City,Huddersfield
Daniel Amartey,88.0,Leicester City,Off Target,17,Right Foot,Half volley,Jamie Vardy,Shot,0,0,2018-09-22,Leicester City,Huddersfield
Marc Albrighton,90.0,Leicester City,Blocked,33,Right Foot,0,Ben Chilwell,Pass (Live),Wilfred Ndidi,Pass (Live),2018-09-22,Leicester City,Huddersfield
Aaron Mooy,90.2,Huddersfield,Off Target,25,Right Foot,0,0,0,0,0,2018-09-22,Leicester City,Huddersfield
Shinji Okazaki,90.3,Leicester City,Saved,26,Left Foot,Half volley,0,0,0,0,2018-09-22,Leicester City,Huddersfield
Jamie Vardy,90.4,Leicester City,Off Target,8,Head,0,Marc Albrighton,Pass (Dead),Shinji Okazaki,Shot,2018-09-22,Leicester City,Huddersfield
Roberto Firmino,4.0,Liverpool,Off Target,7,Head,0,Xherdan Shaqiri,Pass (Live),Trent Alexander-Arnold,Pass (Live),2018-09-22,Liverpool,Southampton
Shane Long,8.0,Southampton,Blocked,8,Right Foot,0,Matt Targett,Pass (Live),Ryan Bertrand,Pass (Live),2018-09-22,Liverpool,Southampton
Ryan Bertrand,9.0,Southampton,Blocked,25,Left Foot,0,0,0,0,0,2018-09-22,Liverpool,Southampton
Xherdan Shaqiri,10.0,Liverpool,Blocked,17,Right Foot,0,Sadio Mané,Pass (Live),Sadio Mané,Dribble,2018-09-22,Liverpool,Southampton
Jannik Vestergaard,13.0,Southampton,Off Target,13,Head,0,Matt Targett,Pass (Dead),Nathan Redmond,Pass (Live),2018-09-22,Liverpool,Southampton
Mohamed Salah,21.0,Liverpool,Blocked,10,Left Foot,0,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live),2018-09-22,Liverpool,Southampton
Joël Matip,21.0,Liverpool,Goal,10,Head,0,Trent Alexander-Arnold,Pass (Dead),Mohamed Salah,Shot,2018-09-22,Liverpool,Southampton
Pierre Højbjerg,28.0,Southampton,Blocked,19,Right Foot,0,0,0,0,0,2018-09-22,Liverpool,Southampton
Georginio Wijnaldum,31.0,Liverpool,Off Target,24,Right Foot,0,0,0,0,0,2018-09-22,Liverpool,Southampton
Mario Lemina,34.0,Southampton,Blocked,12,Left Foot,Half volley,Matt Targett,Pass (Live),Ryan Bertrand,Pass (Live),2018-09-22,Liverpool,Southampton
Pierre Højbjerg,43.0,Southampton,Wayward,13,Left Foot,Half volley,Ryan Bertrand,Pass (Live),Matt Targett,Pass (Live),2018-09-22,Liverpool,Southampton
Mohamed Salah,43.0,Liverpool,Off Target,6,Left Foot,Back heel,Roberto Firmino,Pass (Live),0,0,2018-09-22,Liverpool,Southampton
Roberto Firmino,45.0,Liverpool,Blocked,18,Right Foot,0,0,0,0,0,2018-09-22,Liverpool,Southampton
Sadio Mané,45.1,Liverpool,Saved,23,Right Foot,0,Sadio Mané,Tackle,0,0,2018-09-22,Liverpool,Southampton
Xherdan Shaqiri,45.3,Liverpool,Woodwork,28,Left Foot,Free kick,Mohamed Salah,Fouled,Virgil van Dijk,Pass (Live),2018-09-22,Liverpool,Southampton
Mohamed Salah,45.3,Liverpool,Goal,1,Left Foot,"Open goal, Half volley",Xherdan Shaqiri,Shot,0,0,2018-09-22,Liverpool,Southampton
Andrew Robertson,85.0,Liverpool,Off Target,17,Left Foot,Volley,0,0,0,0,2018-09-22,Liverpool,Southampton
James Milner,89.0,Liverpool,Blocked,12,Right Foot,Half volley,Mohamed Salah,Dribble,James Milner,Pass (Live),2018-09-22,Liverpool,Southampton
James Milner,89.0,Liverpool,Blocked,11,Left Foot,Half volley,James Milner,Shot,0,0,2018-09-22,Liverpool,Southampton
Charlie Austin,90.1,Southampton,Saved,16,Right Foot,Half volley,Cédric Soares,Pass (Live),Pierre Højbjerg,Pass (Live),2018-09-22,Liverpool,Southampton
Raúl Jiménez,7.0,Wolves,Saved,11,Right Foot,0,Hélder Costa,Pass (Live),Hélder Costa,Dribble,2018-09-22,Manchester Utd,Wolves
Fred,12.0,Manchester Utd,Off Target,25,Left Foot,0,Alexis Sánchez,Dribble,Luke Shaw,Pass (Live),2018-09-22,Manchester Utd,Wolves
Ryan Bennett,14.0,Wolves,Off Target,8,Head,0,João Moutinho,Pass (Dead),0,0,2018-09-22,Manchester Utd,Wolves
Willy Boly,16.0,Wolves,Saved,8,Head,0,João Moutinho,Pass (Dead),João Moutinho,Pass (Live),2018-09-22,Manchester Utd,Wolves
Matt Doherty,16.0,Wolves,Saved,5,Head,0,Willy Boly,Shot,0,0,2018-09-22,Manchester Utd,Wolves
Fred,18.0,Manchester Utd,Goal,18,Right Foot,0,Paul Pogba,Pass (Live),0,0,2018-09-22,Manchester Utd,Wolves
Fred,45.2,Manchester Utd,Saved to Post,26,Left Foot,Free kick,Alexis Sánchez,Fouled,Jesse Lingard,Pass (Live),2018-09-22,Manchester Utd,Wolves
Romelu Lukaku,48.0,Manchester Utd,Blocked,17,Left Foot,0,Paul Pogba,Pass (Live),Luke Shaw,Pass (Live),2018-09-22,Manchester Utd,Wolves
Alexis Sánchez,52.0,Manchester Utd,Saved,8,Left Foot,0,0,0,0,0,2018-09-22,Manchester Utd,Wolves
João Moutinho,53.0,Wolves,Goal,18,Left Foot,0,Raúl Jiménez,Pass (Live),Hélder Costa,Pass (Live),2018-09-22,Manchester Utd,Wolves
Hélder Costa,57.0,Wolves,Off Target,26,Left Foot,0,Raúl Jiménez,Pass (Live),Raúl Jiménez,Interception,2018-09-22,Manchester Utd,Wolves
Marouane Fellaini,60.0,Manchester Utd,Blocked,25,Right Foot,0,0,0,0,0,2018-09-22,Manchester Utd,Wolves
Paul Pogba,62.0,Manchester Utd,Off Target,31,Right Foot,0,Alexis Sánchez,Pass (Live),Luke Shaw,Pass (Live),2018-09-22,Manchester Utd,Wolves
Diogo Jota,66.0,Wolves,Saved,21,Left Foot,0,Hélder Costa,Pass (Live),Matt Doherty,Pass (Live),2018-09-22,Manchester Utd,Wolves
Jesse Lingard,66.0,Manchester Utd,Saved,28,Right Foot,0,Anthony Martial,Pass (Live),Luke Shaw,Pass (Live),2018-09-22,Manchester Utd,Wolves
Rúben Neves,69.0,Wolves,Saved,32,Right Foot,0,0,0,0,0,2018-09-22,Manchester Utd,Wolves
Marouane Fellaini,72.0,Manchester Utd,Saved,7,Head,0,Luke Shaw,Pass (Live),Anthony Martial,Pass (Live),2018-09-22,Manchester Utd,Wolves
Jesse Lingard,74.0,Manchester Utd,Off Target,14,Head,0,Anthony Martial,Pass (Live),Jesse Lingard,Pass (Live),2018-09-22,Manchester Utd,Wolves
Paul Pogba,77.0,Manchester Utd,Saved,32,Right Foot,Free kick,Andreas Pereira,Fouled,Chris Smalling,Pass (Live),2018-09-22,Manchester Utd,Wolves
Andreas Pereira,83.0,Manchester Utd,Blocked,30,Right Foot,0,Anthony Martial,Pass (Live),Marouane Fellaini,Pass (Live),2018-09-22,Manchester Utd,Wolves
Andreas Pereira,85.0,Manchester Utd,Blocked,27,Right Foot,Free kick,Anthony Martial,Fouled,Andreas Pereira,Pass (Live),2018-09-22,Manchester Utd,Wolves
Juan Mata,85.0,Manchester Utd,Blocked,26,Left Foot,Half volley,Andreas Pereira,Shot,0,0,2018-09-22,Manchester Utd,Wolves
Luke Shaw,88.0,Manchester Utd,Blocked,23,Left Foot,0,Paul Pogba,Pass (Live),Marouane Fellaini,Pass (Live),2018-09-22,Manchester Utd,Wolves
Adama Traoré,90.1,Wolves,Saved,16,Right Foot,0,Rúben Neves,Pass (Live),Raúl Jiménez,Pass (Live),2018-09-22,Manchester Utd,Wolves
Adama Traoré,90.4,Wolves,Saved,28,Right Foot,0,Rúben Neves,Pass (Live),Jonny Castro,Interception,2018-09-22,Manchester Utd,Wolves
Adama Traoré,90.5,Wolves,Off Target,22,Right Foot,0,Adama Traoré,Dribble,Adama Traoré,Dribble,2018-09-22,Manchester Utd,Wolves
James McArthur,1.0,Crystal Palace,Off Target,6,Head,0,Andros Townsend,Pass (Live),0,0,2018-09-22,Crystal Palace,Newcastle Utd
Ayoze Pérez,10.0,Newcastle Utd,Saved,20,Right Foot,0,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Aaron Wan-Bissaka,13.0,Crystal Palace,Blocked,16,Right Foot,Half volley,Andros Townsend,Pass (Live),Patrick van Aanholt,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Jordan Ayew,14.0,Crystal Palace,Off Target,9,Head,0,Luka Milivojević,Pass (Live),Aaron Wan-Bissaka,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Luka Milivojević,16.0,Crystal Palace,Saved,26,Right Foot,Free kick,Wilfried Zaha,Fouled,Cheikhou Kouyaté,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Wilfried Zaha,17.0,Crystal Palace,Blocked,15,Left Foot,0,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Cheikhou Kouyaté,18.0,Crystal Palace,Saved,20,Right Foot,0,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Jamaal Lascelles,21.0,Newcastle Utd,Wayward,7,Head,0,Jonjo Shelvey,Pass (Dead),0,0,2018-09-22,Crystal Palace,Newcastle Utd
Luka Milivojević,25.0,Crystal Palace,Saved,24,Right Foot,Free kick,Patrick van Aanholt,Fouled,Wilfried Zaha,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Jamaal Lascelles,27.0,Newcastle Utd,Off Target,7,Head,0,Matt Ritchie,Pass (Dead),Ayoze Pérez,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Patrick van Aanholt,37.0,Crystal Palace,Wayward,30,Left Foot,Volley,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Andros Townsend,38.0,Crystal Palace,Wayward,25,Left Foot,Volley,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Luka Milivojević,40.0,Crystal Palace,Blocked,28,Right Foot,Free kick,Jordan Ayew,Fouled,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Joselu,53.0,Newcastle Utd,Saved,14,Right Foot,Overhead kick,Matt Ritchie,Pass (Live),Federico Fernández,Pass (Dead),2018-09-22,Crystal Palace,Newcastle Utd
Joselu,57.0,Newcastle Utd,Wayward,14,Right Foot,Half volley,DeAndre Yedlin,Pass (Live),Matt Ritchie,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Andros Townsend,60.0,Crystal Palace,Off Target,27,Left Foot,0,Aaron Wan-Bissaka,Pass (Live),0,0,2018-09-22,Crystal Palace,Newcastle Utd
Andros Townsend,62.0,Crystal Palace,Blocked,18,Right Foot,0,Jordan Ayew,Pass (Live),Wilfried Zaha,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Christian Atsu,76.0,Newcastle Utd,Saved,28,Left Foot,0,DeAndre Yedlin,Pass (Live),Joselu,Pass (Live),2018-09-22,Crystal Palace,Newcastle Utd
Patrick van Aanholt,79.0,Crystal Palace,Blocked,15,Left Foot,0,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Mamadou Sakho,82.0,Crystal Palace,Off Target,3,Head,Open goal,Andros Townsend,Pass (Live),Andros Townsend,Dribble,2018-09-22,Crystal Palace,Newcastle Utd
Andros Townsend,84.0,Crystal Palace,Saved,6,Left Foot,0,Max Meyer,Pass (Live),0,0,2018-09-22,Crystal Palace,Newcastle Utd
Wilfried Zaha,89.0,Crystal Palace,Off Target,11,Right Foot,0,0,0,0,0,2018-09-22,Crystal Palace,Newcastle Utd
Toby Alderweireld,10.0,Tottenham,Saved,8,Head,0,Kieran Trippier,Pass (Dead),Son Heung-min,Pass (Live),2018-09-22,Brighton,Tottenham
Jan Vertonghen,10.0,Tottenham,Wayward,2,Head,0,Toby Alderweireld,Shot,0,0,2018-09-22,Brighton,Tottenham
Son Heung-min,12.0,Tottenham,Off Target,30,Right Foot,0,Christian Eriksen,Pass (Live),Mousa Dembélé,Pass (Live),2018-09-22,Brighton,Tottenham
Lewis Dunk,14.0,Brighton,Wayward,16,Right Foot,Half volley,Anthony Knockaert,Pass (Dead),Glenn Murray,Fouled,2018-09-22,Brighton,Tottenham
Christian Eriksen,17.0,Tottenham,Blocked,22,Left Foot,0,Harry Kane,Pass (Live),Kieran Trippier,Pass (Dead),2018-09-22,Brighton,Tottenham
Son Heung-min,18.0,Tottenham,Blocked,16,Right Foot,0,Danny Rose,Pass (Live),Harry Kane,Pass (Live),2018-09-22,Brighton,Tottenham
Harry Kane,23.0,Tottenham,Wayward,8,Head,0,Danny Rose,Pass (Live),Lucas Moura,Pass (Live),2018-09-22,Brighton,Tottenham
Son Heung-min,29.0,Tottenham,Off Target,14,Right Foot,0,Harry Kane,Pass (Live),Christian Eriksen,Pass (Live),2018-09-22,Brighton,Tottenham
Kieran Trippier,41.0,Tottenham,Blocked,25,Right Foot,Free kick,Harry Kane,Fouled,Lucas Moura,Pass (Live),2018-09-22,Brighton,Tottenham
Harry Kane (pen),42.0,Tottenham,Goal,12,Right Foot,0,Kieran Trippier,Shot,0,0,2018-09-22,Brighton,Tottenham
Christian Eriksen,53.0,Tottenham,Off Target,22,Right Foot,0,Lucas Moura,Pass (Live),Harry Kane,Pass (Live),2018-09-22,Brighton,Tottenham
Christian Eriksen,55.0,Tottenham,Off Target,17,Right Foot,0,Kieran Trippier,Pass (Dead),Harry Kane,Dribble,2018-09-22,Brighton,Tottenham
Solly March,63.0,Brighton,Blocked,27,Left Foot,0,0,0,0,0,2018-09-22,Brighton,Tottenham
Anthony Knockaert,66.0,Brighton,Saved,7,Right Foot,0,Anthony Knockaert,Dribble,Beram Kayal,Pass (Live),2018-09-22,Brighton,Tottenham
Lewis Dunk,73.0,Brighton,Off Target,8,Head,0,Anthony Knockaert,Pass (Dead),0,0,2018-09-22,Brighton,Tottenham
Lucas Moura,76.0,Tottenham,Blocked,21,Right Foot,0,Kieran Trippier,Pass (Dead),Danny Rose,Pass (Live),2018-09-22,Brighton,Tottenham
Érik Lamela,76.0,Tottenham,Goal,13,Left Foot,0,Danny Rose,Pass (Live),Lucas Moura,Pass (Live),2018-09-22,Brighton,Tottenham
Érik Lamela,84.0,Tottenham,Saved,20,Left Foot,0,Harry Kane,Pass (Live),Jan Vertonghen,Pass (Live),2018-09-22,Brighton,Tottenham
Harry Kane,87.0,Tottenham,Saved,16,Right Foot,0,Harry Kane,Dribble,Christian Eriksen,Pass (Live),2018-09-22,Brighton,Tottenham
Alireza Jahanbakhsh,89.0,Brighton,Off Target,24,Right Foot,0,Anthony Knockaert,Pass (Live),Alireza Jahanbakhsh,Pass (Live),2018-09-22,Brighton,Tottenham
Harry Kane,90.0,Tottenham,Saved,17,Left Foot,0,Harry Kane,Dribble,Jan Vertonghen,Pass (Live),2018-09-22,Brighton,Tottenham
Martín Montoya,90.1,Brighton,Saved,24,Right Foot,Volley,0,0,0,0,2018-09-22,Brighton,Tottenham
Harry Kane,90.3,Tottenham,Saved,13,Right Foot,0,Harry Kane,Fouled,Eric Dier,Pass (Live),2018-09-22,Brighton,Tottenham
Anthony Knockaert,90.3,Brighton,Goal,10,Left Foot,0,Shane Duffy,Pass (Live),0,0,2018-09-22,Brighton,Tottenham
Anthony Knockaert,90.4,Brighton,Saved,20,Left Foot,0,Alireza Jahanbakhsh,Pass (Live),Jürgen Locadia,Pass (Live),2018-09-22,Brighton,Tottenham
Felipe Anderson,7.0,West Ham,Blocked,26,Right Foot,0,Andriy Yarmolenko,Pass (Live),Mark Noble,Pass (Live),2018-09-23,West Ham,Chelsea
Olivier Giroud,9.0,Chelsea,Saved,10,Right Foot,Half volley,Willian,Pass (Dead),0,0,2018-09-23,West Ham,Chelsea
Antonio Rüdiger,11.0,Chelsea,Saved,35,Right Foot,0,Mateo Kovačić,Pass (Live),Eden Hazard,Pass (Live),2018-09-23,West Ham,Chelsea
Eden Hazard,12.0,Chelsea,Saved,15,Left Foot,0,Willian,Pass (Live),Mateo Kovačić,Pass (Live),2018-09-23,West Ham,Chelsea
N'Golo Kanté,16.0,Chelsea,Blocked,8,Head,0,Marcos Alonso,Pass (Live),Mateo Kovačić,Pass (Live),2018-09-23,West Ham,Chelsea
Mark Noble,21.0,West Ham,Off Target,29,Right Foot,0,0,0,0,0,2018-09-23,West Ham,Chelsea
Willian,22.0,Chelsea,Off Target,25,Left Foot,0,Jorginho,Pass (Live),N'Golo Kanté,Pass (Live),2018-09-23,West Ham,Chelsea
Olivier Giroud,23.0,Chelsea,Saved off Target,11,Left Foot,Volley,Jorginho,Pass (Live),Eden Hazard,Pass (Live),2018-09-23,West Ham,Chelsea
Mateo Kovačić,26.0,Chelsea,Blocked,10,Left Foot,0,0,0,0,0,2018-09-23,West Ham,Chelsea
Michail Antonio,29.0,West Ham,Off Target,14,Left Foot,0,Felipe Anderson,Pass (Live),Felipe Anderson,Dribble,2018-09-23,West Ham,Chelsea
Michail Antonio,31.0,West Ham,Saved,7,Right Foot,0,0,0,0,0,2018-09-23,West Ham,Chelsea
N'Golo Kanté,45.0,Chelsea,Off Target,9,Head,0,Willian,Pass (Live),Eden Hazard,Pass (Live),2018-09-23,West Ham,Chelsea
Andriy Yarmolenko,51.0,West Ham,Off Target,23,Left Foot,0,Fabián Balbuena,Pass (Live),Issa Diop,Pass (Live),2018-09-23,West Ham,Chelsea
David Luiz,55.0,Chelsea,Off Target,7,Head,0,Willian,Pass (Dead),Willian,Tackle,2018-09-23,West Ham,Chelsea
Willian,60.0,Chelsea,Blocked,22,Left Foot,0,N'Golo Kanté,Pass (Live),Marcos Alonso,Pass (Live),2018-09-23,West Ham,Chelsea
Olivier Giroud,64.0,Chelsea,Wayward,9,Head,0,N'Golo Kanté,Pass (Live),Antonio Rüdiger,Pass (Live),2018-09-23,West Ham,Chelsea
Álvaro Morata,66.0,Chelsea,Saved,7,Right Foot,Half volley,0,0,0,0,2018-09-23,West Ham,Chelsea
Eden Hazard,70.0,Chelsea,Blocked,9,Head,0,César Azpilicueta,Pass (Live),Willian,Pass (Live),2018-09-23,West Ham,Chelsea
David Luiz,76.0,Chelsea,Saved,30,Right Foot,Free kick,Mateo Kovačić,Fouled,0,0,2018-09-23,West Ham,Chelsea
Andriy Yarmolenko,77.0,West Ham,Off Target,6,Head,0,Robert Snodgrass,Pass (Live),Pedro Obiang,Pass (Live),2018-09-23,West Ham,Chelsea
N'Golo Kanté,81.0,Chelsea,Off Target,14,Left Foot,Half volley,Willian,Pass (Live),Willian,Dribble,2018-09-23,West Ham,Chelsea
Ross Barkley,90.1,Chelsea,Saved,27,Right Foot,0,Eden Hazard,Pass (Live),Marcos Alonso,Pass (Live),2018-09-23,West Ham,Chelsea
Willian,90.2,Chelsea,Wayward,8,Right Foot,Half volley,Jorginho,Pass (Live),N'Golo Kanté,Pass (Live),2018-09-23,West Ham,Chelsea
Eden Hazard,90.3,Chelsea,Saved,14,Right Foot,0,Willian,Pass (Live),César Azpilicueta,Pass (Live),2018-09-23,West Ham,Chelsea
Nacho Monreal,12.0,Arsenal,Saved,8,Left Foot,0,Pierre-Emerick Aubameyang,Pass (Live),0,0,2018-09-23,Arsenal,Everton
Héctor Bellerín,12.0,Arsenal,Blocked,12,Left Foot,Half volley,Nacho Monreal,Shot,0,0,2018-09-23,Arsenal,Everton
Pierre-Emerick Aubameyang,18.0,Arsenal,Blocked,26,Right Foot,0,Nacho Monreal,Pass (Live),Aaron Ramsey,Pass (Live),2018-09-23,Arsenal,Everton
Richarlison,21.0,Everton,Saved,20,Right Foot,0,Theo Walcott,Pass (Live),Jonjoe Kenny,Pass (Live),2018-09-23,Arsenal,Everton
Richarlison,28.0,Everton,Off Target,25,Right Foot,0,Lucas Digne,Pass (Live),Kurt Zouma,Pass (Live),2018-09-23,Arsenal,Everton
Lucas Digne,30.0,Everton,Saved,25,Left Foot,Free kick,Theo Walcott,Fouled,Theo Walcott,Interception,2018-09-23,Arsenal,Everton
Theo Walcott,38.0,Everton,Saved,12,Right Foot,0,Gylfi Sigurðsson,Pass (Live),Gylfi Sigurðsson,Dribble,2018-09-23,Arsenal,Everton
Richarlison,44.0,Everton,Saved,15,Left Foot,0,Theo Walcott,Pass (Live),Gylfi Sigurðsson,Pass (Live),2018-09-23,Arsenal,Everton
Aaron Ramsey,49.0,Arsenal,Saved,24,Left Foot,Volley,Mesut Özil,Pass (Dead),0,0,2018-09-23,Arsenal,Everton
Alexandre Lacazette,56.0,Arsenal,Goal,17,Right Foot,0,Aaron Ramsey,Pass (Live),Lucas Torreira,Pass (Live),2018-09-23,Arsenal,Everton
Pierre-Emerick Aubameyang,59.0,Arsenal,Goal,9,Right Foot,0,Aaron Ramsey,Pass (Live),Mesut Özil,Pass (Live),2018-09-23,Arsenal,Everton
Héctor Bellerín,65.0,Arsenal,Saved,23,Left Foot,0,Héctor Bellerín,Dribble,Mesut Özil,Pass (Live),2018-09-23,Arsenal,Everton
Richarlison,69.0,Everton,Blocked,14,Right Foot,0,Dominic Calvert-Lewin,Pass (Live),Gylfi Sigurðsson,Pass (Live),2018-09-23,Arsenal,Everton
Michael Keane,71.0,Everton,Saved,8,Head,0,Gylfi Sigurðsson,Pass (Dead),Richarlison,Fouled,2018-09-23,Arsenal,Everton
Danny Welbeck,82.0,Arsenal,Blocked,16,Left Foot,0,Alex Iwobi,Pass (Live),Alexandre Lacazette,Pass (Live),2018-09-23,Arsenal,Everton
Gylfi Sigurðsson,83.0,Everton,Blocked,23,Left Foot,0,Bernard,Pass (Live),Bernard,Dribble,2018-09-23,Arsenal,Everton
Cenk Tosun,85.0,Everton,Saved,22,Left Foot,0,Cenk Tosun,Dribble,Cenk Tosun,Dribble,2018-09-23,Arsenal,Everton
Granit Xhaka,90.3,Arsenal,Off Target,28,Left Foot,0,Danny Welbeck,Pass (Live),Mesut Özil,Pass (Live),2018-09-23,Arsenal,Everton
Fabián Balbuena,2.0,West Ham,Off Target,10,Head,0,Felipe Anderson,Pass (Dead),Andriy Yarmolenko,Pass (Live),2018-09-29,West Ham,Manchester Utd
Felipe Anderson,6.0,West Ham,Goal,3,Right Foot,Back heel,Pablo Zabaleta,Pass (Live),Mark Noble,Pass (Live),2018-09-29,West Ham,Manchester Utd
Romelu Lukaku,23.0,Manchester Utd,Woodwork,7,Head,0,Ashley Young,Pass (Live),Scott McTominay,Pass (Live),2018-09-29,West Ham,Manchester Utd
Paul Pogba,29.0,Manchester Utd,Blocked,33,Right Foot,0,Paul Pogba,Dribble,Luke Shaw,Pass (Live),2018-09-29,West Ham,Manchester Utd
Andriy Yarmolenko,34.0,West Ham,Blocked,19,Left Foot,Volley,Felipe Anderson,Pass (Live),Mark Noble,Pass (Live),2018-09-29,West Ham,Manchester Utd
Paul Pogba,38.0,Manchester Utd,Blocked,26,Left Foot,0,Ashley Young,Pass (Live),Marouane Fellaini,Pass (Live),2018-09-29,West Ham,Manchester Utd
Romelu Lukaku,38.0,Manchester Utd,Blocked,11,Left Foot,Volley,Luke Shaw,Pass (Dead),Paul Pogba,Shot,2018-09-29,West Ham,Manchester Utd
Pedro Obiang,41.0,West Ham,Off Target,34,Right Foot,0,Declan Rice,Pass (Live),Arthur Masuaku,Pass (Live),2018-09-29,West Ham,Manchester Utd
Issa Diop,43.0,West Ham,Wayward,7,Head,0,Felipe Anderson,Pass (Dead),0,0,2018-09-29,West Ham,Manchester Utd
Andriy Yarmolenko,43.0,West Ham,Blocked,17,Left Foot,0,Issa Diop,Shot,0,0,2018-09-29,West Ham,Manchester Utd
Mark Noble,48.0,West Ham,Saved,25,Right Foot,0,Marko Arnautović,Pass (Live),Mark Noble,Pass (Live),2018-09-29,West Ham,Manchester Utd
Marko Arnautović,51.0,West Ham,Off Target,20,Right Foot,Half volley,Felipe Anderson,Pass (Live),Mark Noble,Pass (Live),2018-09-29,West Ham,Manchester Utd
Paul Pogba,59.0,Manchester Utd,Saved,8,Head,0,Ashley Young,Pass (Live),Marouane Fellaini,Pass (Live),2018-09-29,West Ham,Manchester Utd
Marouane Fellaini,64.0,Manchester Utd,Saved,8,Head,0,Ashley Young,Pass (Live),Marcus Rashford,Pass (Live),2018-09-29,West Ham,Manchester Utd
Marcus Rashford,71.0,Manchester Utd,Goal,8,Right Foot,Back heel,Luke Shaw,Pass (Dead),Paul Pogba,Pass (Live),2018-09-29,West Ham,Manchester Utd
Marko Arnautović,74.0,West Ham,Goal,8,Right Foot,0,Mark Noble,Pass (Live),0,0,2018-09-29,West Ham,Manchester Utd
