player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Dimitris Giannoulis,21.0,Norwich City,Saved,21,Right Foot,0,Pierre Lees-Melou,Pass (Live),Lukas Rupp,Pass (Live),2021-08-14,Norwich City,Liverpool
Mohamed Salah,23.0,Liverpool,Off Target,16,Left Foot,Volley,Sadio Mané,Pass (Live),Kostas Tsimikas,Pass (Live),2021-08-14,Norwich City,Liverpool
Todd Cantwell,24.0,Norwich City,Off Target,47,Right Foot,0,0,0,0,0,2021-08-14,Norwich City,Liverpool
Diogo Jota,26.0,Liverpool,Goal,12,Right Foot,0,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-08-14,Norwich City,Liverpool
Sadio Mané,33.0,Liverpool,Blocked,12,Head,0,Trent Alexander-Arnold,Pass (Live),Diogo Jota,Pass (Live),2021-08-14,Norwich City,Liverpool
Kostas Tsimikas,33.0,Liverpool,Blocked,20,Left Foot,Half volley,Mohamed Salah,Pass (Live),0,0,2021-08-14,Norwich City,Liverpool
Mohamed Salah,34.0,Liverpool,Blocked,18,Left Foot,Volley,0,0,0,0,2021-08-14,Norwich City,Liverpool
Joël Matip,34.0,Liverpool,Blocked,11,Left Foot,0,Mohamed Salah,Shot,0,0,2021-08-14,Norwich City,Liverpool
Virgil van Dijk,35.0,Liverpool,Off Target,13,Right Foot,Volley,Kostas Tsimikas,Pass (Live),Trent Alexander-Arnold,Pass (Dead),2021-08-14,Norwich City,Liverpool
Lukas Rupp,45.0,Norwich City,Blocked,9,Head,0,Milot Rashica,Pass (Live),Milot Rashica,Dribble,2021-08-14,Norwich City,Liverpool
Milot Rashica,47.0,Norwich City,Wayward,10,Head,0,Pierre Lees-Melou,Pass (Live),Todd Cantwell,Pass (Live),2021-08-14,Norwich City,Liverpool
Sadio Mané,49.0,Liverpool,Blocked,12,Left Foot,0,Trent Alexander-Arnold,Pass (Live),Naby Keïta,Pass (Live),2021-08-14,Norwich City,Liverpool
Alex Oxlade-Chamberlain,51.0,Liverpool,Wayward,24,Right Foot,Volley,0,0,0,0,2021-08-14,Norwich City,Liverpool
Trent Alexander-Arnold,54.0,Liverpool,Off Target,29,Right Foot,Free kick,Diogo Jota,Fouled,Diogo Jota,Dribble,2021-08-14,Norwich City,Liverpool
Ben Gibson,58.0,Norwich City,Blocked,8,Head,0,Milot Rashica,Pass (Dead),0,0,2021-08-14,Norwich City,Liverpool
Pierre Lees-Melou,58.0,Norwich City,Wayward,18,Right Foot,Volley,Dimitris Giannoulis,Pass (Live),0,0,2021-08-14,Norwich City,Liverpool
Kostas Tsimikas,63.0,Liverpool,Saved,15,Left Foot,0,Sadio Mané,Pass (Live),Roberto Firmino,Pass (Live),2021-08-14,Norwich City,Liverpool
Trent Alexander-Arnold,63.0,Liverpool,Off Target,24,Right Foot,Half volley,Sadio Mané,Pass (Live),James Milner,Pass (Live),2021-08-14,Norwich City,Liverpool
Sadio Mané,65.0,Liverpool,Blocked,18,Right Foot,0,Roberto Firmino,Pass (Live),James Milner,Pass (Live),2021-08-14,Norwich City,Liverpool
Roberto Firmino,65.0,Liverpool,Goal,9,Right Foot,0,Mohamed Salah,Pass (Live),Sadio Mané,Shot,2021-08-14,Norwich City,Liverpool
Lukas Rupp,70.0,Norwich City,Off Target,22,Right Foot,0,Todd Cantwell,Pass (Live),0,0,2021-08-14,Norwich City,Liverpool
Mohamed Salah,74.0,Liverpool,Goal,17,Left Foot,0,0,0,0,0,2021-08-14,Norwich City,Liverpool
Mohamed Salah,80.0,Liverpool,Off Target,16,Left Foot,0,Virgil van Dijk,Pass (Live),0,0,2021-08-14,Norwich City,Liverpool
Ben Gibson,87.0,Norwich City,Saved,4,Left Foot,Half volley,Pierre Lees-Melou,Pass (Live),Lukas Rupp,Pass (Live),2021-08-14,Norwich City,Liverpool
Grant Hanley,87.0,Norwich City,Blocked,5,Left Foot,Half volley,0,0,0,0,2021-08-14,Norwich City,Liverpool
Adam Idah,87.0,Norwich City,Saved,4,Right Foot,Half volley,Grant Hanley,Shot,0,0,2021-08-14,Norwich City,Liverpool
Max Aarons,87.0,Norwich City,Off Target,32,Right Foot,0,Kieran Dowell,Pass (Live),0,0,2021-08-14,Norwich City,Liverpool
Josh Sargent,89.0,Norwich City,Off Target,19,Right Foot,0,Max Aarons,Pass (Live),Pierre Lees-Melou,Pass (Live),2021-08-14,Norwich City,Liverpool
Lukas Rupp,90.0,Norwich City,Off Target,23,Left Foot,0,Kieran Dowell,Pass (Live),Lukas Rupp,Pass (Live),2021-08-14,Norwich City,Liverpool
Craig Dawson,2.0,West Ham,Blocked,7,Head,0,Aaron Cresswell,Pass (Dead),Saïd Benrahma,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Tomáš Souček,2.0,West Ham,Blocked,4,Head,0,Craig Dawson,Shot,0,0,2021-08-15,Newcastle Utd,West Ham
Callum Wilson,5.0,Newcastle Utd,Goal,3,Head,0,Allan Saint-Maximin,Pass (Live),Jonjo Shelvey,Tackle,2021-08-15,Newcastle Utd,West Ham
Michail Antonio,8.0,West Ham,Blocked,26,Right Foot,0,Michail Antonio,Dribble,Pablo Fornals,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Isaac Hayden,10.0,Newcastle Utd,Blocked,26,Right Foot,0,Miguel Almirón,Pass (Live),Allan Saint-Maximin,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Aaron Cresswell,18.0,West Ham,Goal,14,Left Foot,0,Pablo Fornals,Pass (Live),Saïd Benrahma,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Jarrod Bowen,23.0,West Ham,Saved,10,Left Foot,0,Jarrod Bowen,Dribble,Jarrod Bowen,Dribble,2021-08-15,Newcastle Utd,West Ham
Callum Wilson,23.0,Newcastle Utd,Saved,11,Right Foot,Back heel,Jonjo Shelvey,Pass (Live),Isaac Hayden,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Miguel Almirón,26.0,Newcastle Utd,Blocked,19,Left Foot,0,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Dribble,2021-08-15,Newcastle Utd,West Ham
Ciaran Clark,27.0,Newcastle Utd,Blocked,8,Head,0,Matt Ritchie,Pass (Dead),Miguel Almirón,Shot,2021-08-15,Newcastle Utd,West Ham
Ciaran Clark,27.0,Newcastle Utd,Off Target,7,Left Foot,Half volley,Ciaran Clark,Shot,0,0,2021-08-15,Newcastle Utd,West Ham
Tomáš Souček,30.0,West Ham,Blocked,8,Head,Diving header,Declan Rice,Pass (Live),Jarrod Bowen,Pass (Dead),2021-08-15,Newcastle Utd,West Ham
Saïd Benrahma,31.0,West Ham,Blocked,15,Right Foot,0,Pablo Fornals,Pass (Live),Aaron Cresswell,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Pablo Fornals,31.0,West Ham,Off Target,22,Right Foot,Half volley,Saïd Benrahma,Shot,0,0,2021-08-15,Newcastle Utd,West Ham
Ciaran Clark,33.0,Newcastle Utd,Off Target,4,Head,0,Matt Ritchie,Pass (Dead),0,0,2021-08-15,Newcastle Utd,West Ham
Jacob Murphy,35.0,Newcastle Utd,Off Target,30,Left Foot,0,Allan Saint-Maximin,Pass (Live),Miguel Almirón,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Jacob Murphy,40.0,Newcastle Utd,Goal,10,Head,0,Matt Ritchie,Pass (Live),Miguel Almirón,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Callum Wilson,43.0,Newcastle Utd,Blocked,19,Right Foot,0,Allan Saint-Maximin,Pass (Live),Matt Ritchie,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Saïd Benrahma,44.0,West Ham,Off Target,27,Right Foot,0,Jarrod Bowen,Pass (Live),0,0,2021-08-15,Newcastle Utd,West Ham
Emil Krafth,45.2,Newcastle Utd,Off Target,14,Right Foot,Half volley,Matt Ritchie,Pass (Live),0,0,2021-08-15,Newcastle Utd,West Ham
Aaron Cresswell,52.0,West Ham,Off Target,32,Left Foot,Free kick,Saïd Benrahma,Fouled,Declan Rice,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Saïd Benrahma,53.0,West Ham,Goal,5,Head,0,Michail Antonio,Pass (Live),Jarrod Bowen,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Jacob Murphy,56.0,Newcastle Utd,Blocked,27,Left Foot,0,0,0,0,0,2021-08-15,Newcastle Utd,West Ham
Miguel Almirón,57.0,Newcastle Utd,Blocked,22,Left Foot,Half volley,Ciaran Clark,Pass (Live),Jacob Murphy,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Michail Antonio,62.0,West Ham,Woodwork,3,Head,Open goal,Vladimír Coufal,Pass (Live),Pablo Fornals,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Michail Antonio (pen),63.0,West Ham,Saved,12,Right Foot,0,Pablo Fornals,Fouled,0,0,2021-08-15,Newcastle Utd,West Ham
Tomáš Souček,63.0,West Ham,Goal,6,Right Foot,0,Michail Antonio,Shot,0,0,2021-08-15,Newcastle Utd,West Ham
Jarrod Bowen,66.0,West Ham,Saved,27,Left Foot,0,0,0,0,0,2021-08-15,Newcastle Utd,West Ham
Michail Antonio,66.0,West Ham,Goal,14,Right Foot,0,Saïd Benrahma,Pass (Live),Jarrod Bowen,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Callum Wilson,71.0,Newcastle Utd,Wayward,7,Right Foot,Volley,Jacob Murphy,Pass (Live),Jacob Murphy,Dribble,2021-08-15,Newcastle Utd,West Ham
Ryan Fraser,79.0,Newcastle Utd,Off Target,24,Right Foot,0,0,0,0,0,2021-08-15,Newcastle Utd,West Ham
Pablo Fornals,81.0,West Ham,Saved,20,Right Foot,0,Declan Rice,Pass (Live),Tomáš Souček,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Tomáš Souček,83.0,West Ham,Blocked,20,Left Foot,0,Jarrod Bowen,Pass (Live),Declan Rice,Pass (Live),2021-08-15,Newcastle Utd,West Ham
Matt Ritchie,87.0,Newcastle Utd,Blocked,20,Left Foot,Volley,0,0,0,0,2021-08-15,Newcastle Utd,West Ham
Federico Fernández,88.0,Newcastle Utd,Wayward,10,Right Foot,Volley,0,0,0,0,2021-08-15,Newcastle Utd,West Ham
İlkay Gündoğan,4.0,Manchester City,Blocked,24,Right Foot,Free kick,Jack Grealish,Fouled,Raheem Sterling,Pass (Live),2021-08-15,Tottenham,Manchester City
Fernandinho,5.0,Manchester City,Off Target,7,Head,0,Benjamin Mendy,Pass (Live),Jack Grealish,Pass (Live),2021-08-15,Tottenham,Manchester City
João Cancelo,6.0,Manchester City,Off Target,12,Right Foot,Half volley,João Cancelo,Dribble,0,0,2021-08-15,Tottenham,Manchester City
Steven Bergwijn,21.0,Tottenham,Blocked,22,Right Foot,0,Pierre Højbjerg,Pass (Live),Pierre Højbjerg,Fouled,2021-08-15,Tottenham,Manchester City
Davinson Sánchez,24.0,Tottenham,Wayward,9,Head,0,Son Heung-min,Pass (Dead),Dele Alli,Fouled,2021-08-15,Tottenham,Manchester City
Lucas Moura,24.0,Tottenham,Blocked,11,Right Foot,Volley,Davinson Sánchez,Shot,0,0,2021-08-15,Tottenham,Manchester City
Son Heung-min,28.0,Tottenham,Blocked,12,Left Foot,0,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live),2021-08-15,Tottenham,Manchester City
Jack Grealish,34.0,Manchester City,Blocked,19,Right Foot,0,0,0,0,0,2021-08-15,Tottenham,Manchester City
Riyad Mahrez,35.0,Manchester City,Off Target,10,Left Foot,Half volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live),2021-08-15,Tottenham,Manchester City
Son Heung-min,40.0,Tottenham,Blocked,19,Right Foot,0,Lucas Moura,Pass (Live),Pierre Højbjerg,Pass (Live),2021-08-15,Tottenham,Manchester City
Riyad Mahrez,41.0,Manchester City,Blocked,18,Left Foot,0,Fernandinho,Pass (Live),Ederson,Pass (Dead),2021-08-15,Tottenham,Manchester City
Son Heung-min,42.0,Tottenham,Off Target,22,Right Foot,Half volley,Lucas Moura,Pass (Live),Son Heung-min,Pass (Live),2021-08-15,Tottenham,Manchester City
Jack Grealish,44.0,Manchester City,Blocked,16,Right Foot,0,João Cancelo,Pass (Live),Riyad Mahrez,Pass (Live),2021-08-15,Tottenham,Manchester City
Fernandinho,44.0,Manchester City,Off Target,29,Right Foot,0,Jack Grealish,Shot,0,0,2021-08-15,Tottenham,Manchester City
İlkay Gündoğan,48.0,Manchester City,Blocked,14,Right Foot,0,Jack Grealish,Pass (Live),Riyad Mahrez,Pass (Live),2021-08-15,Tottenham,Manchester City
Lucas Moura,49.0,Tottenham,Off Target,25,Right Foot,0,Sergio Reguilón,Pass (Live),0,0,2021-08-15,Tottenham,Manchester City
Raheem Sterling,49.0,Manchester City,Saved,20,Right Foot,0,Benjamin Mendy,Pass (Live),Ederson,Pass (Dead),2021-08-15,Tottenham,Manchester City
Fernandinho,52.0,Manchester City,Off Target,30,Right Foot,0,Riyad Mahrez,Pass (Live),Ferrán Torres,Pass (Live),2021-08-15,Tottenham,Manchester City
Lucas Moura,53.0,Tottenham,Wayward,5,Head,0,Japhet Tanganga,Pass (Live),Sergio Reguilón,Pass (Live),2021-08-15,Tottenham,Manchester City
Pierre Højbjerg,54.0,Tottenham,Blocked,31,Right Foot,0,Lucas Moura,Pass (Live),0,0,2021-08-15,Tottenham,Manchester City
Son Heung-min,55.0,Tottenham,Goal,22,Left Foot,0,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live),2021-08-15,Tottenham,Manchester City
João Cancelo,57.0,Manchester City,Off Target,29,Right Foot,0,Fernandinho,Pass (Live),Benjamin Mendy,Pass (Live),2021-08-15,Tottenham,Manchester City
Nathan Aké,60.0,Manchester City,Wayward,6,Head,0,Fernandinho,Pass (Live),Riyad Mahrez,Pass (Live),2021-08-15,Tottenham,Manchester City
Steven Bergwijn,60.0,Tottenham,Off Target,16,Left Foot,0,0,0,0,0,2021-08-15,Tottenham,Manchester City
Steven Bergwijn,61.0,Tottenham,Saved,30,Right Foot,0,Sergio Reguilón,Pass (Live),Steven Bergwijn,Pass (Live),2021-08-15,Tottenham,Manchester City
Ferrán Torres,70.0,Manchester City,Off Target,5,Left Foot,Half volley,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Dead),2021-08-15,Tottenham,Manchester City
Lucas Moura,74.0,Tottenham,Blocked,11,Right Foot,Half volley,0,0,0,0,2021-08-15,Tottenham,Manchester City
Jack Grealish,75.0,Manchester City,Saved,13,Left Foot,0,Gabriel Jesus,Pass (Live),Benjamin Mendy,Pass (Live),2021-08-15,Tottenham,Manchester City
Son Heung-min,79.0,Tottenham,Blocked,24,Right Foot,0,Pierre Højbjerg,Pass (Dead),Lucas Moura,Fouled,2021-08-15,Tottenham,Manchester City
João Cancelo,81.0,Manchester City,Off Target,18,Head,0,Kevin De Bruyne,Pass (Dead),0,0,2021-08-15,Tottenham,Manchester City
Kevin De Bruyne,84.0,Manchester City,Saved,24,Right Foot,0,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live),2021-08-15,Tottenham,Manchester City
Ferrán Torres,86.0,Manchester City,Saved,10,Right Foot,0,João Cancelo,Pass (Live),Ferrán Torres,Pass (Live),2021-08-15,Tottenham,Manchester City
Diogo Jota,3.0,Liverpool,Off Target,9,Head,0,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled,2021-08-21,Liverpool,Burnley
Jordan Henderson,5.0,Liverpool,Wayward,52,Right Foot,Half volley,0,0,0,0,2021-08-21,Liverpool,Burnley
Chris Wood,17.0,Burnley,Saved,6,Head,0,Dwight McNeil,Pass (Live),Ashley Barnes,Pass (Live),2021-08-21,Liverpool,Burnley
Diogo Jota,18.0,Liverpool,Goal,9,Head,0,Kostas Tsimikas,Pass (Live),Naby Keïta,Pass (Live),2021-08-21,Liverpool,Burnley
Dwight McNeil,20.0,Burnley,Saved,18,Left Foot,0,Ashley Barnes,Pass (Live),Jack Cork,Tackle,2021-08-21,Liverpool,Burnley
Mohamed Salah,22.0,Liverpool,Saved,19,Left Foot,0,Harvey Elliott,Pass (Live),Naby Keïta,Pass (Live),2021-08-21,Liverpool,Burnley
Virgil van Dijk,22.0,Liverpool,Off Target,8,Head,0,Kostas Tsimikas,Pass (Dead),Mohamed Salah,Shot,2021-08-21,Liverpool,Burnley
Sadio Mané,31.0,Liverpool,Off Target,10,Right Foot,Volley,Trent Alexander-Arnold,Pass (Live),Naby Keïta,Pass (Live),2021-08-21,Liverpool,Burnley
Diogo Jota,33.0,Liverpool,Blocked,22,Right Foot,0,Jordan Henderson,Pass (Live),Naby Keïta,Tackle,2021-08-21,Liverpool,Burnley
Naby Keïta,39.0,Liverpool,Off Target,28,Right Foot,Volley,Harvey Elliott,Pass (Live),Diogo Jota,Pass (Live),2021-08-21,Liverpool,Burnley
Harvey Elliott,42.0,Liverpool,Wayward,13,Left Foot,0,Sadio Mané,Pass (Live),Diogo Jota,Pass (Live),2021-08-21,Liverpool,Burnley
Mohamed Salah,42.0,Liverpool,Blocked,18,Left Foot,0,0,0,0,0,2021-08-21,Liverpool,Burnley
James Tarkowski,45.0,Burnley,Off Target,17,Head,0,Matthew Lowton,Pass (Dead),Chris Wood,Fouled,2021-08-21,Liverpool,Burnley
Sadio Mané,56.0,Liverpool,Saved,14,Right Foot,0,Diogo Jota,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-08-21,Liverpool,Burnley
Virgil van Dijk,58.0,Liverpool,Blocked,13,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),0,0,2021-08-21,Liverpool,Burnley
Sadio Mané,58.0,Liverpool,Off Target,4,Left Foot,Half volley,Virgil van Dijk,Shot,0,0,2021-08-21,Liverpool,Burnley
Mohamed Salah,60.0,Liverpool,Blocked,12,Left Foot,0,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live),2021-08-21,Liverpool,Burnley
Joël Matip,60.0,Liverpool,Wayward,8,Head,0,Kostas Tsimikas,Pass (Dead),0,0,2021-08-21,Liverpool,Burnley
Sadio Mané,60.0,Liverpool,Blocked,17,Right Foot,Volley,Joël Matip,Shot,0,0,2021-08-21,Liverpool,Burnley
Sadio Mané,62.0,Liverpool,Saved,15,Left Foot,0,Kostas Tsimikas,Pass (Live),Trent Alexander-Arnold,Pass (Live),2021-08-21,Liverpool,Burnley
Harvey Elliott,64.0,Liverpool,Blocked,14,Right Foot,0,Mohamed Salah,Pass (Live),0,0,2021-08-21,Liverpool,Burnley
Sadio Mané,65.0,Liverpool,Saved,7,Head,0,Trent Alexander-Arnold,Pass (Live),Trent Alexander-Arnold,Dribble,2021-08-21,Liverpool,Burnley
James Tarkowski,68.0,Burnley,Off Target,14,Head,0,Jóhann Berg Guðmundsson,Pass (Live),Matthew Lowton,Pass (Dead),2021-08-21,Liverpool,Burnley
Sadio Mané,69.0,Liverpool,Goal,13,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Live),Harvey Elliott,Pass (Live),2021-08-21,Liverpool,Burnley
Virgil van Dijk,73.0,Liverpool,Wayward,3,Head,0,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled,2021-08-21,Liverpool,Burnley
Joël Matip,73.0,Liverpool,Blocked,4,Head,0,Virgil van Dijk,Shot,0,0,2021-08-21,Liverpool,Burnley
Joël Matip,74.0,Liverpool,Off Target,8,Head,0,Kostas Tsimikas,Pass (Live),Jordan Henderson,Pass (Live),2021-08-21,Liverpool,Burnley
Mohamed Salah,75.0,Liverpool,Off Target,21,Left Foot,0,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live),2021-08-21,Liverpool,Burnley
Trent Alexander-Arnold,84.0,Liverpool,Saved,20,Right Foot,0,Mohamed Salah,Pass (Live),0,0,2021-08-21,Liverpool,Burnley
Dwight McNeil,85.0,Burnley,Off Target,25,Left Foot,0,Ashley Barnes,Pass (Live),Josh Brownhill,Pass (Live),2021-08-21,Liverpool,Burnley
Thiago Alcántara,86.0,Liverpool,Blocked,22,Right Foot,0,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live),2021-08-21,Liverpool,Burnley
Mohamed Salah,87.0,Liverpool,Off Target,21,Left Foot,0,Trent Alexander-Arnold,Pass (Live),Roberto Firmino,Pass (Live),2021-08-21,Liverpool,Burnley
Roberto Firmino,90.1,Liverpool,Saved,18,Left Foot,Half volley,Sadio Mané,Pass (Live),Thiago Alcántara,Pass (Live),2021-08-21,Liverpool,Burnley
Jay Rodriguez,90.2,Burnley,Blocked,12,Left Foot,0,Ashley Barnes,Pass (Live),Jack Cork,Pass (Live),2021-08-21,Liverpool,Burnley
Ben Mee,90.3,Burnley,Off Target,9,Head,0,Josh Brownhill,Pass (Dead),Jay Rodriguez,Shot,2021-08-21,Liverpool,Burnley
Ashley Barnes,90.5,Burnley,Saved,11,Right Foot,0,Jay Rodriguez,Pass (Live),0,0,2021-08-21,Liverpool,Burnley
Jack Cork,90.5,Burnley,Off Target,24,Right Foot,0,Ashley Barnes,Shot,0,0,2021-08-21,Liverpool,Burnley
Anwar El Ghazi,4.0,Aston Villa,Off Target,19,Right Foot,0,John McGinn,Pass (Live),Emi Buendía,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Callum Wilson,5.0,Newcastle Utd,Off Target,19,Right Foot,0,Federico Fernández,Pass (Live),Matt Ritchie,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Jamaal Lascelles,14.0,Newcastle Utd,Wayward,8,Head,0,Matt Ritchie,Pass (Dead),0,0,2021-08-21,Aston Villa,Newcastle Utd
John McGinn,15.0,Aston Villa,Off Target,25,Left Foot,0,Emi Buendía,Pass (Live),Anwar El Ghazi,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Matty Cash,29.0,Aston Villa,Off Target,21,Right Foot,Half volley,0,0,0,0,2021-08-21,Aston Villa,Newcastle Utd
Douglas Luiz,34.0,Aston Villa,Off Target,22,Right Foot,0,Emi Buendía,Pass (Live),Ezri Konsa,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Federico Fernández,45.1,Newcastle Utd,Off Target,11,Head,0,Matt Ritchie,Pass (Dead),Joe Willock,Fouled,2021-08-21,Aston Villa,Newcastle Utd
Danny Ings,45.3,Aston Villa,Goal,11,Right Foot,Overhead kick,Tyrone Mings,Pass (Live),Matty Cash,Pass (Dead),2021-08-21,Aston Villa,Newcastle Utd
Tyrone Mings,58.0,Aston Villa,Blocked,6,Head,0,Ezri Konsa,Pass (Live),John McGinn,Pass (Dead),2021-08-21,Aston Villa,Newcastle Utd
Anwar El Ghazi (pen),62.0,Aston Villa,Goal,12,Right Foot,0,Tyrone Mings,Shot,0,0,2021-08-21,Aston Villa,Newcastle Utd
Matt Ritchie,65.0,Newcastle Utd,Off Target,21,Left Foot,0,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Callum Wilson,71.0,Newcastle Utd,Off Target,8,Head,0,Matt Ritchie,Pass (Dead),Fabian Schär,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Allan Saint-Maximin,73.0,Newcastle Utd,Blocked,30,Right Foot,0,Joe Willock,Pass (Live),Sean Longstaff,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Jacob Ramsey,74.0,Aston Villa,Off Target,24,Left Foot,0,Emi Buendía,Pass (Live),John McGinn,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Danny Ings,79.0,Aston Villa,Off Target,6,Head,0,John McGinn,Pass (Dead),Matty Cash,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Anwar El Ghazi,90.2,Aston Villa,Off Target,22,Right Foot,0,John McGinn,Pass (Dead),Jaden Philogene Bidace,Fouled,2021-08-21,Aston Villa,Newcastle Utd
Ryan Fraser,90.3,Newcastle Utd,Off Target,15,Right Foot,0,Miguel Almirón,Pass (Live),Joelinton,Pass (Live),2021-08-21,Aston Villa,Newcastle Utd
Callum Wilson,90.4,Newcastle Utd,Off Target,14,Left Foot,Half volley,Matt Ritchie,Pass (Live),0,0,2021-08-21,Aston Villa,Newcastle Utd
Joelinton,90.7,Newcastle Utd,Saved,8,Head,0,Matt Ritchie,Pass (Dead),0,0,2021-08-21,Aston Villa,Newcastle Utd
Rodri,2.0,Manchester City,Wayward,25,Right Foot,Half volley,0,0,0,0,2021-08-21,Manchester City,Norwich City
Ferrán Torres,11.0,Manchester City,Blocked,24,Right Foot,0,Jack Grealish,Pass (Live),João Cancelo,Pass (Live),2021-08-21,Manchester City,Norwich City
Jack Grealish,22.0,Manchester City,Goal,5,Other,Open goal,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live),2021-08-21,Manchester City,Norwich City
João Cancelo,27.0,Manchester City,Off Target,25,Right Foot,0,Aymeric Laporte,Pass (Live),Bernardo Silva,Pass (Live),2021-08-21,Manchester City,Norwich City
Bernardo Silva,31.0,Manchester City,Blocked,22,Left Foot,0,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live),2021-08-21,Manchester City,Norwich City
Ferrán Torres,45.1,Manchester City,Blocked,19,Right Foot,0,Rodri,Tackle,0,0,2021-08-21,Manchester City,Norwich City
Rodri,52.0,Manchester City,Off Target,23,Right Foot,0,0,0,0,0,2021-08-21,Manchester City,Norwich City
Kyle Walker,55.0,Manchester City,Blocked,24,Right Foot,0,Gabriel Jesus,Pass (Live),0,0,2021-08-21,Manchester City,Norwich City
Gabriel Jesus,55.0,Manchester City,Off Target,15,Left Foot,0,Kyle Walker,Shot,0,0,2021-08-21,Manchester City,Norwich City
Ferrán Torres,59.0,Manchester City,Blocked,21,Left Foot,0,Rúben Dias,Tackle,0,0,2021-08-21,Manchester City,Norwich City
Aymeric Laporte,64.0,Manchester City,Blocked,5,Head,0,İlkay Gündoğan,Pass (Dead),Kyle Walker,Pass (Live),2021-08-21,Manchester City,Norwich City
Aymeric Laporte,64.0,Manchester City,Goal,7,Right Foot,Half volley,0,0,0,0,2021-08-21,Manchester City,Norwich City
Raheem Sterling,71.0,Manchester City,Goal,5,Right Foot,0,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live),2021-08-21,Manchester City,Norwich City
Milot Rashica,78.0,Norwich City,Off Target,17,Right Foot,0,0,0,0,0,2021-08-21,Manchester City,Norwich City
Riyad Mahrez,84.0,Manchester City,Goal,12,Left Foot,0,Rúben Dias,Pass (Live),Aymeric Laporte,Pass (Live),2021-08-21,Manchester City,Norwich City
Riyad Mahrez,87.0,Manchester City,Blocked,23,Left Foot,Free kick,Raheem Sterling,Fouled,Kyle Walker,Pass (Live),2021-08-21,Manchester City,Norwich City
Raheem Sterling,89.0,Manchester City,Off Target,22,Right Foot,Half volley,Riyad Mahrez,Pass (Dead),0,0,2021-08-21,Manchester City,Norwich City
Conor Gallagher,7.0,Crystal Palace,Woodwork,8,Right Foot,0,Wilfried Zaha,Pass (Live),Conor Gallagher,Pass (Live),2021-08-21,Crystal Palace,Brentford
