player,minute,squad,outcome,distance,body_part,notes,sca_1_player,sca_1_type,sca_2_player,sca_2_type,date,squad_h,squad_a
Paul Pogba,59.0,Manchester Utd,Off Target,16,Left Foot,0,Paul Pogba,Dribble,Jadon Sancho,Pass (Live),2021-08-22,Southampton,Manchester Utd
Mason Greenwood,64.0,Manchester Utd,Off Target,7,Head,0,Fred,Pass (Live),Jadon Sancho,Pass (Live),2021-08-22,Southampton,Manchester Utd
Bruno Fernandes,65.0,Manchester Utd,Saved,13,Head,0,Aaron Wan-Bissaka,Pass (Live),Jadon Sancho,Pass (Live),2021-08-22,Southampton,Manchester Utd
Mason Greenwood,69.0,Manchester Utd,Off Target,24,Left Foot,Volley,0,0,0,0,2021-08-22,Southampton,Manchester Utd
Adam Armstrong,74.0,Southampton,Saved,15,Left Foot,0,Che Adams,Pass (Live),James Ward-Prowse,Tackle,2021-08-22,Southampton,Manchester Utd
Che Adams,75.0,Southampton,Wayward,4,Head,0,James Ward-Prowse,Pass (Dead),Mohammed Salisu,Interception,2021-08-22,Southampton,Manchester Utd
James Ward-Prowse,79.0,Southampton,Saved,29,Right Foot,Free kick,Che Adams,Fouled,0,0,2021-08-22,Southampton,Manchester Utd
Scott McTominay,90.1,Manchester Utd,Blocked,25,Right Foot,0,Jadon Sancho,Pass (Live),Jesse Lingard,Pass (Live),2021-08-22,Southampton,Manchester Utd
Adama Traoré,7.0,Wolves,Wayward,16,Right Foot,0,Fernando Marçal,Pass (Live),Romain Saïss,Pass (Live),2021-08-22,Wolves,Tottenham
Dele Alli (pen),10.0,Tottenham,Goal,12,Right Foot,0,Dele Alli,Fouled,Sergio Reguilón,Pass (Live),2021-08-22,Wolves,Tottenham
Nélson Semedo,17.0,Wolves,Blocked,26,Right Foot,0,Adama Traoré,Pass (Live),Rúben Neves,Pass (Live),2021-08-22,Wolves,Tottenham
Francisco Trincão,18.0,Wolves,Saved,14,Left Foot,Overhead kick,0,0,0,0,2021-08-22,Wolves,Tottenham
Rúben Neves,23.0,Wolves,Off Target,33,Right Foot,0,João Moutinho,Pass (Live),0,0,2021-08-22,Wolves,Tottenham
Raúl Jiménez,27.0,Wolves,Off Target,17,Right Foot,0,João Moutinho,Pass (Live),Adama Traoré,Pass (Live),2021-08-22,Wolves,Tottenham
Raúl Jiménez,31.0,Wolves,Blocked,18,Right Foot,0,0,0,0,0,2021-08-22,Wolves,Tottenham
Francisco Trincão,33.0,Wolves,Saved,23,Left Foot,Half volley,Raúl Jiménez,Pass (Live),Conor Coady,Pass (Live),2021-08-22,Wolves,Tottenham
Rúben Neves,45.0,Wolves,Saved,27,Right Foot,Volley,0,0,0,0,2021-08-22,Wolves,Tottenham
Rúben Neves,48.0,Wolves,Blocked,18,Left Foot,0,Adama Traoré,Pass (Live),João Moutinho,Tackle,2021-08-22,Wolves,Tottenham
Adama Traoré,51.0,Wolves,Blocked,14,Right Foot,0,Raúl Jiménez,Pass (Live),Rúben Neves,Pass (Live),2021-08-22,Wolves,Tottenham
Nélson Semedo,53.0,Wolves,Off Target,27,Right Foot,0,0,0,0,0,2021-08-22,Wolves,Tottenham
Francisco Trincão,59.0,Wolves,Saved,15,Left Foot,0,Nélson Semedo,Pass (Live),Conor Coady,Pass (Live),2021-08-22,Wolves,Tottenham
Adama Traoré,61.0,Wolves,Saved,15,Right Foot,0,Rúben Neves,Pass (Live),Rúben Neves,Tackle,2021-08-22,Wolves,Tottenham
Raúl Jiménez,62.0,Wolves,Blocked,19,Right Foot,0,Francisco Trincão,Pass (Live),Nélson Semedo,Pass (Live),2021-08-22,Wolves,Tottenham
Adama Traoré,62.0,Wolves,Blocked,22,Right Foot,0,Raúl Jiménez,Shot,0,0,2021-08-22,Wolves,Tottenham
Raúl Jiménez,62.0,Wolves,Blocked,7,Right Foot,Half volley,Nélson Semedo,Pass (Live),0,0,2021-08-22,Wolves,Tottenham
Romain Saïss,63.0,Wolves,Off Target,10,Head,0,João Moutinho,Pass (Dead),Raúl Jiménez,Shot,2021-08-22,Wolves,Tottenham
Steven Bergwijn,65.0,Tottenham,Saved,21,Right Foot,0,Hugo Lloris,Pass (Live),0,0,2021-08-22,Wolves,Tottenham
Son Heung-min,65.0,Tottenham,Saved,14,Right Foot,"Deflected, Half volley",Steven Bergwijn,Shot,0,0,2021-08-22,Wolves,Tottenham
Son Heung-min,65.0,Tottenham,Blocked,16,Left Foot,0,Steven Bergwijn,Pass (Live),Son Heung-min,Shot,2021-08-22,Wolves,Tottenham
João Moutinho,68.0,Wolves,Off Target,20,Right Foot,0,Rúben Neves,Pass (Live),Adama Traoré,Pass (Live),2021-08-22,Wolves,Tottenham
Rúben Neves,73.0,Wolves,Blocked,35,Right Foot,0,Adama Traoré,Pass (Live),Fernando Marçal,Pass (Live),2021-08-22,Wolves,Tottenham
Francisco Trincão,75.0,Wolves,Blocked,15,Left Foot,Half volley,0,0,0,0,2021-08-22,Wolves,Tottenham
Leander Dendoncker,76.0,Wolves,Off Target,12,Head,0,Francisco Trincão,Pass (Live),Fernando Marçal,Pass (Live),2021-08-22,Wolves,Tottenham
Fernando Marçal,79.0,Wolves,Off Target,26,Left Foot,0,Rúben Neves,Pass (Live),Adama Traoré,Pass (Live),2021-08-22,Wolves,Tottenham
Harry Kane,81.0,Tottenham,Saved,8,Right Foot,0,Steven Bergwijn,Pass (Live),Steven Bergwijn,Dribble,2021-08-22,Wolves,Tottenham
Steven Bergwijn,81.0,Tottenham,Saved,7,Left Foot,0,Harry Kane,Shot,0,0,2021-08-22,Wolves,Tottenham
Eric Dier,85.0,Tottenham,Saved,6,Head,0,Giovani Lo Celso,Pass (Dead),0,0,2021-08-22,Wolves,Tottenham
Rayan Aït Nouri,87.0,Wolves,Blocked,21,Left Foot,0,Rúben Neves,Pass (Live),Rayan Aït Nouri,Pass (Live),2021-08-22,Wolves,Tottenham
Raúl Jiménez,88.0,Wolves,Blocked,14,Right Foot,0,Adama Traoré,Pass (Live),Adama Traoré,Dribble,2021-08-22,Wolves,Tottenham
Pierre Højbjerg,88.0,Tottenham,Blocked,16,Right Foot,0,Pierre Højbjerg,Dribble,Harry Kane,Pass (Live),2021-08-22,Wolves,Tottenham
Fábio Silva,89.0,Wolves,Saved,10,Head,0,Rúben Neves,Pass (Dead),0,0,2021-08-22,Wolves,Tottenham
Emile Smith-Rowe,2.0,Arsenal,Saved,23,Left Foot,Half volley,Bukayo Saka,Pass (Live),Granit Xhaka,Pass (Live),2021-08-22,Arsenal,Chelsea
Reece James,3.0,Chelsea,Blocked,21,Right Foot,0,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live),2021-08-22,Arsenal,Chelsea
Kai Havertz,5.0,Chelsea,Blocked,20,Left Foot,0,Romelu Lukaku,Pass (Live),Mateo Kovačić,Pass (Live),2021-08-22,Arsenal,Chelsea
Romelu Lukaku,15.0,Chelsea,Goal,3,Right Foot,Open goal,Reece James,Pass (Live),Mateo Kovačić,Pass (Live),2021-08-22,Arsenal,Chelsea
Romelu Lukaku,21.0,Chelsea,Off Target,6,Head,0,Reece James,Pass (Live),Mateo Kovačić,Pass (Live),2021-08-22,Arsenal,Chelsea
Mason Mount,23.0,Chelsea,Blocked,15,Right Foot,0,Reece James,Pass (Live),Kai Havertz,Pass (Live),2021-08-22,Arsenal,Chelsea
Romelu Lukaku,27.0,Chelsea,Blocked,18,Right Foot,0,Mason Mount,Pass (Live),Mateo Kovačić,Pass (Live),2021-08-22,Arsenal,Chelsea
Albert Sambi Lokonga,29.0,Arsenal,Off Target,25,Right Foot,0,Granit Xhaka,Pass (Live),0,0,2021-08-22,Arsenal,Chelsea
Romelu Lukaku,30.0,Chelsea,Blocked,22,Left Foot,0,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live),2021-08-22,Arsenal,Chelsea
Mason Mount,31.0,Chelsea,Saved,23,Right Foot,0,Reece James,Pass (Live),Mason Mount,Pass (Live),2021-08-22,Arsenal,Chelsea
Reece James,35.0,Chelsea,Goal,12,Right Foot,0,Mason Mount,Pass (Live),Romelu Lukaku,Fouled,2021-08-22,Arsenal,Chelsea
Kai Havertz,39.0,Chelsea,Off Target,6,Head,0,Mason Mount,Pass (Live),Mason Mount,Dribble,2021-08-22,Arsenal,Chelsea
Romelu Lukaku,50.0,Chelsea,Blocked,16,Left Foot,0,Mateo Kovačić,Pass (Live),César Azpilicueta,Pass (Live),2021-08-22,Arsenal,Chelsea
Kai Havertz,50.0,Chelsea,Blocked,11,Right Foot,0,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live),2021-08-22,Arsenal,Chelsea
Bukayo Saka,52.0,Arsenal,Saved,26,Left Foot,0,Granit Xhaka,Pass (Live),0,0,2021-08-22,Arsenal,Chelsea
Romelu Lukaku,55.0,Chelsea,Blocked,10,Right Foot,Volley,0,0,0,0,2021-08-22,Arsenal,Chelsea
Mason Mount,57.0,Chelsea,Off Target,22,Left Foot,0,Romelu Lukaku,Pass (Live),Reece James,Pass (Live),2021-08-22,Arsenal,Chelsea
Rob Holding,60.0,Arsenal,Off Target,6,Head,0,Pablo Marí,Pass (Live),Nicolas Pépé,Pass (Dead),2021-08-22,Arsenal,Chelsea
Pierre-Emerick Aubameyang,63.0,Arsenal,Saved,17,Left Foot,0,Martinelli,Tackle,0,0,2021-08-22,Arsenal,Chelsea
Mateo Kovačić,68.0,Chelsea,Off Target,20,Right Foot,Half volley,0,0,0,0,2021-08-22,Arsenal,Chelsea
Emile Smith-Rowe,69.0,Arsenal,Blocked,9,Right Foot,0,Cédric Soares,Pass (Live),Nicolas Pépé,Pass (Live),2021-08-22,Arsenal,Chelsea
Reece James,70.0,Chelsea,Blocked,21,Right Foot,0,Marcos Alonso,Pass (Live),Kai Havertz,Pass (Live),2021-08-22,Arsenal,Chelsea
Mateo Kovačić,71.0,Chelsea,Off Target,17,Right Foot,0,Reece James,Pass (Live),0,0,2021-08-22,Arsenal,Chelsea
Romelu Lukaku,77.0,Chelsea,Saved to Post,8,Head,0,Mason Mount,Pass (Live),Reece James,Pass (Live),2021-08-22,Arsenal,Chelsea
Reece James,80.0,Chelsea,Blocked,12,Right Foot,0,0,0,0,0,2021-08-22,Arsenal,Chelsea
Kai Havertz,87.0,Chelsea,Saved,8,Right Foot,0,Romelu Lukaku,Pass (Live),0,0,2021-08-22,Arsenal,Chelsea
Hakim Ziyech,88.0,Chelsea,Blocked,19,Left Foot,0,Jorginho,Pass (Live),Jorginho,Tackle,2021-08-22,Arsenal,Chelsea
Romelu Lukaku,90.0,Chelsea,Wayward,9,Head,0,Marcos Alonso,Pass (Live),Romelu Lukaku,Pass (Live),2021-08-22,Arsenal,Chelsea
Saïd Benrahma,6.0,West Ham,Saved,24,Right Foot,0,0,0,0,0,2021-08-23,West Ham,Leicester City
Declan Rice,14.0,West Ham,Off Target,26,Right Foot,0,0,0,0,0,2021-08-23,West Ham,Leicester City
Michail Antonio,16.0,West Ham,Off Target,22,Right Foot,0,Michail Antonio,Dribble,Pablo Fornals,Pass (Live),2021-08-23,West Ham,Leicester City
Tomáš Souček,24.0,West Ham,Blocked,20,Right Foot,Half volley,Michail Antonio,Pass (Live),Vladimír Coufal,Pass (Dead),2021-08-23,West Ham,Leicester City
Pablo Fornals,26.0,West Ham,Goal,11,Left Foot,Half volley,Saïd Benrahma,Pass (Live),Pablo Fornals,Pass (Live),2021-08-23,West Ham,Leicester City
Tomáš Souček,29.0,West Ham,Off Target,5,Head,0,Declan Rice,Pass (Live),0,0,2021-08-23,West Ham,Leicester City
Ricardo Pereira,30.0,Leicester City,Off Target,11,Right Foot,0,Ayoze Pérez,Pass (Live),Ricardo Pereira,Pass (Live),2021-08-23,West Ham,Leicester City
Ayoze Pérez,33.0,Leicester City,Off Target,17,Right Foot,0,James Maddison,Pass (Live),Ricardo Pereira,Pass (Live),2021-08-23,West Ham,Leicester City
Craig Dawson,35.0,West Ham,Off Target,4,Head,0,Jarrod Bowen,Pass (Dead),Jarrod Bowen,Tackle,2021-08-23,West Ham,Leicester City
Michail Antonio,44.0,West Ham,Blocked,11,Right Foot,0,0,0,0,0,2021-08-23,West Ham,Leicester City
Michail Antonio,45.0,West Ham,Wayward,6,Head,0,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live),2021-08-23,West Ham,Leicester City
Tomáš Souček,50.0,West Ham,Off Target,13,Right Foot,0,Jarrod Bowen,Pass (Live),Vladimír Coufal,Pass (Live),2021-08-23,West Ham,Leicester City
Michail Antonio,52.0,West Ham,Saved,7,Head,0,Pablo Fornals,Pass (Live),Vladimír Coufal,Pass (Live),2021-08-23,West Ham,Leicester City
Saïd Benrahma,56.0,West Ham,Goal,12,Right Foot,0,Michail Antonio,Pass (Live),Michail Antonio,Interception,2021-08-23,West Ham,Leicester City
James Maddison,58.0,Leicester City,Blocked,25,Right Foot,0,Harvey Barnes,Pass (Live),Youri Tielemans,Pass (Live),2021-08-23,West Ham,Leicester City
Michail Antonio,63.0,West Ham,Saved,24,Right Foot,0,Saïd Benrahma,Pass (Live),Michail Antonio,Pass (Live),2021-08-23,West Ham,Leicester City
Aaron Cresswell,63.0,West Ham,Off Target,16,Left Foot,Volley,Craig Dawson,Pass (Live),Jarrod Bowen,Pass (Dead),2021-08-23,West Ham,Leicester City
Craig Dawson,67.0,West Ham,Off Target,6,Head,0,Jarrod Bowen,Pass (Dead),0,0,2021-08-23,West Ham,Leicester City
Youri Tielemans,69.0,Leicester City,Blocked,12,Left Foot,Half volley,James Maddison,Pass (Live),Jamie Vardy,Pass (Live),2021-08-23,West Ham,Leicester City
Youri Tielemans,69.0,Leicester City,Goal,8,Right Foot,Half volley,Youri Tielemans,Shot,0,0,2021-08-23,West Ham,Leicester City
Craig Dawson,75.0,West Ham,Wayward,6,Head,0,Jarrod Bowen,Pass (Dead),0,0,2021-08-23,West Ham,Leicester City
Craig Dawson,76.0,West Ham,Off Target,5,Head,0,Declan Rice,Pass (Live),Saïd Benrahma,Pass (Live),2021-08-23,West Ham,Leicester City
Michail Antonio,80.0,West Ham,Goal,10,Right Foot,0,Declan Rice,Pass (Live),Aaron Cresswell,Pass (Live),2021-08-23,West Ham,Leicester City
Michail Antonio,84.0,West Ham,Goal,8,Right Foot,Half volley,Vladimír Coufal,Pass (Live),Jarrod Bowen,Pass (Live),2021-08-23,West Ham,Leicester City
Bukayo Saka,6.0,Arsenal,Off Target,7,Other,0,Kieran Tierney,Pass (Live),Martin Ødegaard,Pass (Live),2021-08-28,Manchester City,Arsenal
İlkay Gündoğan,7.0,Manchester City,Goal,5,Head,0,Gabriel Jesus,Pass (Live),Bernardo Silva,Pass (Live),2021-08-28,Manchester City,Arsenal
Ferrán Torres,12.0,Manchester City,Goal,7,Left Foot,Half volley,0,0,0,0,2021-08-28,Manchester City,Arsenal
Ferrán Torres,17.0,Manchester City,Off Target,12,Right Foot,Half volley,Gabriel Jesus,Pass (Live),Bernardo Silva,Pass (Live),2021-08-28,Manchester City,Arsenal
Ferrán Torres,38.0,Manchester City,Blocked,20,Right Foot,Half volley,Gabriel Jesus,Pass (Live),0,0,2021-08-28,Manchester City,Arsenal
Aymeric Laporte,39.0,Manchester City,Blocked,11,Head,0,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live),2021-08-28,Manchester City,Arsenal
Gabriel Jesus,43.0,Manchester City,Goal,5,Left Foot,0,Jack Grealish,Pass (Live),Ferrán Torres,Pass (Live),2021-08-28,Manchester City,Arsenal
Bernardo Silva,50.0,Manchester City,Saved,11,Left Foot,0,Jack Grealish,Pass (Live),İlkay Gündoğan,Pass (Live),2021-08-28,Manchester City,Arsenal
Rodri,50.0,Manchester City,Blocked,21,Right Foot,Half volley,0,0,0,0,2021-08-28,Manchester City,Arsenal
İlkay Gündoğan,51.0,Manchester City,Blocked,28,Right Foot,0,Rúben Dias,Pass (Live),Gabriel Jesus,Pass (Live),2021-08-28,Manchester City,Arsenal
Jack Grealish,52.0,Manchester City,Blocked,16,Right Foot,0,İlkay Gündoğan,Pass (Live),Rodri,Pass (Live),2021-08-28,Manchester City,Arsenal
Rodri,53.0,Manchester City,Goal,26,Right Foot,0,Ferrán Torres,Pass (Live),Gabriel Jesus,Pass (Live),2021-08-28,Manchester City,Arsenal
Oleksandr Zinchenko,56.0,Manchester City,Blocked,28,Left Foot,0,0,0,0,0,2021-08-28,Manchester City,Arsenal
Aymeric Laporte,63.0,Manchester City,Off Target,8,Head,0,Rodri,Pass (Live),João Cancelo,Pass (Live),2021-08-28,Manchester City,Arsenal
Raheem Sterling,65.0,Manchester City,Blocked,7,Right Foot,0,Jack Grealish,Pass (Live),İlkay Gündoğan,Pass (Live),2021-08-28,Manchester City,Arsenal
Raheem Sterling,68.0,Manchester City,Saved,8,Head,0,Riyad Mahrez,Pass (Live),Rodri,Pass (Live),2021-08-28,Manchester City,Arsenal
Raheem Sterling,68.0,Manchester City,Off Target,21,Right Foot,0,Raheem Sterling,Dribble,Jack Grealish,Pass (Live),2021-08-28,Manchester City,Arsenal
Aymeric Laporte,76.0,Manchester City,Off Target,8,Right Foot,Back heel,Rúben Dias,Pass (Live),Riyad Mahrez,Pass (Live),2021-08-28,Manchester City,Arsenal
Raheem Sterling,77.0,Manchester City,Saved,13,Right Foot,0,Riyad Mahrez,Pass (Live),João Cancelo,Pass (Live),2021-08-28,Manchester City,Arsenal
Ferrán Torres,84.0,Manchester City,Goal,7,Head,0,Riyad Mahrez,Pass (Live),João Cancelo,Pass (Live),2021-08-28,Manchester City,Arsenal
İlkay Gündoğan,86.0,Manchester City,Blocked,23,Right Foot,0,Rodri,Pass (Live),Riyad Mahrez,Pass (Live),2021-08-28,Manchester City,Arsenal
Aymeric Laporte,87.0,Manchester City,Blocked,21,Left Foot,0,0,0,0,0,2021-08-28,Manchester City,Arsenal
Aymeric Laporte,87.0,Manchester City,Blocked,11,Left Foot,0,Jack Grealish,Pass (Live),Oleksandr Zinchenko,Pass (Dead),2021-08-28,Manchester City,Arsenal
Riyad Mahrez,88.0,Manchester City,Blocked,22,Left Foot,0,Jack Grealish,Pass (Live),Raheem Sterling,Pass (Live),2021-08-28,Manchester City,Arsenal
Riyad Mahrez,90.1,Manchester City,Saved,12,Left Foot,Deflected,Raheem Sterling,Pass (Live),Jack Grealish,Pass (Live),2021-08-28,Manchester City,Arsenal
João Cancelo,90.2,Manchester City,Saved,7,Left Foot,0,İlkay Gündoğan,Pass (Live),Rúben Dias,Pass (Live),2021-08-28,Manchester City,Arsenal
Jamie Vardy,8.0,Leicester City,Goal,13,Right Foot,0,Ricardo Pereira,Pass (Live),Ricardo Pereira,Tackle,2021-08-28,Norwich City,Leicester City
Kenny McLean,16.0,Norwich City,Saved,25,Left Foot,0,Max Aarons,Pass (Live),Pierre Lees-Melou,Pass (Live),2021-08-28,Norwich City,Leicester City
Todd Cantwell,21.0,Norwich City,Off Target,26,Right Foot,Half volley,Pierre Lees-Melou,Pass (Live),Todd Cantwell,Pass (Live),2021-08-28,Norwich City,Leicester City
Pierre Lees-Melou,27.0,Norwich City,Saved,23,Left Foot,0,Milot Rashica,Pass (Live),Milot Rashica,Interception,2021-08-28,Norwich City,Leicester City
Jamie Vardy,29.0,Leicester City,Saved,11,Right Foot,0,0,0,0,0,2021-08-28,Norwich City,Leicester City
Harvey Barnes,32.0,Leicester City,Off Target,18,Right Foot,0,Youri Tielemans,Pass (Live),Marc Albrighton,Pass (Live),2021-08-28,Norwich City,Leicester City
Teemu Pukki (pen),44.0,Norwich City,Goal,12,Right Foot,0,Pierre Lees-Melou,Fouled,Max Aarons,Pass (Live),2021-08-28,Norwich City,Leicester City
Harvey Barnes,45.3,Leicester City,Blocked,28,Right Foot,0,Harvey Barnes,Dribble,Luke Thomas,Pass (Dead),2021-08-28,Norwich City,Leicester City
Todd Cantwell,48.0,Norwich City,Off Target,24,Right Foot,0,0,0,0,0,2021-08-28,Norwich City,Leicester City
Pierre Lees-Melou,50.0,Norwich City,Off Target,23,Right Foot,0,Teemu Pukki,Pass (Live),Milot Rashica,Pass (Live),2021-08-28,Norwich City,Leicester City
Teemu Pukki,56.0,Norwich City,Saved,12,Head,0,Max Aarons,Pass (Live),0,0,2021-08-28,Norwich City,Leicester City
James Maddison,58.0,Leicester City,Off Target,6,Right Foot,0,0,0,0,0,2021-08-28,Norwich City,Leicester City
James Maddison,61.0,Leicester City,Off Target,9,Right Foot,Half volley,0,0,0,0,2021-08-28,Norwich City,Leicester City
Youri Tielemans,63.0,Leicester City,Off Target,22,Right Foot,0,Daniel Amartey,Pass (Live),Çağlar Söyüncü,Pass (Live),2021-08-28,Norwich City,Leicester City
Milot Rashica,70.0,Norwich City,Blocked,24,Right Foot,Free kick,Brandon Williams,Fouled,Billy Gilmour,Pass (Live),2021-08-28,Norwich City,Leicester City
Marc Albrighton,76.0,Leicester City,Goal,17,Right Foot,Deflected,Jamie Vardy,Pass (Live),James Maddison,Pass (Live),2021-08-28,Norwich City,Leicester City
Josh Sargent,78.0,Norwich City,Off Target,9,Right Foot,Half volley,Lukas Rupp,Pass (Live),Brandon Williams,Pass (Live),2021-08-28,Norwich City,Leicester City
Billy Gilmour,79.0,Norwich City,Blocked,21,Left Foot,0,Josh Sargent,Pass (Live),Billy Gilmour,Pass (Live),2021-08-28,Norwich City,Leicester City
Kenny McLean,80.0,Norwich City,Wayward,7,Head,0,Milot Rashica,Pass (Dead),Billy Gilmour,Shot,2021-08-28,Norwich City,Leicester City
Max Aarons,84.0,Norwich City,Blocked,17,Right Foot,0,0,0,0,0,2021-08-28,Norwich City,Leicester City
Lukas Rupp,84.0,Norwich City,Blocked,22,Right Foot,0,Max Aarons,Shot,0,0,2021-08-28,Norwich City,Leicester City
Kelechi Iheanacho,90.3,Leicester City,Off Target,18,Left Foot,0,0,0,0,0,2021-08-28,Norwich City,Leicester City
Adam Idah,90.5,Norwich City,Off Target,7,Right Foot,Half volley,Max Aarons,Pass (Live),Max Aarons,Dribble,2021-08-28,Norwich City,Leicester City
Michail Antonio,15.0,West Ham,Blocked,17,Right Foot,0,Vladimír Coufal,Pass (Live),Declan Rice,Pass (Live),2021-08-28,West Ham,Crystal Palace
Michail Antonio,16.0,West Ham,Blocked,11,Head,0,Vladimír Coufal,Pass (Dead),0,0,2021-08-28,West Ham,Crystal Palace
Craig Dawson,17.0,West Ham,Blocked,8,Right Foot,Half volley,Jarrod Bowen,Pass (Live),Michail Antonio,Shot,2021-08-28,West Ham,Crystal Palace
Michail Antonio,26.0,West Ham,Blocked,16,Left Foot,0,Aaron Cresswell,Pass (Live),0,0,2021-08-28,West Ham,Crystal Palace
Tomáš Souček,26.0,West Ham,Blocked,21,Left Foot,0,Michail Antonio,Shot,0,0,2021-08-28,West Ham,Crystal Palace
Pablo Fornals,26.0,West Ham,Blocked,19,Left Foot,0,Tomáš Souček,Shot,0,0,2021-08-28,West Ham,Crystal Palace
Michail Antonio,33.0,West Ham,Blocked,17,Left Foot,0,0,0,0,0,2021-08-28,West Ham,Crystal Palace
Pablo Fornals,39.0,West Ham,Goal,10,Left Foot,0,Michail Antonio,Pass (Live),Pablo Fornals,Pass (Live),2021-08-28,West Ham,Crystal Palace
Jordan Ayew,43.0,Crystal Palace,Blocked,19,Right Foot,0,Wilfried Zaha,Pass (Live),James McArthur,Pass (Live),2021-08-28,West Ham,Crystal Palace
Saïd Benrahma,50.0,West Ham,Saved,15,Right Foot,0,Jarrod Bowen,Pass (Live),Declan Rice,Pass (Live),2021-08-28,West Ham,Crystal Palace
Jarrod Bowen,52.0,West Ham,Off Target,22,Left Foot,0,Michail Antonio,Pass (Live),Vladimír Coufal,Pass (Dead),2021-08-28,West Ham,Crystal Palace
Tomáš Souček,53.0,West Ham,Saved,8,Head,0,Pablo Fornals,Pass (Live),Saïd Benrahma,Pass (Live),2021-08-28,West Ham,Crystal Palace
Wilfried Zaha,55.0,Crystal Palace,Off Target,20,Left Foot,0,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live),2021-08-28,West Ham,Crystal Palace
Conor Gallagher,58.0,Crystal Palace,Goal,3,Right Foot,Half volley,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live),2021-08-28,West Ham,Crystal Palace
James McArthur,64.0,Crystal Palace,Blocked,25,Right Foot,Volley,0,0,0,0,2021-08-28,West Ham,Crystal Palace
Christian Benteke,65.0,Crystal Palace,Off Target,11,Head,0,Joachim Andersen,Pass (Live),James McArthur,Pass (Live),2021-08-28,West Ham,Crystal Palace
Michail Antonio,68.0,West Ham,Goal,13,Left Foot,Half volley,0,0,0,0,2021-08-28,West Ham,Crystal Palace
Conor Gallagher,70.0,Crystal Palace,Goal,9,Right Foot,0,Conor Gallagher,Dribble,Wilfried Zaha,Pass (Live),2021-08-28,West Ham,Crystal Palace
Pablo Fornals,72.0,West Ham,Off Target,14,Right Foot,Volley,Michail Antonio,Pass (Live),Aaron Cresswell,Pass (Live),2021-08-28,West Ham,Crystal Palace
Marc Guéhi,74.0,Crystal Palace,Blocked,6,Head,0,Joachim Andersen,Pass (Live),Conor Gallagher,Pass (Dead),2021-08-28,West Ham,Crystal Palace
Andriy Yarmolenko,87.0,West Ham,Off Target,19,Left Foot,0,Andriy Yarmolenko,Dribble,Declan Rice,Pass (Live),2021-08-28,West Ham,Crystal Palace
Christian Benteke,89.0,Crystal Palace,Blocked,24,Right Foot,0,Tyrick Mitchell,Pass (Live),Marc Guéhi,Pass (Live),2021-08-28,West Ham,Crystal Palace
Marc Guéhi,90.2,Crystal Palace,Off Target,4,Head,0,Conor Gallagher,Pass (Dead),Jordan Ayew,Fouled,2021-08-28,West Ham,Crystal Palace
Kyle Walker-Peters,10.0,Southampton,Off Target,35,Right Foot,0,James Ward-Prowse,Tackle,0,0,2021-08-28,Newcastle Utd,Southampton
Adam Armstrong,11.0,Southampton,Off Target,20,Right Foot,0,0,0,0,0,2021-08-28,Newcastle Utd,Southampton
Che Adams,13.0,Southampton,Saved,28,Right Foot,0,Kyle Walker-Peters,Pass (Live),Kyle Walker-Peters,Fouled,2021-08-28,Newcastle Utd,Southampton
James Ward-Prowse,14.0,Southampton,Off Target,26,Left Foot,0,Valentino Livramento,Pass (Live),Che Adams,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Adam Armstrong,16.0,Southampton,Off Target,28,Left Foot,0,Moussa Djenepo,Pass (Live),0,0,2021-08-28,Newcastle Utd,Southampton
Moussa Djenepo,23.0,Southampton,Off Target,4,Right Foot,Open goal,Valentino Livramento,Pass (Live),0,0,2021-08-28,Newcastle Utd,Southampton
Moussa Djenepo,25.0,Southampton,Blocked,9,Left Foot,0,Moussa Djenepo,Dribble,Adam Armstrong,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Kyle Walker-Peters,25.0,Southampton,Blocked,26,Right Foot,0,James Ward-Prowse,Pass (Live),Moussa Djenepo,Shot,2021-08-28,Newcastle Utd,Southampton
Jacob Murphy,32.0,Newcastle Utd,Off Target,23,Right Foot,Free kick,Allan Saint-Maximin,Fouled,Callum Wilson,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Mohamed Elyounoussi,37.0,Southampton,Saved,13,Left Foot,0,Che Adams,Pass (Live),0,0,2021-08-28,Newcastle Utd,Southampton
James Ward-Prowse,39.0,Southampton,Saved,25,Right Foot,Free kick,Kyle Walker-Peters,Fouled,Mohamed Elyounoussi,Pass (Live),2021-08-28,Newcastle Utd,Southampton
Adam Armstrong,39.0,Southampton,Blocked,11,Right Foot,Half volley,Jack Stephens,Pass (Live),James Ward-Prowse,Shot,2021-08-28,Newcastle Utd,Southampton
Callum Wilson,42.0,Newcastle Utd,Off Target,24,Right Foot,0,Allan Saint-Maximin,Pass (Live),Fabian Schär,Pass (Live),2021-08-28,Newcastle Utd,Southampton
