player,position,age,minutes,goals,assists,pens_made,pens_att,shots_total,shots_on_target,cards_yellow,cards_red,touches,pressures,tackles,interceptions,blocks,xg,npxg,xa,sca,gca,passes_completed,passes,passes_pct,progressive_passes,carries,progressive_carries,dribbles_completed,dribbles,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocked_shots,blocked_shots_saves,blocked_passes,tackles_interceptions,clearances,errors,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed_pct,players_dribbled_past,nutmegs,carry_distance,carry_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,pass_targets,passes_received,passes_received_pct,progressive_passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,date,squad_h,squad_a
Jamaal Lascelles,CB,28-016,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,7.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,41.0,80.5,1.0,30.0,0.0,0.0,0.0,644.0,178.0,6.0,8.0,75.0,25.0,26.0,96.2,2.0,6.0,33.3,None,0.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,7.0,7.0,29.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.3,4.0,3.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,21.0,39.0,16.0,1.0,1.0,54.0,0.0,0.0,0.0,71.0,33.0,0.0,0.0,2.0,0.0,35.0,33.0,94.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,60.0,2021-11-27,Arsenal,Newcastle Utd
Emil Krafth,"RB,CB",27-117,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,85.0,0.0,33.0,2.0,0.0,0.0,556.0,189.0,17.0,17.0,100.0,13.0,16.0,81.3,3.0,5.0,60.0,None,0.0,4.0,0.0,0.0,36.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,34.0,4.0,2.0,1.0,36.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,15.4,4.0,7.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,30.0,12.0,4.0,0.0,41.0,0.0,0.0,0.0,78.0,51.0,0.0,0.0,0.0,0.0,35.0,33.0,94.3,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-11-27,Arsenal,Newcastle Utd
Martin Dúbravka,GK,32-316,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,69.0,0.0,18.0,0.0,0.0,0.0,874.0,490.0,3.0,3.0,100.0,14.0,14.0,100.0,11.0,24.0,45.8,None,0.0,0.0,0.0,0.0,26.0,16.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,19.0,3.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,113.0,65.0,0.0,0.0,0.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2021-11-27,Arsenal,Newcastle Utd
Christian Benteke,FW,30-359,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,28.0,16.0,1.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,13.0,18.0,72.2,1.0,15.0,0.0,0.0,0.0,142.0,24.0,9.0,12.0,75.0,1.0,3.0,33.3,1.0,1.0,100.0,None,1.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,3.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,7.0,43.8,2.0,2.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,8.0,16.0,7.0,25.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,3.0,3.0,52.0,20.0,38.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,75.0,2021-11-27,Crystal Palace,Aston Villa
Wilfried Zaha,LW,29-017,71.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,17.0,3.0,1.0,0.0,0.2,0.2,0.0,0.0,0.0,20.0,28.0,71.4,3.0,36.0,7.0,2.0,6.0,389.0,96.0,7.0,9.0,77.8,9.0,12.0,75.0,3.0,4.0,75.0,None,0.0,1.0,1.0,0.0,26.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,6.0,5.0,2.0,23.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,41.2,1.0,13.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,23.0,24.0,3.0,40.0,33.3,2.0,0.0,201.0,131.0,4.0,2.0,3.0,3.0,47.0,31.0,66.0,14.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,66.7,2021-11-27,Crystal Palace,Aston Villa
Odsonne Édouard,LW,23-315,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,3.0,6.0,50.0,0.0,6.0,2.0,0.0,1.0,50.0,6.0,1.0,1.0,100.0,2.0,5.0,40.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,1.0,8.0,0.0,0.0,0.0,45.0,41.0,1.0,0.0,0.0,1.0,11.0,7.0,63.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Michael Olise,RW,19-350,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,28.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,53.0,66.0,80.3,9.0,55.0,16.0,1.0,3.0,967.0,250.0,20.0,22.0,90.9,28.0,34.0,82.4,4.0,7.0,57.1,None,0.0,2.0,1.0,0.0,60.0,6.0,0.0,0.0,8.0,2.0,3.0,3.0,2.0,0.0,0.0,46.0,9.0,11.0,50.0,11.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,28.6,13.0,8.0,7.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,35.0,50.0,3.0,73.0,33.3,1.0,0.0,356.0,268.0,7.0,0.0,0.0,4.0,72.0,66.0,91.7,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Jordan Ayew,RW,30-077,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.0,10.0,3.0,1.0,2.0,33.0,0.0,2.0,2.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,9.0,50.0,1.0,0.0,69.0,46.0,0.0,1.0,0.0,0.0,11.0,8.0,72.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Conor Gallagher,"AM,DM",21-294,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,29.0,3.0,2.0,0.0,0.0,0.0,0.1,4.0,0.0,42.0,48.0,87.5,2.0,49.0,6.0,4.0,6.0,821.0,136.0,19.0,20.0,95.0,18.0,21.0,85.7,5.0,7.0,71.4,None,2.0,6.0,2.0,1.0,47.0,1.0,1.0,0.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,38.0,2.0,8.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,50.0,1.0,10.0,34.5,13.0,9.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,10.0,30.0,23.0,2.0,57.0,66.7,4.0,0.0,296.0,140.0,1.0,1.0,2.0,2.0,49.0,42.0,85.7,8.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,100.0,2021-11-27,Crystal Palace,Aston Villa
Cheikhou Kouyaté,DM,31-341,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,38.0,9.0,0.0,5.0,0.0,0.0,0.3,2.0,1.0,34.0,39.0,87.2,1.0,22.0,1.0,0.0,0.0,657.0,137.0,12.0,15.0,80.0,15.0,16.0,93.8,7.0,8.0,87.5,None,1.0,0.0,1.0,1.0,37.0,2.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,3.0,7.0,3.0,30.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1.0,4.0,25.0,3.0,17.0,44.7,19.0,14.0,5.0,1.0,0.0,4.0,9.0,0.0,0.0,3.0,18.0,24.0,11.0,1.0,49.0,0.0,0.0,0.0,87.0,46.0,0.0,0.0,0.0,0.0,23.0,22.0,95.7,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,5.0,3.0,62.5,2021-11-27,Crystal Palace,Aston Villa
Luka Milivojević,DM,30-234,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,44.0,72.7,2.0,28.0,3.0,0.0,1.0,716.0,142.0,10.0,11.0,90.9,12.0,15.0,80.0,9.0,15.0,60.0,None,0.0,1.0,0.0,0.0,40.0,4.0,3.0,0.0,8.0,2.0,3.0,1.0,0.0,0.0,0.0,27.0,4.0,13.0,4.0,37.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,35.3,8.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,25.0,12.0,1.0,41.0,0.0,0.0,0.0,106.0,51.0,0.0,0.0,0.0,0.0,33.0,32.0,97.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Eberechi Eze,AM,23-151,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,25.0,76.0,0.0,17.0,3.0,0.0,0.0,309.0,73.0,11.0,11.0,100.0,6.0,8.0,75.0,2.0,5.0,40.0,None,0.0,1.0,0.0,0.0,21.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,20.0,1.0,4.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,1.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,12.0,14.0,0.0,23.0,0.0,0.0,0.0,69.0,40.0,1.0,0.0,0.0,1.0,29.0,21.0,72.4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Tyrick Mitchell,LB,22-087,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,22.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,70.0,77.1,11.0,50.0,3.0,1.0,3.0,1023.0,427.0,17.0,20.0,85.0,33.0,37.0,89.2,4.0,9.0,44.4,None,1.0,5.0,1.0,1.0,56.0,14.0,2.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,41.0,16.0,13.0,47.0,10.0,1.0,12.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,36.4,12.0,4.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,15.0,38.0,25.0,0.0,63.0,33.3,1.0,0.0,153.0,77.0,0.0,0.0,1.0,1.0,53.0,51.0,96.2,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,50.0,2021-11-27,Crystal Palace,Aston Villa
Marc Guéhi,CB,21-137,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,86.0,7.0,2.0,1.0,0.0,0.4,0.4,0.0,0.0,0.0,75.0,78.0,96.2,10.0,72.0,4.0,2.0,2.0,1959.0,611.0,10.0,10.0,100.0,46.0,47.0,97.9,19.0,21.0,90.5,None,0.0,12.0,1.0,0.0,78.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,69.0,1.0,8.0,16.0,61.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,57.1,3.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,42.0,46.0,5.0,3.0,86.0,100.0,2.0,0.0,340.0,233.0,0.0,0.0,1.0,0.0,76.0,75.0,98.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,2021-11-27,Crystal Palace,Aston Villa
James Tomkins,CB,32-243,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,12.0,4.0,1.0,1.0,0.0,0.0,0.1,2.0,0.0,71.0,77.0,92.2,3.0,46.0,2.0,2.0,2.0,1845.0,435.0,12.0,13.0,92.3,34.0,35.0,97.1,24.0,27.0,88.9,None,1.0,3.0,0.0,0.0,76.0,1.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,10.0,12.0,60.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,100.0,0.0,7.0,58.3,7.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,10.0,50.0,32.0,1.0,1.0,80.0,100.0,2.0,0.0,200.0,99.0,0.0,0.0,0.0,0.0,62.0,58.0,93.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Joel Ward,RB,32-029,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.0,15.0,1.0,5.0,1.0,0.0,0.0,0.2,2.0,0.0,89.0,106.0,84.0,7.0,78.0,10.0,0.0,0.0,1726.0,601.0,33.0,39.0,84.6,44.0,46.0,95.7,9.0,15.0,60.0,None,1.0,9.0,1.0,1.0,96.0,10.0,1.0,0.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,72.0,16.0,18.0,7.0,85.0,2.0,9.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,20.0,8.0,4.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,3.0,38.0,56.0,29.0,2.0,104.0,0.0,0.0,0.0,381.0,238.0,4.0,0.0,0.0,1.0,87.0,85.0,97.7,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0,2021-11-27,Crystal Palace,Aston Villa
Vicente Guaita,GK,34-321,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,0.0,10.0,0.0,0.0,0.0,514.0,326.0,4.0,4.0,100.0,4.0,4.0,100.0,9.0,10.0,90.0,None,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.0,2.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,31.0,26.0,0.0,0.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Ollie Watkins,FW,25-332,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,21.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,17.0,23.0,73.9,1.0,32.0,2.0,2.0,3.0,244.0,36.0,8.0,10.0,80.0,8.0,9.0,88.9,0.0,2.0,0.0,None,1.0,2.0,1.0,0.0,22.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,4.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,19.0,1.0,12.0,8.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,22.0,22.0,5.0,44.0,66.7,2.0,0.0,109.0,58.0,1.0,0.0,3.0,10.0,55.0,33.0,60.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,50.0,2021-11-27,Crystal Palace,Aston Villa
Ashley Young,"LW,RW",36-141,84.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,33.0,7.0,0.0,1.0,0.0,0.1,0.1,0.0,3.0,1.0,21.0,25.0,84.0,0.0,18.0,2.0,1.0,1.0,330.0,97.0,15.0,15.0,100.0,3.0,5.0,60.0,2.0,4.0,50.0,None,1.0,0.0,0.0,0.0,20.0,5.0,2.0,0.0,8.0,2.0,1.0,3.0,1.0,2.0,0.0,16.0,4.0,5.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,14.3,2.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,8.0,10.0,16.0,1.0,27.0,100.0,1.0,0.0,56.0,34.0,0.0,0.0,1.0,0.0,29.0,21.0,72.4,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,50.0,2021-11-27,Crystal Palace,Aston Villa
Emi Buendía,RW,24-337,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,71.4,1.0,7.0,0.0,0.0,1.0,78.0,30.0,3.0,5.0,60.0,2.0,2.0,100.0,0.0,0.0,0.0,None,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,9.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,1.0,0.0,8.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,2021-11-27,Crystal Palace,Aston Villa
Leon Bailey,RW,24-110,76.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,15.0,2.0,1.0,1.0,0.1,0.1,0.1,3.0,0.0,19.0,23.0,82.6,2.0,31.0,4.0,0.0,2.0,413.0,75.0,5.0,5.0,100.0,9.0,11.0,81.8,5.0,5.0,100.0,None,2.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,6.0,40.0,5.0,7.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,9.0,13.0,17.0,4.0,36.0,0.0,1.0,0.0,184.0,73.0,0.0,1.0,2.0,5.0,32.0,25.0,78.1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3,2021-11-27,Crystal Palace,Aston Villa
Anwar El Ghazi,LW,26-208,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,7.0,9.0,77.8,1.0,14.0,2.0,1.0,1.0,127.0,66.0,5.0,5.0,100.0,1.0,2.0,50.0,1.0,2.0,50.0,None,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0,14.0,100.0,1.0,1.0,66.0,47.0,0.0,1.0,4.0,1.0,15.0,12.0,80.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3,2021-11-27,Crystal Palace,Aston Villa
Jacob Ramsey,CM,20-183,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,24.0,28.0,85.7,1.0,24.0,6.0,0.0,0.0,393.0,123.0,14.0,14.0,100.0,9.0,10.0,90.0,1.0,1.0,100.0,None,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,8.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,3.0,18.8,8.0,7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,8.0,24.0,6.0,0.0,36.0,0.0,0.0,0.0,176.0,106.0,0.0,0.0,1.0,1.0,30.0,26.0,86.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Douglas Luiz,CM,23-202,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,64.3,2.0,13.0,0.0,0.0,1.0,136.0,58.0,6.0,7.0,85.7,2.0,5.0,40.0,1.0,1.0,100.0,None,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,10.0,7.0,0.0,23.0,0.0,0.0,0.0,74.0,22.0,0.0,0.0,1.0,0.0,12.0,11.0,91.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,100.0,2021-11-27,Crystal Palace,Aston Villa
John McGinn,CM,27-040,90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,44.0,16.0,6.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,26.0,28.0,92.9,2.0,30.0,4.0,2.0,2.0,576.0,226.0,7.0,7.0,100.0,14.0,14.0,100.0,5.0,6.0,83.3,None,1.0,1.0,1.0,1.0,25.0,3.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,2.0,4.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,2.0,3.0,66.7,1.0,4.0,25.0,9.0,5.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,11.0,23.0,11.0,1.0,41.0,100.0,2.0,0.0,151.0,83.0,0.0,0.0,0.0,1.0,30.0,28.0,93.3,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2021-11-27,Crystal Palace,Aston Villa
Marvelous Nakamba,DM,27-312,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,15.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,32.0,38.0,84.2,2.0,26.0,0.0,0.0,0.0,517.0,207.0,16.0,19.0,84.2,15.0,17.0,88.2,1.0,2.0,50.0,None,1.0,4.0,1.0,0.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,3.0,35.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,2.0,0.0,3.0,5.0,60.0,2.0,6.0,40.0,7.0,6.0,2.0,0.0,0.0,2.0,8.0,2.0,0.0,4.0,19.0,25.0,4.0,0.0,47.0,0.0,0.0,0.0,106.0,34.0,0.0,0.0,0.0,2.0,28.0,27.0,96.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2021-11-27,Crystal Palace,Aston Villa
