,rank,prev_rank,name,league,off,def,spi
392,393,373,Hannover 96,German 2. Bundesliga,1.02,1.54,33.48
393,394,393,BK Hacken,Swedish Allsvenskan,1.14,1.71,33.35
394,395,394,1. FC Nürnberg,German 2. Bundesliga,1.04,1.58,33.34
395,396,400,Las Palmas,Spanish Segunda Division,0.93,1.44,33.29
396,397,396,Cercle Brugge,Belgian Jupiler League,1.05,1.6,33.27
397,398,397,Karlsruher SC,German 2. Bundesliga,1.1,1.66,33.26
398,399,401,Gimnasia La Plata,Argentina Primera Division,0.81,1.28,33.16
399,400,395,Vancouver Whitecaps,Major League Soccer,1.11,1.68,33.15
400,401,398,IF Elfsborg,Swedish Allsvenskan,1.15,1.73,33.15
401,402,399,HJK Helsinki,UEFA Europa Conference League,1.0,1.54,33.01
402,403,402,Cerezo Osaka,Japanese J League,0.99,1.54,32.89
403,404,403,SD Huesca,Spanish Segunda Division,0.93,1.47,32.71
404,405,406,Goztepe,Turkish Turkcell Super Lig,1.11,1.71,32.67
405,406,407,FC Arsenal Tula,Russian Premier Liga,1.02,1.59,32.66
406,407,408,St Gallen,Swiss Raiffeisen Super League,1.29,1.94,32.63
407,408,409,Grenoble,French Ligue 2,0.93,1.48,32.58
408,409,410,Aberdeen,Scottish Premiership,0.91,1.45,32.56
409,410,411,Paris FC,French Ligue 2,0.94,1.5,32.43
410,411,414,Silkeborg,Danish SAS-Ligaen,1.04,1.64,32.38
411,412,404,Jahn Regensburg,German 2. Bundesliga,1.11,1.72,32.35
412,413,412,Real Zaragoza,Spanish Segunda Division,0.83,1.35,32.27
413,414,420,Patronato,Argentina Primera Division,0.96,1.54,32.21
414,415,416,FC Sion,Swiss Raiffeisen Super League,1.23,1.89,32.13
415,416,415,Real Oviedo,Spanish Segunda Division,0.84,1.38,32.12
416,417,417,Grasshoppers Zürich,Swiss Raiffeisen Super League,1.08,1.71,32.09
417,418,418,SV Zulte Waregem,Belgian Jupiler League,1.38,2.09,32.08
418,419,419,SV Ried,Austrian T-Mobile Bundesliga,1.1,1.73,32.02
419,420,421,Stromsgodset,Norwegian Tippeligaen,1.12,1.76,31.91
420,421,422,Sheffield Wednesday,English League One,0.99,1.59,31.79
421,422,423,Altay,Turkish Turkcell Super Lig,1.07,1.71,31.74
422,423,424,Jiangsu Suning FC,Chinese Super League,1.06,1.7,31.67
423,424,425,Consadole Sapporo,Japanese J League,1.01,1.64,31.66
424,425,426,San Jose Earthquakes,Major League Soccer,1.15,1.83,31.46
425,426,427,Austin FC,Major League Soccer,1.11,1.78,31.35
426,427,428,RFC Seraing,Belgian Jupiler League,1.02,1.66,31.33
427,428,429,St Mirren,Scottish Premiership,0.92,1.53,31.32
428,429,430,Le Havre,French Ligue 2,0.8,1.36,31.31
429,430,431,Sagan Tosu,Japanese J League,0.89,1.49,31.27
430,431,432,Antalyaspor,Turkish Turkcell Super Lig,0.95,1.58,31.16
431,432,433,Lillestrom,Norwegian Tippeligaen,1.09,1.77,31.15
432,433,434,Shandong Luneng,Chinese Super League,1.17,1.87,31.13
433,434,435,Cittadella,Italy Serie B,0.91,1.52,31.13
434,435,413,Arizona United,United Soccer League,1.16,1.87,30.97
435,436,437,Kashiwa Reysol,Japanese J League,0.97,1.62,30.92
436,437,438,NS Mura,UEFA Europa Conference League,1.03,1.7,30.82
437,438,439,Dynamo Dresden,German 2. Bundesliga,0.98,1.64,30.8
438,439,440,Peterborough United,English League Championship,0.99,1.65,30.74
439,440,436,Arsenal Sarandi,Argentina Primera Division,0.85,1.46,30.64
440,441,442,Mamelodi Sundowns,South African ABSA Premier League,0.79,1.38,30.63
441,442,443,Crotone,Italy Serie B,1.05,1.74,30.63
442,443,444,Guingamp,French Ligue 2,0.86,1.49,30.61
443,444,449,Inter Miami CF,Major League Soccer,0.98,1.66,30.42
444,445,445,Platense,Argentina Primera Division,0.85,1.48,30.38
445,446,441,SD Ponferradina,Spanish Segunda Division,0.86,1.5,30.31
446,447,446,OFI Crete,Greek Super League,0.94,1.61,30.31
447,448,447,Odd BK,Norwegian Tippeligaen,1.22,1.99,30.29
448,449,448,Amiens,French Ligue 2,0.85,1.49,30.18
449,450,450,Haugesund,Norwegian Tippeligaen,1.17,1.94,30.06
450,451,451,Sunderland,English League One,1.01,1.72,29.98
451,452,452,Sydney FC,Australian A-League,0.95,1.65,29.89
452,453,453,FC Trenkwalder Admira,Austrian T-Mobile Bundesliga,0.91,1.59,29.87
453,454,454,Yeni Malatyaspor,Turkish Turkcell Super Lig,0.96,1.66,29.74
454,455,455,Wellington Phoenix,Australian A-League,1.11,1.88,29.61
455,456,456,AC Ajaccio,French Ligue 2,0.71,1.33,29.44
456,457,457,Ascoli,Italy Serie B,0.92,1.63,29.37
457,458,459,Real Sociedad II,Spanish Segunda Division,0.85,1.53,29.37
458,459,458,Asteras Tripolis,Greek Super League,0.77,1.42,29.36
459,460,462,Málaga,Spanish Segunda Division,0.75,1.41,29.16
460,461,460,Reggina,Italy Serie B,0.84,1.53,29.14
461,462,467,Fuenlabrada,Spanish Segunda Division,0.77,1.44,28.98
462,463,484,FC Cartagena,Spanish Segunda Division,0.9,1.63,28.93
463,464,461,Viborg,Danish SAS-Ligaen,1.0,1.77,28.89
464,465,463,Lausanne Sports,Swiss Raiffeisen Super League,1.12,1.95,28.78
465,466,464,Cashpoint SC Rheindorf Altach,Austrian T-Mobile Bundesliga,0.94,1.7,28.76
466,467,465,Oxford United,English League One,1.03,1.82,28.73
467,468,466,Perugia,Italy Serie B,0.86,1.6,28.43
468,469,468,Pau,French Ligue 2,0.85,1.59,28.35
469,470,469,Livingston,Scottish Premiership,0.86,1.61,28.24
470,471,470,Hansa Rostock,German 2. Bundesliga,0.92,1.71,28.1
471,472,472,Caen,French Ligue 2,0.84,1.61,27.86
472,473,474,Giannina,Greek Super League,0.83,1.6,27.64
473,474,475,Ternana,Italy Serie B,0.94,1.77,27.54
474,475,482,FC Cincinnati,Major League Soccer,0.96,1.81,27.26
475,476,476,KFCO Beerschot-Wilrijk,Belgian Jupiler League,1.02,1.91,27.19
476,477,477,Dundee,Scottish Premiership,0.87,1.7,27.13
477,478,478,Atromitos,Greek Super League,0.82,1.62,27.01
478,479,479,Panetolikos,Greek Super League,0.84,1.66,26.95
479,480,471,Louisville City FC,United Soccer League,0.95,1.83,26.91
480,481,481,Como,Italy Serie B,0.9,1.75,26.87
481,482,483,Giresunspor,Turkish Turkcell Super Lig,0.74,1.52,26.82
482,483,488,Lugo,Spanish Segunda Division,0.76,1.55,26.7
483,484,487,Mirandes,Spanish Segunda Division,0.84,1.68,26.6
484,485,485,Mjallby,Swedish Allsvenskan,0.72,1.51,26.49
485,486,489,Milton Keynes Dons,English League One,0.99,1.94,26.01
486,487,490,Shimizu S-Pulse,Japanese J League,0.9,1.8,25.98
487,488,491,Sonderjyske,Danish SAS-Ligaen,0.84,1.73,25.84
488,489,492,Ross County,Scottish Premiership,0.95,1.9,25.75
489,490,493,Caykur Rizespor,Turkish Turkcell Super Lig,1.04,2.02,25.73
490,491,473,UD Ibiza,Spanish Segunda Division,0.8,1.68,25.67
491,492,494,Gamba Osaka,Japanese J League,0.81,1.7,25.66
492,493,495,Lamia,Greek Super League,0.66,1.47,25.6
493,494,480,Aldosivi,Argentina Primera Division,0.86,1.77,25.59
494,495,497,Shonan Bellmare,Japanese J League,0.73,1.58,25.46
495,496,501,Amorebieta,Spanish Segunda Division,0.81,1.7,25.46
496,497,486,Tampa Bay Rowdies,United Soccer League,0.82,1.73,25.41
497,498,496,San Antonio FC,United Soccer League,0.98,1.96,25.41
498,499,498,Valenciennes,French Ligue 2,0.88,1.81,25.36
499,500,499,FC Ingolstadt 04,German 2. Bundesliga,0.87,1.8,25.31
500,501,500,SV Sandhausen,German 2. Bundesliga,0.94,1.94,24.95
501,502,508,Ipswich Town,English League One,0.88,1.85,24.86
502,503,502,SK Brann,Norwegian Tippeligaen,0.99,2.01,24.78
503,504,503,Volos NFC,Greek Super League,0.86,1.82,24.75
504,505,504,Erzgebirge Aue,German 2. Bundesliga,0.91,1.91,24.72
505,506,505,Kalmar FF,Swedish Allsvenskan,0.75,1.66,24.68
506,507,506,Varbergs BoIS FC,Swedish Allsvenskan,0.76,1.68,24.66
507,508,509,Vicenza,Italy Serie B,0.84,1.8,24.55
508,509,510,Rotherham United,English League One,0.8,1.75,24.52
509,510,511,IFK Goteborg,Swedish Allsvenskan,0.85,1.83,24.48
510,511,512,Wigan,English League One,0.85,1.83,24.41
511,512,513,Maccabi Haifa,UEFA Europa Conference League,0.68,1.57,24.41
512,513,514,US Quevilly,French Ligue 2,0.75,1.69,24.2
513,514,518,AD Alcorcon,Spanish Segunda Division,0.66,1.55,24.16
514,515,515,Rodez,French Ligue 2,0.71,1.63,24.13
515,516,516,Niort,French Ligue 2,0.71,1.63,24.11
516,517,507,Burgos,Spanish Segunda Division,0.7,1.61,24.1
517,518,528,Wycombe Wanderers,English League One,0.84,1.85,23.85
518,519,517,Tromso,Norwegian Tippeligaen,0.88,1.92,23.85
519,520,520,AS Nancy Lorraine,French Ligue 2,0.79,1.79,23.69
520,521,521,Western Sydney FC,Australian A-League,1.14,2.32,23.68
521,522,522,Sarpsborg,Norwegian Tippeligaen,0.8,1.81,23.65
522,523,523,Ionikos FC,Greek Super League,0.71,1.67,23.48
523,524,524,Stabaek,Norwegian Tippeligaen,0.93,2.03,23.28
524,525,519,Bolton,English League One,0.85,1.93,23.1
525,526,525,Tianjin Teda,Chinese Super League,0.84,1.91,23.09
526,527,526,Brisbane Roar,Australian A-League,0.77,1.8,22.96
527,528,527,SuperSport United,South African ABSA Premier League,0.61,1.54,22.94
528,529,529,Lincoln City,English League One,0.81,1.87,22.87
529,530,530,Portsmouth,English League One,0.75,1.78,22.84
530,531,531,Perth Glory,Australian A-League,0.94,2.08,22.82
531,532,532,Alessandria,Italy Serie B,0.82,1.9,22.6
532,533,551,Pittsburgh Riverhounds,United Soccer League,0.79,1.89,22.25
533,534,533,Orlando Pirates,South African ABSA Premier League,0.66,1.68,22.22
534,535,534,Kaizer Chiefs,South African ABSA Premier League,0.61,1.59,22.17
535,536,545,El Paso Locomotive FC,United Soccer League,0.77,1.86,22.09
536,537,536,Apollon Smyrni,Greek Super League,0.75,1.84,22.08
537,538,537,Vejle,Danish SAS-Ligaen,0.87,2.03,21.92
538,539,538,Dunkerque,French Ligue 2,0.63,1.65,21.77
539,540,539,Tokushima Vortis,Japanese J League,0.66,1.71,21.73
540,541,540,Sandefjord,Norwegian Tippeligaen,0.84,2.0,21.69
541,542,541,Cosenza,Italy Serie B,0.67,1.72,21.63
542,543,542,Shanghai Greenland,Chinese Super League,0.9,2.12,21.53
543,544,535,Colorado Springs Switchbacks FC,United Soccer League,0.93,2.16,21.5
544,545,543,Adelaide United,Australian A-League,0.92,2.15,21.41
545,546,544,Bastia,French Ligue 2,0.66,1.73,21.3
546,547,547,Pordenone Calcio,Italy Serie B,0.73,1.88,20.93
547,548,548,Henan Jianye,Chinese Super League,0.81,2.01,20.91
548,549,549,Hebei China Fortune FC,Chinese Super League,0.85,2.08,20.88
549,550,550,Alashkert FC,UEFA Europa Conference League,0.58,1.64,20.84
550,551,552,Fleetwood Town,English League One,0.77,1.98,20.43
551,552,546,Miami FC,United Soccer League,0.84,2.11,20.3
552,553,559,Charlotte Independence,United Soccer League,0.77,2.01,20.16
553,554,553,Charlton Athletic,English League One,0.75,1.98,19.98
554,555,554,Dalian Aerbin,Chinese Super League,0.86,2.17,19.9
555,556,555,Mjondalen,Norwegian Tippeligaen,0.68,1.87,19.89
556,557,556,Vegalta Sendai,Japanese J League,0.62,1.77,19.89
557,558,557,Wuhan Zall,Chinese Super League,0.74,1.97,19.86
558,559,564,San Diego Loyal SC,United Soccer League,0.76,2.02,19.6
559,560,558,Oita Trinita,Japanese J League,0.56,1.7,19.46
560,561,560,Central Coast Mariners,Australian A-League,0.75,2.03,19.39
561,562,566,Birmingham Legion FC,United Soccer League,0.73,2.01,19.23
562,563,561,Yokohama FC,Japanese J League,0.74,2.03,19.21
563,564,562,IK Sirius,Swedish Allsvenskan,0.76,2.07,19.18
564,565,567,Plymouth Argyle,English League One,0.71,2.01,18.78
565,566,563,Guangzhou RF,Chinese Super League,1.0,2.51,18.63
566,567,568,Burton Albion,English League One,0.67,1.99,18.19
567,568,565,Orange County SC,United Soccer League,0.69,2.05,17.9
568,569,571,Morecambe,English League One,0.79,2.24,17.68
569,570,572,Chongqing Lifan,Chinese Super League,0.65,2.0,17.48
570,571,574,Degerfors IF,Swedish Allsvenskan,0.68,2.08,17.32
571,572,575,Macarthur FC,Australian A-League,0.65,2.02,17.31
572,573,576,Newcastle Jets,Australian A-League,0.65,2.03,17.18
573,574,577,Tianjin Quanujian,Chinese Super League,0.72,2.17,17.13
574,575,580,Rio Grande Valley FC Toros,United Soccer League,0.61,1.98,17.05
575,576,578,Bloem Celtic,South African ABSA Premier League,0.6,1.95,17.0
576,577,569,New Mexico United,United Soccer League,0.62,2.0,16.98
577,578,573,Sacramento Republic FC,United Soccer League,0.59,1.94,16.91
578,579,570,Gillingham,English League One,0.58,1.93,16.86
579,580,579,Shenzhen FC,Chinese Super League,0.75,2.25,16.73
580,581,581,Maritzburg Utd,South African ABSA Premier League,0.39,1.65,15.82
581,582,582,Melbourne Victory,Australian A-League,0.82,2.45,15.79
582,583,583,AFC Wimbledon,English League One,0.65,2.16,15.72
583,584,584,Halmstads BK,Swedish Allsvenskan,0.39,1.66,15.6
584,585,585,Golden Arrows,South African ABSA Premier League,0.5,1.9,15.57
585,586,587,Black Aces,South African ABSA Premier League,0.46,1.85,15.23
586,587,588,Accrington Stanley,English League One,0.66,2.27,14.85
587,588,586,Salford City,English League Two,0.46,1.9,14.7
588,589,589,Stellenbosch FC,South African ABSA Premier League,0.44,1.86,14.51
589,590,604,Memphis 901 FC,United Soccer League,0.61,2.21,14.37
590,591,590,Western United,Australian A-League,0.69,2.37,14.28
591,592,591,LA Galaxy II,United Soccer League,0.67,2.37,14.05
592,593,594,Orebro SK,Swedish Allsvenskan,0.57,2.18,13.88
593,594,596,Tulsa Roughnecks,United Soccer League,0.55,2.17,13.75
594,595,595,Shrewsbury Town,English League One,0.46,2.0,13.59
595,596,593,Austin Bold FC,United Soccer League,0.49,2.06,13.48
596,597,597,Crewe Alexandra,English League One,0.47,2.03,13.47
597,598,598,Östersunds FK,Swedish Allsvenskan,0.53,2.16,13.43
598,599,599,Exeter City,English League Two,0.49,2.08,13.32
599,600,600,Cambridge United,English League One,0.53,2.2,13.01
600,601,601,Lincoln Red Imps,UEFA Europa Conference League,0.53,2.2,12.98
601,602,602,Doncaster Rovers,English League One,0.5,2.13,12.98
602,603,607,Hartford Athletic,United Soccer League,0.63,2.4,12.95
603,604,610,Swindon Town,English League Two,0.43,2.02,12.74
604,605,592,Forest Green Rovers,English League Two,0.5,2.16,12.66
605,606,603,Leyton Orient,English League Two,0.49,2.18,12.29
606,607,605,Charleston Battery,United Soccer League,0.58,2.39,12.17
607,608,606,Guizhou Renhe,Chinese Super League,0.51,2.26,11.96
608,609,608,Sekhukhune United,South African ABSA Premier League,0.34,1.91,11.8
609,610,609,Atlanta United 2,United Soccer League,0.58,2.44,11.66
610,611,618,Bristol Rovers,English League Two,0.47,2.23,11.58
611,612,611,Cheltenham Town,English League One,0.46,2.2,11.51
612,613,612,AmaZulu,South African ABSA Premier League,0.23,1.7,11.25
613,614,630,Harrogate Town,English League Two,0.51,2.35,11.23
614,615,614,Port Vale,English League Two,0.41,2.16,11.02
615,616,617,Indy Eleven,United Soccer League,0.41,2.15,11.01
616,617,615,Chippa United,South African ABSA Premier League,0.2,1.68,10.77
617,618,623,Tranmere Rovers,English League Two,0.25,1.81,10.71
618,619,616,Baroka FC,South African ABSA Premier League,0.2,1.69,10.71
619,620,613,Colchester United,English League Two,0.31,2.04,10.19
620,621,625,Oakland Roots,United Soccer League,0.37,2.17,10.18
621,622,626,Tacoma Defiance,United Soccer League,0.39,2.25,9.95
622,623,622,Moroka Swallows,South African ABSA Premier League,0.25,1.93,9.77
623,624,619,Mansfield Town,English League Two,0.35,2.18,9.76
624,625,635,Sutton United,English League Two,0.38,2.26,9.74
625,626,624,TS Galaxy,South African ABSA Premier League,0.28,2.03,9.61
626,627,620,Northampton Town,English League Two,0.32,2.14,9.49
627,628,629,Oklahoma City Energy FC,United Soccer League,0.28,2.08,9.25
628,629,628,Tshakhuma Tsha Madzivhandila,South African ABSA Premier League,0.25,2.01,9.16
629,630,627,Barrow,English League Two,0.33,2.21,9.11
630,631,621,Rochdale,English League Two,0.33,2.21,9.03
631,632,633,Crawley Town,English League Two,0.37,2.33,8.91
632,633,631,New York Red Bulls II,United Soccer League,0.52,2.72,8.65
633,634,636,Swope Park Rangers,United Soccer League,0.34,2.31,8.65
634,635,632,Newport County,English League Two,0.23,2.07,8.26
635,636,634,Las Vegas Lights FC,United Soccer League,0.46,2.67,8.18
636,637,637,Loudoun United FC,United Soccer League,0.55,2.89,8.06
637,638,638,Bradford City,English League Two,0.2,2.13,7.39
638,639,641,Walsall,English League Two,0.24,2.25,7.36
639,640,639,Stevenage,English League Two,0.2,2.16,7.16
640,641,640,Oldham Athletic,English League Two,0.28,2.53,6.35
641,642,642,Real Monarchs SLC,United Soccer League,0.2,2.35,6.08
642,643,644,Hartlepool,English League Two,0.2,2.41,5.74
643,644,643,Carlisle United,English League Two,0.2,2.43,5.67
644,645,645,Scunthorpe,English League Two,0.2,2.78,4.2
